cell_id,material,x_mm,face,outcome,count,secant_q10,secant_median,secant_q90,fixed_distance_mm,path_q10_mm,path_median_mm,path_q90_mm,absolute_path_status
EJ200_xp650,EJ-200,650,+Z,NON_ESCAPE,65377314,1.3684570646595964,2.1869874248223073,5.925925925925926,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xp650,EJ-200,650,+Z,ESCAPE,19257649,1.0217113665389528,1.1188811188811187,1.2426219322771048,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xp650,EJ-200,650,-Z,NON_ESCAPE,65639855,1.3693940431359124,2.1941854086670323,5.997001499250374,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xp650,EJ-200,650,-Z,ESCAPE,19260739,1.0217113665389528,1.1188811188811187,1.2426219322771048,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xp650,EJ-200,650,-Y,NON_ESCAPE,3510061,1.2326656394453004,1.5273004963726613,2.715546503733876,30.0,36.97996918335901,45.81901489117984,81.46639511201629,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xp650,EJ-200,650,-Y,ESCAPE,5699809,1.007302946361118,1.0590415673815197,1.2066365007541477,30.0,30.21908839083354,31.77124702144559,36.199095022624434,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xp650,EJ-200,650,-X_SENSOR,NON_ESCAPE,2217,1.000250062515629,1.000250062515629,1.1782032400589102,1350.0,1350.3375843960991,1350.3375843960991,1590.5743740795288,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xp650,EJ-200,650,-X_SENSOR,ESCAPE,0,nan,nan,nan,1350.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xp650,EJ-200,650,+X_SENSOR,NON_ESCAPE,1535413,1.0037641154328734,1.0370754472387866,1.1392765593847907,50.0,50.188205771643666,51.853772361939335,56.96382796923953,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xp650,EJ-200,650,+X_SENSOR,ESCAPE,0,nan,nan,nan,50.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xp650,EJ-200,650,+Y_SENSOR,NON_ESCAPE,1815865,1.0042681395932713,1.1915400655347035,1.8124150430448573,30.0,30.12804418779814,35.746201966041106,54.37245129134572,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xp650,EJ-200,650,+Y_SENSOR,ESCAPE,0,nan,nan,nan,30.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xp650,EJ-200,650,OPEN_+Y_OR_+/-X_UNRESOLVED,NON_ESCAPE,3028098,1.1577424023154848,1.4875418371141689,2.6507620941020544,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xp650,EJ-200,650,OPEN_+Y_OR_+/-X_UNRESOLVED,ESCAPE,5989168,1.008827238335435,1.053463260468791,1.1665208515602217,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
