bin_low,bin_high,photons,probability,probability_se,uniform_probability,old_p_2mu_probability
0.0,0.05,1713683,0.00899382985242284,1.2728478897251167e-05,0.05,0.0025000000000000005
0.05,0.1,4320885,0.022677067171633297,1.6003839887638224e-05,0.05,0.0075000000000000015
0.1,0.15000000000000002,6117057,0.03210381958365235,1.3607410510849315e-05,0.05,0.012500000000000004
0.15000000000000002,0.2,7582788,0.03979633635800418,1.6554095456201846e-05,0.05,0.0175
0.2,0.25,8672165,0.04551365477870559,1.779960387945896e-05,0.05,0.022499999999999992
0.25,0.30000000000000004,9480214,0.049754494664740766,1.65073701082724e-05,0.05,0.027500000000000024
0.30000000000000004,0.35000000000000003,9844832,0.05166809960400357,1.6084831717008877e-05,0.05,0.0325
0.35000000000000003,0.4,9929294,0.05211137695284542,1.599158310518246e-05,0.05,0.037500000000000006
0.4,0.45,9995456,0.05245861140092946,1.6083093870564095e-05,0.05,0.04249999999999998
0.45,0.5,10081075,0.05290796097032741,1.6757860763419826e-05,0.05,0.04749999999999999
0.5,0.55,10141754,0.053226419285905706,1.599454762783266e-05,0.05,0.05250000000000005
0.55,0.6000000000000001,10247382,0.05378078100837814,1.6565471798535212e-05,0.05,0.05750000000000005
0.6000000000000001,0.65,10374245,0.05444658923345122,1.7465165359531508e-05,0.05,0.062499999999999944
0.65,0.7000000000000001,10491007,0.05505938492625356,1.5696329414112094e-05,0.05,0.06750000000000006
0.7000000000000001,0.75,10598247,0.05562220682118619,1.6869546290518915e-05,0.05,0.0724999999999999
0.75,0.8,10785664,0.05660581733109469,1.631634525772069e-05,0.05,0.07750000000000012
0.8,0.8500000000000001,11077163,0.05813567577524767,1.709743279791345e-05,0.05,0.08250000000000002
0.8500000000000001,0.9,11455745,0.06012256722085922,1.792729138181817e-05,0.05,0.08749999999999991
0.9,0.9500000000000001,12264752,0.06436843492650784,1.8916319439550447e-05,0.05,0.09250000000000003
0.9500000000000001,1.0,15366443,0.08064687213385088,1.8886225072552513e-05,0.05,0.09749999999999992
