face,encounters,encounter_share,encounter_share_se,escaped,conditional_escape,conditional_escape_se,escape_share
+Z,85151091.0,0.44689386788698604,7.135419367867192e-05,19211557.0,0.22561727365301756,5.851191140091005e-05,0.3929086051259271
-Z,85440119.0,0.44841075791541374,7.150144640039505e-05,19212578.0,0.2248660023518928,5.5020689025986113e-05,0.39292948629062574
-Y,9820790.0,0.05154192127504078,2.183247426016614e-05,5679035.0,0.5782666160257983,0.00016233624757348373,0.11614580329492917
-X_SENSOR,107461.0,0.0005639817572860389,1.7169170804115224e-06,0.0,0.0,0.0,0.0
+X_SENSOR,2826.0,1.4831543035057795e-05,2.826547458415381e-07,0.0,0.0,0.0,0.0
+Y_SENSOR,1942557.0,0.010195016894392344,8.082924583167638e-06,0.0,0.0,0.0,0.0
OPEN_+Y_OR_+/-X_UNRESOLVED,8075007.0,0.04237962272784605,1.8560799834525046e-05,4792570.0,0.5935066062481432,0.00018591422394316818,0.09801610528851798
