x_mm,run_label,threshold_pe,nearest_id,bin_center_ps,counts,counts_norm,mean_ps,rms_ps,frac_excl,frac_overflow,n_in_range,n_overflow,n_below
0,Run 4,4,51,865.0,0,0.000000,388.607,62.415,0.000000,0.000000,2000,0,0
0,Run 4,4,51,875.0,0,0.000000,388.607,62.415,0.000000,0.000000,2000,0,0
0,Run 4,4,51,885.0,0,0.000000,388.607,62.415,0.000000,0.000000,2000,0,0
0,Run 4,4,51,895.0,0,0.000000,388.607,62.415,0.000000,0.000000,2000,0,0
0,Run 4,4,51,905.0,0,0.000000,388.607,62.415,0.000000,0.000000,2000,0,0
0,Run 4,4,51,915.0,0,0.000000,388.607,62.415,0.000000,0.000000,2000,0,0
0,Run 4,4,51,925.0,0,0.000000,388.607,62.415,0.000000,0.000000,2000,0,0
0,Run 4,4,51,935.0,0,0.000000,388.607,62.415,0.000000,0.000000,2000,0,0
0,Run 4,4,51,945.0,0,0.000000,388.607,62.415,0.000000,0.000000,2000,0,0
0,Run 4,4,51,955.0,0,0.000000,388.607,62.415,0.000000,0.000000,2000,0,0
0,Run 4,4,51,965.0,0,0.000000,388.607,62.415,0.000000,0.000000,2000,0,0
0,Run 4,4,51,975.0,0,0.000000,388.607,62.415,0.000000,0.000000,2000,0,0
0,Run 4,4,51,985.0,0,0.000000,388.607,62.415,0.000000,0.000000,2000,0,0
0,Run 4,4,51,995.0,0,0.000000,388.607,62.415,0.000000,0.000000,2000,0,0
-690,Run 1,20,16,5.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,15.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,25.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,35.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,45.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,55.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,65.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,75.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,85.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,95.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,105.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,115.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,125.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,135.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,145.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,155.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,165.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,175.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,185.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,195.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,205.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,215.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,225.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,235.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,245.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,255.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,265.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,275.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,285.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,295.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,305.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,315.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,325.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,335.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,345.0,1,0.050025,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,355.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,365.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,375.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,385.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,395.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,405.0,3,0.150075,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,415.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,425.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,435.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,445.0,1,0.050025,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,455.0,2,0.100050,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,465.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,475.0,3,0.150075,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,485.0,2,0.100050,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,495.0,3,0.150075,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,505.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,515.0,5,0.250125,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,525.0,3,0.150075,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,535.0,3,0.150075,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,545.0,8,0.400200,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,555.0,8,0.400200,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,565.0,11,0.550275,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,575.0,12,0.600300,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,585.0,18,0.900450,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,595.0,15,0.750375,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,605.0,100,5.002501,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,615.0,43,2.151076,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,625.0,39,1.950975,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,635.0,46,2.301151,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,645.0,58,2.901451,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,655.0,84,4.202101,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,665.0,66,3.301651,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,675.0,76,3.801901,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,685.0,90,4.502251,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,695.0,95,4.752376,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,705.0,103,5.152576,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,715.0,97,4.852426,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,725.0,93,4.652326,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,735.0,92,4.602301,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,745.0,86,4.302151,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,755.0,100,5.002501,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,765.0,97,4.852426,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,775.0,79,3.951976,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,785.0,75,3.751876,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,795.0,50,2.501251,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,805.0,69,3.451726,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,815.0,57,2.851426,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,825.0,44,2.201101,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,835.0,30,1.500750,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,845.0,21,1.050525,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,855.0,22,1.100550,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,865.0,37,1.850925,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,875.0,15,0.750375,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,885.0,11,0.550275,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,895.0,9,0.450225,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,905.0,5,0.250125,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,915.0,1,0.050025,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,925.0,4,0.200100,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,935.0,3,0.150075,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,945.0,2,0.100050,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,955.0,1,0.050025,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,965.0,1,0.050025,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,975.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,985.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-690,Run 1,20,16,995.0,0,0.000000,719.814,81.016,0.000000,0.000500,1999,1,0
-400,Run 3,20,31,5.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,15.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,25.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,35.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,45.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,55.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,65.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,75.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,85.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,95.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,105.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,115.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,125.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,135.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,145.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,155.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,165.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,175.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,185.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,195.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,205.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,215.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,225.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,235.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,245.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,255.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,265.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,275.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,285.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,295.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,305.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,315.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,325.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,335.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,345.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,355.0,1,0.050000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,365.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,375.0,1,0.050000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,385.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,395.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,405.0,1,0.050000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,415.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,425.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,435.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,445.0,1,0.050000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,455.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,465.0,2,0.100000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,475.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,485.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,495.0,1,0.050000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,505.0,3,0.150000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,515.0,5,0.250000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,525.0,2,0.100000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,535.0,4,0.200000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,545.0,3,0.150000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,555.0,9,0.450000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,565.0,6,0.300000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,575.0,11,0.550000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,585.0,11,0.550000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,595.0,8,0.400000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,605.0,80,4.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,615.0,41,2.050000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,625.0,34,1.700000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,635.0,41,2.050000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,645.0,52,2.600000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,655.0,47,2.350000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,665.0,73,3.650000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,675.0,72,3.600000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,685.0,74,3.700000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,695.0,92,4.600000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,705.0,92,4.600000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,715.0,81,4.050000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,725.0,95,4.750000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,735.0,105,5.250000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,745.0,94,4.700000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,755.0,97,4.850000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,765.0,100,5.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,775.0,90,4.500000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,785.0,68,3.400000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,795.0,74,3.700000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,805.0,55,2.750000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,815.0,63,3.150000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,825.0,70,3.500000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,835.0,51,2.550000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,845.0,38,1.900000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,855.0,40,2.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,865.0,40,2.000000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,875.0,21,1.050000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,885.0,13,0.650000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,895.0,12,0.600000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,905.0,10,0.500000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,915.0,2,0.100000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,925.0,1,0.050000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,935.0,3,0.150000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,945.0,3,0.150000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,955.0,2,0.100000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,965.0,1,0.050000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,975.0,3,0.150000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,985.0,1,0.050000,733.596,81.580,0.000000,0.000000,2000,0,0
-400,Run 3,20,31,995.0,0,0.000000,733.596,81.580,0.000000,0.000000,2000,0,0
0,Run 4,20,51,5.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,15.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,25.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,35.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,45.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,55.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,65.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,75.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,85.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,95.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,105.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,115.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,125.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,135.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,145.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,155.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,165.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,175.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,185.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,195.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,205.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,215.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,225.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,235.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,245.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,255.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,265.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,275.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,285.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,295.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,305.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,315.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,325.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,335.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,345.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,355.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,365.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,375.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,385.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,395.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,405.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,415.0,1,0.050025,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,425.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,435.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,445.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,455.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,465.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,475.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,485.0,2,0.100050,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,495.0,0,0.000000,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,505.0,1,0.050025,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,515.0,1,0.050025,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,525.0,1,0.050025,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,535.0,3,0.150075,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,545.0,3,0.150075,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,555.0,6,0.300150,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,565.0,4,0.200100,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,575.0,7,0.350175,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,585.0,9,0.450225,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,595.0,11,0.550275,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,605.0,54,2.701351,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,615.0,27,1.350675,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,625.0,24,1.200600,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,635.0,26,1.300650,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,645.0,31,1.550775,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,655.0,44,2.201101,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,665.0,52,2.601301,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,675.0,56,2.801401,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,685.0,57,2.851426,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,695.0,67,3.351676,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,705.0,90,4.502251,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,715.0,59,2.951476,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,725.0,92,4.602301,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,735.0,90,4.502251,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,745.0,89,4.452226,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,755.0,115,5.752876,754.605,81.048,0.000000,0.000500,1999,1,0
0,Run 4,20,51,765.0,104,5.202601,754.605,81.048,0.000000,0.000500,1999,1,0
