bin_low,bin_high,photons,probability,probability_se,uniform_probability,old_p_2mu_probability
0.0,0.05,1603343,0.008707986064880387,1.2563539976204744e-05,0.05,0.0025000000000000005
0.05,0.1,4111375,0.022329467997488747,1.5708456004163265e-05,0.05,0.0075000000000000015
0.1,0.15000000000000002,5856314,0.031806482270832825,1.3170944079313553e-05,0.05,0.012500000000000004
0.15000000000000002,0.2,7274309,0.039507816732685386,1.6228278934143237e-05,0.05,0.0175
0.2,0.25,8345234,0.04532416418705543,1.8270910015832918e-05,0.05,0.022499999999999992
0.25,0.30000000000000004,9137306,0.04962602095655636,1.6150059351045508e-05,0.05,0.027500000000000024
0.30000000000000004,0.35000000000000003,9495042,0.0515689365416221,1.7303477357587246e-05,0.05,0.0325
0.35000000000000003,0.4,9592488,0.052098179760370886,1.5738743322900293e-05,0.05,0.037500000000000006
0.4,0.45,9663322,0.05248288938577215,1.6186140428534643e-05,0.05,0.04249999999999998
0.45,0.5,9754829,0.05297987704271081,1.608333823678412e-05,0.05,0.04749999999999999
0.5,0.55,9821608,0.05334256338083475,1.6196445203837482e-05,0.05,0.05250000000000005
0.55,0.6000000000000001,9923990,0.053898614724367966,1.5965331628640978e-05,0.05,0.05750000000000005
0.6000000000000001,0.65,10052207,0.05459497966267547,1.7018831112428196e-05,0.05,0.062499999999999944
0.65,0.7000000000000001,10168828,0.055228365059856496,1.779617445843015e-05,0.05,0.06750000000000006
0.7000000000000001,0.75,10282177,0.055843979755195006,1.7640471385481224e-05,0.05,0.0724999999999999
0.75,0.8,10467032,0.05684795380443055,1.7683128908678362e-05,0.05,0.07750000000000012
0.8,0.8500000000000001,10738197,0.05832068985734205,1.7517781432341488e-05,0.05,0.08250000000000002
0.8500000000000001,0.9,11111222,0.06034664219683024,1.89346342764772e-05,0.05,0.08749999999999991
0.9,0.9500000000000001,11889498,0.06457357090929591,1.9157681708885278e-05,0.05,0.09250000000000003
0.9500000000000001,1.0,14834964,0.08057081970919648,1.9933125907535036e-05,0.05,0.09749999999999992
