face,encounters,encounter_share,encounter_share_se,escaped,conditional_escape,conditional_escape_se,escape_share
+Z,82545161.0,0.44749660198432006,7.292886258814238e-05,18693937.0,0.2264692051421403,5.8084593406142375e-05,0.39394440046313384
-Z,82872138.0,0.4492692206896979,7.496066135178799e-05,18708575.0,0.225752290836276,5.831223055926222e-05,0.39425287257010516
-Y,9394280.0,0.05092858657201309,2.50457173870008e-05,5460059.0,0.5812110135103489,0.00017167414084448844,0.11506188713743595
-X_SENSOR,1591.0,8.625182689474107e-06,2.1453651532963346e-07,0.0,0.0,0.0,0.0
+X_SENSOR,95595.0,0.0005182428279071511,1.6752231736351855e-06,0.0,0.0,0.0,0.0
+Y_SENSOR,1855409.0,0.010058605649713679,7.656150848356378e-06,0.0,0.0,0.0,0.0
OPEN_+Y_OR_+/-X_UNRESOLVED,7695687.0,0.04172011709365866,2.1113689410775855e-05,4590666.0,0.5965245208127617,0.0001819871204741534,0.09674083982932502
