sigma_true_ps,n_trials,rec_mean_ps,rec_std_ps,bias_pct
30,20,29.749800275456806,0.37639085896339836,-0.8339990818106457
50,20,49.690199173193015,0.7755544832738621,-0.6196016536139695
70,20,70.1718323790473,1.1237005762447088,0.2454748272104317
100,20,100.16744064099035,1.5572659371873954,0.16744064099034972
150,20,148.95652054831618,2.2177658959822573,-0.6956529677892149
200,20,197.14561372056875,3.0700000200693753,-1.4271931397156266
