bin_low,bin_high,photons,probability,probability_se,uniform_probability,old_p_2mu_probability
0.0,0.05,1445689,0.007278180152947964,1.3013510029332304e-05,0.05,0.0025000000000000005
0.05,0.1,3827836,0.019270866696737488,1.6835360057036013e-05,0.05,0.0075000000000000015
0.1,0.15000000000000002,5859993,0.029501562748982663,1.27418857681715e-05,0.05,0.012500000000000004
0.15000000000000002,0.2,7658473,0.03855583475456191,1.57332553212085e-05,0.05,0.0175
0.2,0.25,8902546,0.04481899883578438,1.655591030572618e-05,0.05,0.022499999999999992
0.25,0.30000000000000004,9707771,0.04887282549812844,1.6172974505590752e-05,0.05,0.027500000000000024
0.30000000000000004,0.35000000000000003,10092378,0.050809091897115265,1.6148054586263944e-05,0.05,0.0325
0.35000000000000003,0.4,10141313,0.05105545037793963,1.576291668151051e-05,0.05,0.037500000000000006
0.4,0.45,10218408,0.05144357762999144,1.5839563914807342e-05,0.05,0.04249999999999998
0.45,0.5,10234592,0.05152505439822812,1.548156725228914e-05,0.05,0.04749999999999999
0.5,0.55,10534935,0.053037101914448305,1.5375767029531782e-05,0.05,0.05250000000000005
0.55,0.6000000000000001,10694896,0.05384240995472924,1.544576506047363e-05,0.05,0.05750000000000005
0.6000000000000001,0.65,10780373,0.05427273556759171,1.5338151232623776e-05,0.05,0.062499999999999944
0.65,0.7000000000000001,10937431,0.05506342873774221,1.686491954431739e-05,0.05,0.06750000000000006
0.7000000000000001,0.75,11096718,0.05586534359081408,1.5771416965415983e-05,0.05,0.0724999999999999
0.75,0.8,11319959,0.056989228614165756,1.763134885210618e-05,0.05,0.07750000000000012
0.8,0.8500000000000001,11538721,0.058090564549224545,1.6947379043337193e-05,0.05,0.08250000000000002
0.8500000000000001,0.9,12446564,0.06266101151575243,1.7083531601805276e-05,0.05,0.08749999999999991
0.9,0.9500000000000001,13550223,0.06821727502015926,1.7639598304416012e-05,0.05,0.09250000000000003
0.9500000000000001,1.0,17644489,0.08882945754495515,2.1350856699214994e-05,0.05,0.09749999999999992
