event_id,produced_scint,edep_total_MeV,edep_optical_MeV,edep_nonoptical_MeV,V2_encounters,V2_escaped,V5_incident,V5_matched,V5_expected_PDE_sum,SD_detected,SD_orphan,npe_left,npe_right
0,16823.0,1.6377631889376474,0.02510193837852493,1.6126612505591225,16607,4430,8628.0,5326.0,5274.474227020907,5401.0,75.0,2063,102
1,16993.0,1.650481748736467,0.025553198378204304,1.6249285503582627,16751,4349,8666.0,5366.0,5302.497714578004,5454.0,88.0,2139,129
2,20956.0,1.9953802385651902,0.031073305908847118,1.9643069326563432,20646,5461,10747.0,6569.0,6575.481218722232,6677.0,108.0,2554,152
3,22058.0,2.1244110794540907,0.032370032236386063,2.0920410472177045,21725,5647,11319.0,6890.0,6937.504482394028,7016.0,126.0,2671,153
4,35993.0,3.468599009254467,0.05290423113152412,3.415694778122943,35489,9276,18043.0,11118.0,11078.969876014775,11299.0,181.0,4288,247
5,22919.0,2.223721458388538,0.03372009982556931,2.1900013585629687,22550,5997,11672.0,7205.0,7148.944398212746,7336.0,131.0,2721,140
6,19017.0,1.8344285311864466,0.028180701527783826,1.8062478296586628,18729,4877,9662.0,5877.0,5921.276013734138,5976.0,99.0,2234,137
7,18047.0,1.728279391293371,0.027029652683788315,1.7012497386095826,17796,4594,9365.0,5713.0,5725.186543538656,5799.0,86.0,2223,113
8,19739.0,1.8944345298184344,0.02946575009455203,1.8649687797238823,19443,5090,10064.0,6171.0,6174.13820098496,6267.0,96.0,2397,153
9,26316.0,2.4967231048712324,0.03881634111122132,2.457906763760011,25945,6876,13232.0,8159.0,8129.649327088857,8287.0,128.0,3045,177
10,34016.0,3.2371653048930704,0.049826984838177005,3.1873383200548933,33515,8715,17295.0,10561.0,10628.195756850648,10722.0,161.0,4089,231
11,18343.0,1.7740286503082516,0.027211651216671722,1.7468169990915798,18090,4681,9221.0,5601.0,5646.016867630295,5672.0,71.0,2147,149
12,18532.0,1.7950565301322055,0.027375861674564027,1.7676806684576414,18252,4813,9479.0,5758.0,5806.13945003717,5861.0,103.0,2241,139
13,18566.0,1.8030633309467154,0.027402635740334257,1.7756606952063811,18309,4815,9423.0,5705.0,5776.5681563446515,5794.0,89.0,2217,111
14,25205.0,2.4234280778299437,0.03727321793558969,2.386154859894354,24828,6544,12838.0,7822.0,7879.753866264628,7948.0,126.0,3063,183
15,16542.0,1.5907275179510716,0.024275217330186425,1.5664523006208853,16294,4344,8386.0,5100.0,5135.067309911598,5188.0,88.0,1974,121
16,21810.0,2.1006689013645286,0.03239968516705587,2.0682692161974727,21524,5681,11055.0,6808.0,6782.138194186429,6909.0,101.0,2583,163
17,22149.0,2.154086930858695,0.032624719155523854,2.121462211703171,21839,5655,11301.0,6858.0,6934.889764073994,6977.0,119.0,2630,152
18,16761.0,1.6160368598601769,0.025216076899203393,1.5908207829609735,16530,4335,8640.0,5348.0,5285.007808130543,5423.0,75.0,2016,153
19,16385.0,1.5834019285122594,0.024698733644176504,1.558703194868083,16124,4149,8408.0,5156.0,5141.135455629255,5245.0,89.0,1972,120
20,19070.0,1.8547474103690702,0.028342031182290294,1.8264053791867798,18801,4935,9626.0,5917.0,5896.275417611532,6005.0,88.0,2251,154
21,16358.0,1.5711203636970297,0.023942609952610546,1.5471777537444191,16099,4194,8338.0,4993.0,5096.780951770601,5065.0,72.0,1916,117
22,21260.0,2.052267863328418,0.031520787786476746,2.020747075541941,20964,5477,10745.0,6659.0,6590.043500273427,6768.0,109.0,2619,151
23,18364.0,1.765177201783563,0.027297307367234354,1.7378798944163285,18115,4745,9343.0,5717.0,5722.324028959635,5806.0,89.0,2122,137
24,17452.0,1.7102958233961578,0.02621048729676194,1.684085336099396,17164,4465,8968.0,5536.0,5488.930753314378,5636.0,100.0,2182,97
25,37271.0,3.6079805889495002,0.05466859427822721,3.5533119946712732,36735,9686,18538.0,11444.0,11386.304292960893,11634.0,190.0,4373,271
26,18035.0,1.744113991372202,0.026990311812882858,1.717123679559319,17755,4692,9124.0,5577.0,5585.26851923699,5668.0,91.0,2215,127
27,16413.0,1.5795040644226266,0.024276570744888468,1.5552274936777382,16197,4314,8401.0,5105.0,5131.938388544064,5179.0,74.0,1946,103
28,18676.0,1.7866785088928214,0.027933881127218292,1.7587446277656031,18409,4796,9695.0,6000.0,5929.9014837338045,6092.0,92.0,2332,120
29,17242.0,1.6441459117374477,0.02608903722467539,1.6180568745127724,16986,4447,8781.0,5434.0,5370.902998271311,5511.0,77.0,2037,120
30,28524.0,2.7421309107108414,0.04205670045157176,2.7000742102592694,28137,7341,14431.0,8798.0,8864.392361256378,8935.0,137.0,3359,209
31,18001.0,1.7296026519520105,0.026661560345708244,1.7029410916063021,17753,4731,9240.0,5626.0,5652.502805788378,5717.0,91.0,2096,108
32,18339.0,1.7781588610557892,0.027364480392247693,1.7507943806635415,18063,4769,9343.0,5731.0,5717.8155241204395,5824.0,93.0,2144,117
33,23651.0,2.259168942736929,0.034536413479715526,2.2246325292572133,23317,6078,11925.0,7250.0,7318.333698575532,7370.0,120.0,2753,158
34,20925.0,2.018818086067508,0.030832671187377484,1.9879854148801304,20606,5530,10525.0,6419.0,6455.308649139033,6512.0,93.0,2399,143
35,19951.0,1.900599397297177,0.029356697795479836,1.8712426995016973,19667,5104,10057.0,6173.0,6165.547594335466,6272.0,99.0,2363,132
36,21744.0,2.117923891480982,0.03209427645198574,2.0858296150289966,21471,5699,10984.0,6743.0,6737.19448215579,6848.0,105.0,2615,159
37,20009.0,1.9334272592998905,0.029490783454925708,1.9039364758449648,19725,5242,10178.0,6255.0,6236.942104567391,6345.0,90.0,2379,132
38,28125.0,2.6849323595801944,0.04177088663246368,2.643161472947731,27700,7317,14400.0,8771.0,8809.282711513126,8906.0,135.0,3372,178
39,17262.0,1.6645868938901471,0.025621388055436588,1.6389655058347106,17027,4364,8899.0,5379.0,5441.656903359466,5473.0,94.0,2110,90
40,16692.0,1.6213602589869942,0.02455845748007832,1.5968018015069159,16465,4383,8474.0,5175.0,5180.7665126704405,5246.0,71.0,2042,113
41,22719.0,2.1852545169382553,0.03364827847923474,2.1516062384590207,22377,5929,11349.0,7002.0,6969.589901209064,7122.0,120.0,2690,138
42,21562.0,2.0744921638309015,0.03152457907128323,2.0429675847596185,21218,5650,10905.0,6642.0,6689.435063065915,6756.0,114.0,2554,147
43,25659.0,2.4807949657540647,0.03731319495393918,2.4434817708001253,25324,6686,12792.0,7791.0,7850.948725859335,7883.0,92.0,3002,173
44,19029.0,1.834401855958863,0.028003449922226482,1.8063984060366365,18742,4921,9629.0,5911.0,5904.277658242675,6008.0,97.0,2303,139
45,17776.0,1.7008786476807833,0.026157625807349216,1.674721021873434,17555,4605,9102.0,5565.0,5572.850099708632,5642.0,77.0,2180,118
46,17281.0,1.6571299811375166,0.02617608196080497,1.6309538991767116,17046,4458,8924.0,5503.0,5460.050253033346,5580.0,77.0,2127,133
47,43699.0,4.220762158881102,0.06458633541455043,4.156175823466551,43091,11338,21939.0,13619.0,13487.567354815717,13812.0,193.0,5245,318
48,17932.0,1.7146707258339546,0.026786587332294297,1.6878841385016603,17673,4639,9118.0,5673.0,5571.90687526882,5755.0,82.0,2215,122
49,18959.0,1.8244953734295408,0.028057810736958812,1.796437562692582,18679,4967,9546.0,5780.0,5851.9351224269585,5869.0,89.0,2203,135
50,17721.0,1.7098992039307608,0.026149616431498154,1.6837495874992627,17486,4614,9059.0,5548.0,5542.8666750864195,5612.0,64.0,2111,127
51,20767.0,2.008410262246352,0.03068042755285669,1.9777298346934955,20493,5407,10566.0,6476.0,6477.82970346654,6561.0,85.0,2443,155
52,18085.0,1.7203178809592319,0.026594642710840884,1.693723238248391,17814,4708,9174.0,5635.0,5612.607248773084,5735.0,100.0,2188,135
53,32496.0,3.101908901942579,0.04754485846240202,3.0543640434801773,32012,8542,16267.0,9987.0,9998.021498922015,10136.0,149.0,3834,207
54,16422.0,1.5832486453649286,0.024798211916762253,1.5584504334481664,16161,4266,8407.0,5258.0,5140.063108085758,5345.0,87.0,2069,127
55,24980.0,2.4080974642317665,0.03693570975042702,2.3711617544813395,24603,6532,12651.0,7789.0,7760.106762562723,7914.0,125.0,3049,194
56,18587.0,1.8092700094620096,0.027493634658773344,1.7817763748032363,18329,4749,9478.0,5703.0,5800.794509298511,5792.0,89.0,2184,107
57,17748.0,1.7204806533077244,0.026332985670138108,1.6941476676375862,17515,4643,8972.0,5469.0,5495.324505808244,5548.0,79.0,2119,120
58,16907.0,1.623507694670642,0.025308718797627083,1.5981989758730148,16657,4368,8626.0,5299.0,5270.474433143299,5375.0,76.0,2056,114
59,17628.0,1.68302902420577,0.026231599636688346,1.6567974245690815,17397,4590,9082.0,5590.0,5556.357284459091,5671.0,81.0,2148,123
60,19876.0,1.8998538742336635,0.029102200032828186,1.8707516742008352,19587,5139,10042.0,6087.0,6158.045663208318,6164.0,77.0,2361,129
61,21899.0,2.123514654119259,0.03266685750238683,2.090847796616872,21606,5576,11099.0,6839.0,6808.461891402662,6925.0,86.0,2594,164
62,26043.0,2.4887879608094994,0.038202496688076244,2.4505854641214233,25636,6745,13208.0,8084.0,8112.827885220378,8233.0,149.0,3101,165
63,15816.0,1.529640046264966,0.023756905600884705,1.5058831406640814,15577,4183,8207.0,5068.0,5016.778563831472,5161.0,93.0,1916,117
64,17282.0,1.653477830654602,0.026124947512166038,1.627352883142436,17053,4445,8859.0,5535.0,5419.627192259622,5602.0,67.0,2112,125
65,17896.0,1.7189489524998047,0.02642666363257443,1.6925222888672302,17633,4722,9055.0,5554.0,5552.677210872776,5640.0,86.0,2148,149
66,19095.0,1.8117837490911672,0.028618255116123998,1.7831654939750432,18817,4883,9686.0,6002.0,5937.806524155119,6105.0,103.0,2275,134
67,16045.0,1.5505919838583386,0.0241638352097532,1.5264281486485853,15843,4103,8175.0,5085.0,5004.434991459061,5163.0,78.0,1939,102
68,24914.0,2.366299021755523,0.03731402881190568,2.3289849929436173,24555,6419,12508.0,7784.0,7675.921511285578,7915.0,131.0,3023,186
69,18035.0,1.7534384656605095,0.02711081663123248,1.7263276490292772,17792,4606,9210.0,5666.0,5635.677889500589,5745.0,79.0,2203,118
70,15628.0,1.505132016390223,0.02342878003534064,1.4817032363548825,15386,4012,8047.0,4906.0,4921.357287619053,4995.0,89.0,1869,113
71,17474.0,1.672525212195701,0.02605703005699242,1.6464681821387086,17232,4539,8896.0,5429.0,5446.48673768487,5502.0,73.0,2103,147
72,28531.0,2.769537880757039,0.04217103615440009,2.727366844602639,28137,7304,14410.0,8835.0,8843.350988055614,8965.0,130.0,3401,198
73,20575.0,2.0059982242889323,0.03060532001270861,1.9753929042762237,20269,5370,10383.0,6459.0,6355.66843366735,6559.0,100.0,2504,135
74,17826.0,1.6995615079395752,0.02639447471988736,1.6731670332196877,17580,4681,9078.0,5540.0,5549.465445387107,5615.0,75.0,2132,123
75,16504.0,1.581128987873309,0.024656466450751983,1.556472521422557,16258,4327,8452.0,5165.0,5157.736416946965,5238.0,73.0,1998,102
76,39790.0,3.8341259606913107,0.05848546201561782,3.775640498675693,39228,10304,20280.0,12376.0,12445.384254451401,12573.0,197.0,4927,296
77,19601.0,1.886435449023538,0.02852402544048364,1.8579114235830543,19269,5043,9986.0,5967.0,6113.307603336412,6068.0,101.0,2310,126
78,24784.0,2.383300300227405,0.03646338925874839,2.3468369109686567,24421,6481,12484.0,7607.0,7664.895958792706,7711.0,104.0,3028,146
79,16853.0,1.6226888133879087,0.02505834267306961,1.5976304707148392,16594,4339,8563.0,5311.0,5239.948171220648,5411.0,100.0,2068,113
80,17338.0,1.6690888865975853,0.02595743625437143,1.6431314503432137,17085,4457,8814.0,5380.0,5398.30263406617,5458.0,78.0,2094,113
81,17552.0,1.6834957374444908,0.026404387310030072,1.6570913501344606,17293,4489,9057.0,5626.0,5543.377456387929,5727.0,101.0,2182,118
82,19111.0,1.8202384024672305,0.0284578266576722,1.7917805758095582,18827,4965,9682.0,5904.0,5921.557656695255,6003.0,99.0,2269,130
83,18773.0,1.814717890531211,0.027781627323569952,1.7869362632076409,18531,4907,9543.0,5783.0,5844.774533880904,5865.0,82.0,2196,117
84,22522.0,2.1609950312013253,0.03312131324402744,2.1278737179572977,22168,5769,11339.0,6947.0,6954.147935916373,7070.0,123.0,2604,141
85,19955.0,1.8953594147916992,0.029490288189535214,1.865869126602164,19664,5218,10024.0,6217.0,6146.755047964378,6310.0,93.0,2375,126
86,20386.0,1.9799960920910828,0.030080714201096932,1.9499153778899858,20110,5338,10344.0,6306.0,6342.253100941976,6400.0,94.0,2417,155
87,17735.0,1.6893710896071663,0.026173687885960795,1.6631974017212054,17471,4636,8895.0,5415.0,5455.715406446602,5496.0,81.0,2065,109
88,19235.0,1.85493176769333,0.028088001187571498,1.8268437665057584,18939,4923,9758.0,5916.0,5985.031236358067,6017.0,101.0,2269,124
89,17606.0,1.7071883242524355,0.026204399805166173,1.6809839244472693,17344,4499,9018.0,5555.0,5514.225351784811,5644.0,89.0,2033,133
90,17338.0,1.691792751011733,0.02588368840023773,1.6659090626114952,17088,4590,8893.0,5520.0,5439.730058973401,5610.0,90.0,2123,128
91,18923.0,1.8232012166596434,0.028019422231767375,1.795181794427876,18644,4797,9583.0,5851.0,5869.74259186246,5954.0,103.0,2248,124
92,18357.0,1.7375675587545498,0.027040045956619883,1.71052751279793,18095,4816,9266.0,5713.0,5679.084239220911,5807.0,94.0,2132,129
93,17992.0,1.7229811912063826,0.026992648175730397,1.6959885430306523,17741,4626,9206.0,5611.0,5633.477303773448,5688.0,77.0,2144,130
94,21668.0,2.094357085434417,0.03232739318488907,2.062029692249528,21360,5663,10903.0,6734.0,6685.0710621896405,6836.0,102.0,2640,154
95,18298.0,1.7705797825773324,0.02726423554444308,1.7433155470328894,18032,4834,9353.0,5778.0,5728.900845486003,5875.0,97.0,2204,110
96,16639.0,1.6122876272183595,0.02476472792236971,1.5875228992959898,16394,4306,8506.0,5217.0,5211.791927116602,5300.0,83.0,2029,122
97,28440.0,2.7575962998783705,0.0416805909594196,2.715915708918951,28043,7449,14344.0,8743.0,8805.811313167727,8860.0,117.0,3341,208
98,20075.0,1.909283444545955,0.02947979406925515,1.8798036504767,19784,5321,10159.0,6126.0,6222.883243779475,6224.0,98.0,2394,161
99,34145.0,3.277913556711289,0.05030830948269004,3.227605247228599,33631,8854,17233.0,10552.0,10579.307443875758,10718.0,166.0,4041,254
100,17794.0,1.7249228905506127,0.026505055249424085,1.6984178353011885,17542,4585,9072.0,5590.0,5556.741987126792,5677.0,87.0,2175,138
101,17988.0,1.7360617794409503,0.026606803306558235,1.709454976134392,17739,4617,9186.0,5591.0,5628.197520342756,5663.0,72.0,2168,114
102,16166.0,1.5277766784307052,0.02425833038695272,1.5035183480437524,15950,4178,8191.0,5039.0,5005.310621324037,5107.0,68.0,1913,104
103,18681.0,1.7887544732150409,0.027602224740591826,1.761152248474449,18409,4972,9456.0,5785.0,5796.259626899341,5878.0,93.0,2238,115
104,19828.0,1.8968989448385614,0.029279005466696074,1.8676199393718653,19532,5095,10114.0,6166.0,6194.048240875701,6257.0,91.0,2277,154
105,16126.0,1.556713139100648,0.023987252812083155,1.5327258862885647,15912,4144,8251.0,5020.0,5035.741969571102,5100.0,80.0,1913,125
