face,encounters,encounter_share,encounter_share_se,escaped,conditional_escape,conditional_escape_se,escape_share
+Z,88040154.0,0.4432295614791856,7.33623777592903e-05,20088461.0,0.22817385121793404,5.590045417722848e-05,0.3844622298163636
-Z,88352183.0,0.4448004410217042,7.402921462567263e-05,20089466.0,0.22737939593411066,5.797783686956247e-05,0.38448146396978955
-Y,9505889.0,0.047856470275367914,2.1870621059368706e-05,5896184.0,0.6202664474621995,0.000168458616699346,0.11284388824248737
-X_SENSOR,1574724.0,0.007927794264998093,6.237353673681154e-06,0.0,0.0,0.0,0.0
+X_SENSOR,1575.0,7.929183760057e-06,1.9319782571019277e-07,0.0,0.0,0.0,0.0
+Y_SENSOR,1870849.0,0.009418606671948493,9.137117587403098e-06,0.0,0.0,0.0,0.0
OPEN_+Y_OR_+/-X_UNRESOLVED,9287934.0,0.04675919710303571,1.7943402644891872e-05,6176694.0,0.6650234594690272,0.000179902528297187,0.11821241797135948
