bin_low,bin_high,photons,probability,probability_se,uniform_probability,old_p_2mu_probability
0.0,0.05,1439826,0.007278702522868605,1.2906152744856822e-05,0.05,0.0025000000000000005
0.05,0.1,3809686,0.019258973722892352,1.8412405094500136e-05,0.05,0.0075000000000000015
0.1,0.15000000000000002,5832290,0.0294837736900857,1.2018578822295438e-05,0.05,0.012500000000000004
0.15000000000000002,0.2,7628081,0.038561973751929796,1.501908482479957e-05,0.05,0.0175
0.2,0.25,8862819,0.044803902009706596,1.771186397992957e-05,0.05,0.022499999999999992
0.25,0.30000000000000004,9667926,0.04887393154944207,1.6142663899289956e-05,0.05,0.027500000000000024
0.30000000000000004,0.35000000000000003,10047148,0.05079099939522849,1.5832837014143116e-05,0.05,0.0325
0.35000000000000003,0.4,10094269,0.05102920855493258,1.5414847605383743e-05,0.05,0.037500000000000006
0.4,0.45,10176232,0.051443553270809274,1.5824448980690486e-05,0.05,0.04249999999999998
0.45,0.5,10193005,0.05152834523693301,1.5042428336778763e-05,0.05,0.04749999999999999
0.5,0.55,10496846,0.05306434212353661,1.6229333586097903e-05,0.05,0.05250000000000005
0.55,0.6000000000000001,10655256,0.053865146711485165,1.5680180941744117e-05,0.05,0.05750000000000005
0.6000000000000001,0.65,10736377,0.05427523489391667,1.577106744109297e-05,0.05,0.062499999999999944
0.65,0.7000000000000001,10894805,0.05507613047664196,1.5712751684004224e-05,0.05,0.06750000000000006
0.7000000000000001,0.75,11051205,0.055866773981188105,1.637328331265694e-05,0.05,0.0724999999999999
0.75,0.8,11272873,0.0569873645461864,1.5467322939223194e-05,0.05,0.07750000000000012
0.8,0.8500000000000001,11493873,0.05810457819391464,1.732642132803692e-05,0.05,0.08250000000000002
0.8500000000000001,0.9,12401462,0.06269268143974281,1.813923398707261e-05,0.05,0.08749999999999991
0.9,0.9500000000000001,13497353,0.06823270126608919,1.7220180459528984e-05,0.05,0.09250000000000003
0.9500000000000001,1.0,17562220,0.08878168266246995,2.0665933292130346e-05,0.05,0.09749999999999992
