event_id,produced_scint,edep_total_MeV,edep_optical_MeV,edep_nonoptical_MeV,V2_encounters,V2_escaped,V5_incident,V5_matched,V5_expected_PDE_sum,SD_detected,SD_orphan,npe_left,npe_right
0,19484.0,1.8733920365554944,0.028798551863886235,1.844593484691608,19202,5030,9872.0,6048.0,6047.992303503181,6130.0,82.0,138,2234
1,15406.0,1.4775528801879512,0.023037986698157664,1.4545148934897936,15212,4070,7880.0,4845.0,4814.801241817314,4918.0,73.0,110,1849
2,38347.0,3.6774912618086835,0.05654878030697361,3.62094248150171,37801,9910,19296.0,11854.0,11845.44723771457,12039.0,185.0,276,4435
3,15613.0,1.4869283688295225,0.023269799266964042,1.4636585695625586,15365,4063,7994.0,4887.0,4889.590393498199,4983.0,96.0,111,1908
4,16119.0,1.528856301912789,0.02418068951997929,1.5046756123928098,15898,4192,8291.0,5078.0,5065.440526711967,5153.0,75.0,116,1920
5,15508.0,1.4999486586923323,0.02322246641458029,1.476726192277752,15279,4032,7951.0,4954.0,4863.775612297937,5039.0,85.0,102,1908
6,15628.0,1.5023696743622952,0.02335897570331241,1.4790106986589828,15389,4003,8018.0,4908.0,4898.250295317339,4997.0,89.0,122,1914
7,19470.0,1.8833060643783612,0.029063193058692895,1.8542428713196684,19194,5015,9966.0,6138.0,6101.083688772113,6216.0,78.0,147,2331
8,15826.0,1.532798327485198,0.02396469032395085,1.5088336371612472,15581,4181,8167.0,5049.0,4993.488851658037,5126.0,77.0,112,1960
9,17629.0,1.6854242829870754,0.026572673126276286,1.658851609860799,17349,4683,8872.0,5515.0,5428.119444821083,5614.0,99.0,134,2103
10,19856.0,1.9046077663924585,0.029500470075857824,1.8751072963166007,19551,5155,10123.0,6182.0,6197.486756438476,6284.0,102.0,146,2337
11,16696.0,1.6160755052204716,0.024663630783883513,1.5914118744365882,16439,4330,8508.0,5167.0,5207.647518901462,5259.0,92.0,129,1986
12,18460.0,1.780408669055881,0.027766766482718124,1.7526419025731628,18233,4763,9572.0,5889.0,5856.600885475565,5963.0,74.0,144,2247
13,22497.0,2.153318701101814,0.03351322246407023,2.1198054786377436,22128,5855,11349.0,7072.0,6955.141917779765,7191.0,119.0,145,2744
14,17699.0,1.6996211469366655,0.02672713097458356,1.672894015962082,17444,4550,9128.0,5626.0,5589.139438458465,5702.0,76.0,139,2178
15,18022.0,1.7455433556104714,0.02705405000168905,1.7184893056087822,17771,4680,9340.0,5684.0,5712.420861893955,5777.0,93.0,133,2190
16,20694.0,2.0159249308798315,0.029946799638387544,1.985978131241444,20387,5284,10466.0,6290.0,6413.769059435928,6399.0,109.0,162,2408
17,21118.0,2.033863637766648,0.031328220936138615,2.0025354168305096,20830,5476,10709.0,6584.0,6567.863634082903,6676.0,92.0,140,2477
18,17698.0,1.7011601066920423,0.02638192873091286,1.6747781779611295,17444,4608,9059.0,5539.0,5543.188863410473,5617.0,78.0,125,2171
19,17294.0,1.6372296035757135,0.02608525579302187,1.6111443477826917,17041,4508,8806.0,5434.0,5392.369402221566,5526.0,92.0,124,2134
20,17762.0,1.7257177700509907,0.026605522933386052,1.6991122471176046,17492,4621,9061.0,5611.0,5539.850423067553,5696.0,85.0,126,2166
21,19155.0,1.8467367327296649,0.028314738678494034,1.8184219940511708,18909,4999,9722.0,5860.0,5955.554907325142,5935.0,75.0,127,2229
22,18575.0,1.7889292984041576,0.027945753597885845,1.7609835448062718,18294,4709,9492.0,5868.0,5814.992156496291,5958.0,90.0,135,2233
23,19278.0,1.8360657189000407,0.02836268234479467,1.807703036555246,19003,5064,9775.0,5963.0,5987.709431437926,6057.0,94.0,154,2300
24,18513.0,1.7690851140352282,0.02744481186644411,1.741640302168784,18242,4821,9479.0,5793.0,5804.537196521355,5884.0,91.0,132,2199
25,17160.0,1.654030950175036,0.025554635726911436,1.6284763144481247,16894,4468,8649.0,5289.0,5294.972379050935,5377.0,88.0,131,2008
26,16798.0,1.626931506042017,0.024804959063957976,1.602126546978059,16544,4381,8460.0,5151.0,5166.555881773164,5223.0,72.0,104,1942
27,17097.0,1.62730510685729,0.025183186471135845,1.602121920386154,16842,4479,8693.0,5299.0,5308.803524413238,5385.0,86.0,112,2077
28,16743.0,1.6115702027912104,0.025277371848113992,1.5862928309430964,16490,4274,8604.0,5351.0,5265.217600246692,5429.0,78.0,142,2030
29,16400.0,1.5908133607781612,0.02452857730795708,1.566284783470204,16133,4185,8386.0,5095.0,5123.373680966564,5179.0,84.0,121,1958
30,20661.0,1.9837409921069444,0.030226986951432878,1.9535140051555115,20384,5366,10523.0,6455.0,6449.168893821023,6556.0,101.0,139,2500
31,16180.0,1.562885059367276,0.023948772721541195,1.5389362866457348,15954,4221,8268.0,5021.0,5059.759676998087,5097.0,76.0,137,1906
32,21268.0,2.0489718266797574,0.03160864722160064,2.017363179458157,20928,5507,10699.0,6546.0,6562.796397499636,6657.0,111.0,143,2533
