face,encounters,encounter_share,encounter_share_se,escaped,conditional_escape,conditional_escape_se,escape_share
+Z,82683583.0,0.4478717334906428,7.269108627094384e-05,18709552.0,0.22627892165727748,5.5528288098449734e-05,0.3941817548384862
-Z,82974824.0,0.44944929709880854,7.476228358600712e-05,18730437.0,0.2257363872202971,5.566354382727635e-05,0.3946217699681805
-Y,9440302.0,0.05113523468637277,2.4777118016671356e-05,5463765.0,0.5787701495142846,0.00017103909680690963,0.11511320397864692
-X_SENSOR,6202.0,3.359434110528286e-05,4.176716303465375e-07,0.0,0.0,0.0,0.0
+X_SENSOR,6266.0,3.394100957202554e-05,4.313460849233192e-07,0.0,0.0,0.0,0.0
+Y_SENSOR,1744983.0,0.009452040329719412,7.640720802993772e-06,0.0,0.0,0.0,0.0
OPEN_+Y_OR_+/-X_UNRESOLVED,7758266.0,0.042024159043779166,1.9385352760740505e-05,4560523.0,0.5878276150882169,0.00018123809363866823,0.09608327121468636
