bin_low,bin_high,photons,probability,probability_se,uniform_probability,old_p_2mu_probability
0.0,0.05,1681764,0.009109602301609952,1.220042446513254e-05,0.05,0.0025000000000000005
0.05,0.1,4144732,0.022450748242176913,1.5444516308693732e-05,0.05,0.0075000000000000015
0.1,0.15000000000000002,5916785,0.03204941849993889,1.3714466499716527e-05,0.05,0.012500000000000004
0.15000000000000002,0.2,7290675,0.039491361308893594,1.4915433433432542e-05,0.05,0.0175
0.2,0.25,8369146,0.04533310955883805,1.6936312539293482e-05,0.05,0.022499999999999992
0.25,0.30000000000000004,9173388,0.04968944301243284,1.710008277241379e-05,0.05,0.027500000000000024
0.30000000000000004,0.35000000000000003,9526438,0.05160180710905008,1.5454598642955538e-05,0.05,0.0325
0.35000000000000003,0.4,9606026,0.052032911014223776,1.626012053695113e-05,0.05,0.037500000000000006
0.4,0.45,9703979,0.05256349251926824,1.6018082347909428e-05,0.05,0.04249999999999998
0.45,0.5,9779443,0.052972257975116205,1.63714542918678e-05,0.05,0.04749999999999999
0.5,0.55,9840651,0.05330380302999723,1.6218075563110954e-05,0.05,0.05250000000000005
0.55,0.6000000000000001,9964172,0.0539728785875054,1.6870130185249492e-05,0.05,0.05750000000000005
0.6000000000000001,0.65,10062903,0.054507674281098706,1.740934012694022e-05,0.05,0.062499999999999944
0.65,0.7000000000000001,10213735,0.055324685190094515,1.648967453138744e-05,0.05,0.06750000000000006
0.7000000000000001,0.75,10299091,0.055787032590833396,1.6915170628002372e-05,0.05,0.0724999999999999
0.75,0.8,10509570,0.05692713309413859,1.7430509994746315e-05,0.05,0.07750000000000012
0.8,0.8500000000000001,10754875,0.05825587541029974,1.7252991806918637e-05,0.05,0.08250000000000002
0.8500000000000001,0.9,11154041,0.06041803580398424,1.7617736135530605e-05,0.05,0.08749999999999991
0.9,0.9500000000000001,11912952,0.06452882506592415,1.8667695921318408e-05,0.05,0.09250000000000003
0.9500000000000001,1.0,14710060,0.07967990540457548,1.909745122054665e-05,0.05,0.09749999999999992
