bin_low,bin_high,photons,probability,probability_se,uniform_probability,old_p_2mu_probability
0.0,0.05,1670703,0.00909228754882708,1.2228184210445314e-05,0.05,0.0025000000000000005
0.05,0.1,4122977,0.022438035031481018,1.5256735308535686e-05,0.05,0.0075000000000000015
0.1,0.15000000000000002,5890148,0.032055320018668024,1.3633482704156399e-05,0.05,0.012500000000000004
0.15000000000000002,0.2,7264587,0.03953528181099278,1.716541226139642e-05,0.05,0.0175
0.2,0.25,8333302,0.045351434704561974,1.683763274795803e-05,0.05,0.022499999999999992
0.25,0.30000000000000004,9115164,0.049606478316443346,1.6863095399574732e-05,0.05,0.027500000000000024
0.30000000000000004,0.35000000000000003,9475054,0.05156506902104337,1.6725486298167157e-05,0.05,0.0325
0.35000000000000003,0.4,9574252,0.05210492364527553,1.7155645415666547e-05,0.05,0.037500000000000006
0.4,0.45,9645165,0.05249084585104758,1.596864285827409e-05,0.05,0.04249999999999998
0.45,0.5,9731872,0.05296272204717349,1.5782630654236965e-05,0.05,0.04749999999999999
0.5,0.55,9800684,0.05333721020623581,1.6420764379705617e-05,0.05,0.05250000000000005
0.55,0.6000000000000001,9904357,0.053901418642474656,1.6851944029167116e-05,0.05,0.05750000000000005
0.6000000000000001,0.65,10031974,0.05459593493897898,1.6682597503384484e-05,0.05,0.062499999999999944
0.65,0.7000000000000001,10148322,0.05522912316676748,1.7170823330795058e-05,0.05,0.06750000000000006
0.7000000000000001,0.75,10265182,0.05586509779718111,1.63828744593801e-05,0.05,0.0724999999999999
0.75,0.8,10447550,0.0568575795822168,1.6151956633499746e-05,0.05,0.07750000000000012
0.8,0.8500000000000001,10719616,0.05833821516152635,1.6903408797814353e-05,0.05,0.08250000000000002
0.8500000000000001,0.9,11087938,0.06034269443435885,1.7375472852965065e-05,0.05,0.08749999999999991
0.9,0.9500000000000001,11872125,0.06461039114409844,1.8199970981682624e-05,0.05,0.09250000000000003
0.9500000000000001,1.0,14648496,0.07971993693064733,1.9881365894270382e-05,0.05,0.09749999999999992
