cell_id,material,x_mm,face,outcome,count,secant_q10,secant_median,secant_q90,fixed_distance_mm,path_q10_mm,path_median_mm,path_q90_mm,absolute_path_status
EJ230_xm650,EJ-230,-650,+Z,NON_ESCAPE,62982523,1.3684570646595964,2.182214948172395,5.89101620029455,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ230_xm650,EJ-230,-650,+Z,ESCAPE,18642560,1.0217113665389528,1.1188811188811187,1.2426219322771048,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ230_xm650,EJ-230,-650,-Z,NON_ESCAPE,63221132,1.3693940431359124,2.1893814997263275,5.961251862891207,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ230_xm650,EJ-230,-650,-Z,ESCAPE,18650059,1.0217113665389528,1.1188811188811187,1.2426219322771048,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ230_xm650,EJ-230,-650,-Y,NON_ESCAPE,3318102,1.2303906490310674,1.5238095238095237,2.6613439787092483,30.0,36.91171947093202,45.71428571428571,79.84031936127745,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xm650,EJ-230,-650,-Y,ESCAPE,5438529,1.007302946361118,1.0590415673815197,1.2066365007541477,30.0,30.21908839083354,31.77124702144559,36.199095022624434,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xm650,EJ-230,-650,-X_SENSOR,NON_ESCAPE,1449864,1.0037641154328734,1.0370754472387866,1.139925904816187,50.0,50.188205771643666,51.853772361939335,56.996295240809346,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xm650,EJ-230,-650,-X_SENSOR,ESCAPE,0,nan,nan,nan,50.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xm650,EJ-230,-650,+X_SENSOR,NON_ESCAPE,1130,1.000250062515629,1.000250062515629,1.3788348845225784,1350.0,1350.3375843960991,1350.3375843960991,1861.4270941054808,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xm650,EJ-230,-650,+X_SENSOR,ESCAPE,0,nan,nan,nan,1350.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xm650,EJ-230,-650,+Y_SENSOR,NON_ESCAPE,1726389,1.0042681395932713,1.1908306043465318,1.810774105930285,30.0,30.12804418779814,35.724918130395956,54.32322317790855,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xm650,EJ-230,-650,+Y_SENSOR,ESCAPE,0,nan,nan,nan,30.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xm650,EJ-230,-650,OPEN_+Y_OR_+/-X_UNRESOLVED,NON_ESCAPE,2853177,1.1544011544011545,1.4853323431117713,2.6092628832354863,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ230_xm650,EJ-230,-650,OPEN_+Y_OR_+/-X_UNRESOLVED,ESCAPE,5697078,1.008827238335435,1.053463260468791,1.1665208515602217,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
