cell_id,material,opsc_code,x_mm,scope,coordinate_definition,local_half_width_mm,tau_config_ns,tau_rise_config_ns,cut_multiplier,cut_ns,tail_photons,contributing_events,tau_fit_ns,se_event_ns,se_iid_photon_ns,relative_difference,is_gate_cut,gate_tolerance_relative,minimum_contributing_events,cut_pass
EJ204_xm200,EJ-204,OPSC-101,-200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,8.0,14.4,82258,9995,2.4610827737069583,0.009347989124125442,0.00929336101410559,0.3672682076149768,False,,,
EJ204_xm200,EJ-204,OPSC-101,-200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,12.0,21.6,4662,3699,3.04561755445891,0.0531136460251726,0.052888609638322925,0.6920097524771721,False,,,
EJ204_xm200,EJ-204,OPSC-101,-200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,20.0,36.0,79,78,5.861965964043537,0.6834321795457894,0.6850678020426365,2.2566477578019652,False,,,
EJ204_xm200,EJ-204,OPSC-101,-200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,3.0,5.4,3747035,10000,1.8014329993259133,0.0009361467047855082,0.0009305604489127309,0.0007961107366184618,True,0.03,200,True
EJ204_xm200,EJ-204,OPSC-101,-200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,4.0,7.2,1378570,10000,1.8034630276190964,0.0015514702135152705,0.0015331580589321712,0.0019239042328312984,True,0.03,200,True
EJ204_xm200,EJ-204,OPSC-101,-200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,5.0,9.0,507943,10000,1.8023055411674118,0.0025313060166800828,0.0025217770679943083,0.0012808562041176517,True,0.03,200,True
EJ204_xm200,EJ-204,OPSC-101,-200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,8.0,14.4,25400,9165,1.7826677200844445,0.011124865738498059,0.011137760575207606,-0.009629044397530848,False,,,
EJ204_xm200,EJ-204,OPSC-101,-200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,12.0,21.6,451,442,1.6933440808530797,0.0842616382239315,0.08450704759142577,-0.05925328841495572,False,,,
EJ204_xm200,EJ-204,OPSC-101,-200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,20.0,36.0,1,1,,,,,False,,,
EJ204_xp0,EJ-204,OPSC-101,0,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,3.0,5.4,5002798,10000,2.1244204155939035,0.0010004090425014668,0.0009822514420948978,0.18023356421883524,False,,,
EJ204_xp0,EJ-204,OPSC-101,0,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,4.0,7.2,2115020,10000,2.177498384072786,0.0015748619896317486,0.0015548586824073929,0.20972132448488107,False,,,
EJ204_xp0,EJ-204,OPSC-101,0,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,5.0,9.0,911819,10000,2.23113692710789,0.0024816111757740515,0.00245084797417424,0.23952051505993874,False,,,
EJ204_xp0,EJ-204,OPSC-101,0,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,8.0,14.4,81277,9993,2.4994949728730194,0.009873305905341995,0.009583933987607375,0.3886083182627885,False,,,
EJ204_xp0,EJ-204,OPSC-101,0,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,12.0,21.6,4908,3764,3.1392919498925367,0.051022671684656566,0.05113144384063502,0.7440510832736315,False,,,
EJ204_xp0,EJ-204,OPSC-101,0,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,20.0,36.0,83,82,5.404350723495793,0.6647607013786908,0.6705787972467081,2.002417068608774,False,,,
EJ204_xp0,EJ-204,OPSC-101,0,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,3.0,5.4,3700285,10000,1.8008236592844853,0.0009360597301487694,0.0009360241988267616,0.0004575884913806918,True,0.03,200,True
EJ204_xp0,EJ-204,OPSC-101,0,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,4.0,7.2,1362738,10000,1.799687813162732,0.0015273043793748544,0.0015418723490515816,-0.00017343713181553846,True,0.03,200,True
EJ204_xp0,EJ-204,OPSC-101,0,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,5.0,9.0,501081,10000,1.8005721107548844,0.002529769079225297,0.0025426794315289397,0.0003178393082691065,True,0.03,200,True
EJ204_xp0,EJ-204,OPSC-101,0,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,8.0,14.4,24915,9145,1.799743636576461,0.011452066201783104,0.011451093755544263,-0.00014242412418837466,False,,,
EJ204_xp0,EJ-204,OPSC-101,0,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,12.0,21.6,463,456,1.7878429829079263,0.0805719294497146,0.08058128862989924,-0.006753898384485405,False,,,
EJ204_xp0,EJ-204,OPSC-101,0,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,20.0,36.0,0,0,,,,,False,,,
EJ204_xp200,EJ-204,OPSC-101,200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,3.0,5.4,5049088,10000,2.11778930998595,0.0009843615134476117,0.0009767790360419894,0.17654961665886104,False,,,
EJ204_xp200,EJ-204,OPSC-101,200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,4.0,7.2,2124322,10000,2.17843899355824,0.0015685234204639781,0.0015518061034472009,0.2102438853101333,False,,,
EJ204_xp200,EJ-204,OPSC-101,200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,5.0,9.0,915867,10000,2.234587367224055,0.002456478351685215,0.0024428990550694986,0.24143742623558612,False,,,
EJ204_xp200,EJ-204,OPSC-101,200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,8.0,14.4,82123,9985,2.485842399881171,0.009334716326906868,0.009402600481237559,0.3810235554895395,False,,,
EJ204_xp200,EJ-204,OPSC-101,200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,12.0,21.6,4862,3778,3.0559285390033866,0.05117632152141708,0.0501869226142822,0.6977380772241036,False,,,
EJ204_xp200,EJ-204,OPSC-101,200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,20.0,36.0,79,76,4.977591203952283,0.4843715536172239,0.4962237878740014,1.7653284466401573,False,,,
EJ204_xp200,EJ-204,OPSC-101,200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,3.0,5.4,3743124,10000,1.8005960455103336,0.0009291415211417138,0.0009313025022035252,0.0003311363946297459,True,0.03,200,True
EJ204_xp200,EJ-204,OPSC-101,200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,4.0,7.2,1377129,10000,1.8018001203032727,0.0015448569768354156,0.0015362438784769397,0.0010000668351515004,True,0.03,200,True
EJ204_xp200,EJ-204,OPSC-101,200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,5.0,9.0,506573,10000,1.804660606482154,0.0025106795175995696,0.0025339872670788652,0.0025892258234188554,True,0.03,200,True
EJ204_xp200,EJ-204,OPSC-101,200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,8.0,14.4,25266,9173,1.813019523546992,0.011288436374286132,0.01139993363444465,0.007233068637217707,False,,,
EJ204_xp200,EJ-204,OPSC-101,200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,12.0,21.6,477,467,1.7315366946721904,0.07397963029338607,0.07415658049150747,-0.038035169626560915,False,,,
EJ204_xp200,EJ-204,OPSC-101,200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,20.0,36.0,0,0,,,,,False,,,
EJ204_xp500,EJ-204,OPSC-101,500,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,3.0,5.4,5146896,10000,2.0961334289668927,0.0009923370465207554,0.000964085460301803,0.1645185716482737,False,,,
EJ204_xp500,EJ-204,OPSC-101,500,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,4.0,7.2,2135663,10000,2.174283617250637,0.0015977056571192358,0.0015505003812523665,0.2079353429170204,False,,,
EJ204_xp500,EJ-204,OPSC-101,500,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,5.0,9.0,916088,10000,2.2450151609795754,0.0025031564132194624,0.002449034709452456,0.247230644988653,False,,,
EJ204_xp500,EJ-204,OPSC-101,500,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,8.0,14.4,83398,9995,2.473719363984848,0.009430366398653797,0.009233208385810463,0.37428853554713776,False,,,
EJ204_xp500,EJ-204,OPSC-101,500,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,12.0,21.6,4772,3695,3.08340402822665,0.05052059749685281,0.04990077675546096,0.7130022379036945,False,,,
EJ204_xp500,EJ-204,OPSC-101,500,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,20.0,36.0,71,69,5.106902888623249,0.5927749508846784,0.5942392611651025,1.8371682714573603,False,,,
EJ204_xp500,EJ-204,OPSC-101,500,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,3.0,5.4,3870028,10000,1.800504988238899,0.0009248522019247145,0.0009154926360576718,0.00028054902161055314,True,0.03,200,True
EJ204_xp500,EJ-204,OPSC-101,500,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,4.0,7.2,1424050,10000,1.8007776279927603,0.0015267446597413698,0.0015096716240247331,0.000432015551533481,True,0.03,200,True
EJ204_xp500,EJ-204,OPSC-101,500,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,5.0,9.0,523953,10000,1.8017425690161764,0.00253335880492056,0.002489743473803953,0.0009680938978757276,True,0.03,200,True
EJ204_xp500,EJ-204,OPSC-101,500,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,8.0,14.4,25931,9167,1.8184716129839025,0.011449970911720009,0.011346762067427917,0.010262007213279127,False,,,
EJ204_xp500,EJ-204,OPSC-101,500,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,12.0,21.6,481,472,1.9728616855041898,0.09124489998392274,0.09106840403067507,0.09603426972454988,False,,,
EJ204_xp500,EJ-204,OPSC-101,500,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,20.0,36.0,1,1,,,,,False,,,
EJ204_xp650,EJ-204,OPSC-101,650,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,3.0,5.4,5500067,10000,2.0648981635271406,0.0009383039032331866,0.0009207281357897257,0.14716564640396698,False,,,
EJ204_xp650,EJ-204,OPSC-101,650,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,4.0,7.2,2249350,10000,2.1472431623094503,0.0015187167264440954,0.0014956309746458213,0.1929128679496946,False,,,
EJ204_xp650,EJ-204,OPSC-101,650,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,5.0,9.0,952522,10000,2.2263884603506607,0.002410551391635687,0.0023817670199414104,0.23688247797258927,False,,,
EJ204_xp650,EJ-204,OPSC-101,650,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,8.0,14.4,85869,9995,2.4334517297590113,0.00908580100926474,0.008950971173041824,0.3519176276438951,False,,,
EJ204_xp650,EJ-204,OPSC-101,650,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,12.0,21.6,4773,3702,3.022195928136247,0.04927258318229652,0.048549578618081575,0.6789977378534705,False,,,
EJ204_xp650,EJ-204,OPSC-101,650,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.8,0.7,20.0,36.0,69,67,4.226788964744481,0.4858477014094206,0.48571255695251453,1.3482160915247117,False,,,
EJ204_xp650,EJ-204,OPSC-101,650,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,3.0,5.4,4230165,10000,1.7996177331011323,0.0008792359752285903,0.0008745655304460658,-0.00021237049937098776,True,0.03,200,True
EJ204_xp650,EJ-204,OPSC-101,650,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,4.0,7.2,1555770,10000,1.799404740577955,0.001442184095030724,0.001441258885434784,-0.0003306996789139334,True,0.03,200,True
EJ204_xp650,EJ-204,OPSC-101,650,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,5.0,9.0,572418,10000,1.7972334236346192,0.0023995826074871968,0.002374827216984452,-0.001536986869656001,True,0.03,200,True
EJ204_xp650,EJ-204,OPSC-101,650,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,8.0,14.4,28272,9351,1.7924931559374566,0.010864598323436203,0.010837820339431746,-0.004170468923635237,False,,,
EJ204_xp650,EJ-204,OPSC-101,650,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,12.0,21.6,556,543,1.8272544741619872,0.07852469768581813,0.07839478494013631,0.015141374534437289,False,,,
EJ204_xp650,EJ-204,OPSC-101,650,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.8,0.7,20.0,36.0,0,0,,,,,False,,,
EJ230_xm650,EJ-230,OPSC-106,-650,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,3.0,4.5,4685563,10000,1.7419163520085534,0.0008605421726131497,0.0008527284405862726,0.16127756800570228,False,,,
EJ230_xm650,EJ-230,OPSC-106,-650,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,4.0,6.0,1925185,10000,1.8288604239949082,0.0014082590805558947,0.0013974695684418747,0.21924028266327214,False,,,
EJ230_xm650,EJ-230,OPSC-106,-650,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,5.0,7.5,822825,10000,1.92346359077121,0.002271516113066223,0.002236182132183007,0.28230906051414006,False,,,
EJ230_xm650,EJ-230,OPSC-106,-650,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,8.0,12.0,81328,9996,2.1382148490596062,0.008103803023007464,0.007971513246320118,0.4254765660397375,False,,,
EJ230_xm650,EJ-230,OPSC-106,-650,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,12.0,18.0,5088,3892,2.5272673772624645,0.0406427663287574,0.0400754547678933,0.6848449181749764,False,,,
EJ230_xm650,EJ-230,OPSC-106,-650,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,20.0,30.0,70,69,4.4302093125235,0.5681945014677231,0.5709948081004295,1.9534728750156667,False,,,
EJ230_xm650,EJ-230,OPSC-106,-650,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,3.0,4.5,3588704,10000,1.4998510007045802,0.0007892560634999133,0.000791491947127029,-9.93328636131885e-05,True,0.03,200,True
EJ230_xm650,EJ-230,OPSC-106,-650,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,4.0,6.0,1320524,10000,1.4990309847134375,0.0013091982719284777,0.0013045283118376444,-0.0006460101910416386,True,0.03,200,True
EJ230_xm650,EJ-230,OPSC-106,-650,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,5.0,7.5,485515,10000,1.4990912917291257,0.002174145111336472,0.0021513363458813893,-0.0006058055139162022,True,0.03,200,True
EJ230_xm650,EJ-230,OPSC-106,-650,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,8.0,12.0,24107,9022,1.501341533123328,0.009657612814387968,0.00961685288342347,0.0008943554155519765,False,,,
EJ230_xm650,EJ-230,OPSC-106,-650,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,12.0,18.0,441,430,1.4727181770256028,0.07368744608929419,0.07384724697993007,-0.018187881982931458,False,,,
EJ230_xm650,EJ-230,OPSC-106,-650,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,20.0,30.0,0,0,,,,,False,,,
EJ230_xm500,EJ-230,OPSC-106,-500,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,3.0,4.5,4336510,10000,1.7772847297151244,0.0009126988145059062,0.0009010226425683546,0.1848564864767496,False,,,
EJ230_xm500,EJ-230,OPSC-106,-500,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,4.0,6.0,1814271,10000,1.8621991260689585,0.0014893480834580718,0.0014558869009189475,0.24146608404597236,False,,,
EJ230_xm500,EJ-230,OPSC-106,-500,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,5.0,7.5,790367,10000,1.9437474254550369,0.002344028966925025,0.002294516633670506,0.2958316169700246,False,,,
EJ230_xm500,EJ-230,OPSC-106,-500,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,8.0,12.0,79232,9991,2.14163520806966,0.00831054965879008,0.00816365220818021,0.4277568053797734,False,,,
EJ230_xm500,EJ-230,OPSC-106,-500,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,12.0,18.0,4910,3812,2.661463263101152,0.04233708437680277,0.04181815501478302,0.7743088420674346,False,,,
EJ230_xm500,EJ-230,OPSC-106,-500,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,20.0,30.0,72,72,4.2906332880434395,0.4765307084267278,0.4798508302600463,1.8604221920289596,False,,,
EJ230_xm500,EJ-230,OPSC-106,-500,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,3.0,4.5,3233930,10000,1.5011200928368509,0.000825069970296484,0.0008353746323605509,0.0007467285579005889,True,0.03,200,True
EJ230_xm500,EJ-230,OPSC-106,-500,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,4.0,6.0,1189704,10000,1.5030689367381405,0.0013621127751734902,0.001377946469104587,0.002045957825426973,True,0.03,200,True
EJ230_xm500,EJ-230,OPSC-106,-500,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,5.0,7.5,438520,10000,1.5029763093777029,0.0022538379386955252,0.002269846080556741,0.0019842062518019197,True,0.03,200,True
EJ230_xm500,EJ-230,OPSC-106,-500,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,8.0,12.0,21986,8863,1.5034030775050058,0.009833177187991404,0.009970498594621967,0.0022687183366705277,False,,,
EJ230_xm500,EJ-230,OPSC-106,-500,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,12.0,18.0,370,364,1.3954931346972113,0.07494376432870825,0.07546998422281284,-0.0696712435351925,False,,,
EJ230_xm500,EJ-230,OPSC-106,-500,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,20.0,30.0,0,0,,,,,False,,,
EJ230_xm200,EJ-230,OPSC-106,-200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,3.0,4.5,4211250,10000,1.8077209482395449,0.0009268287217465154,0.0009187903398769771,0.20514729882636326,False,,,
EJ230_xm200,EJ-230,OPSC-106,-200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,4.0,6.0,1800456,10000,1.8718418259210061,0.0014766303691947113,0.0014527802144703801,0.2478945506140041,False,,,
EJ230_xm200,EJ-230,OPSC-106,-200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,5.0,7.5,794309,10000,1.9257246292537622,0.0022840947457601225,0.0022617055557155223,0.28381641950250813,False,,,
EJ230_xm200,EJ-230,OPSC-106,-200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,8.0,12.0,76999,9992,2.137165533228996,0.008417429686419575,0.00827960740771911,0.42477702215266405,False,,,
EJ230_xm200,EJ-230,OPSC-106,-200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,12.0,18.0,4943,3852,2.5882759050056356,0.040014774781818634,0.039665602703600526,0.7255172700037571,False,,,
EJ230_xm200,EJ-230,OPSC-106,-200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,20.0,30.0,73,73,3.4479738014572354,0.4129508803171521,0.4157879150206226,1.2986492009714903,False,,,
EJ230_xm200,EJ-230,OPSC-106,-200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,3.0,4.5,3093743,10000,1.500863139784133,0.0008398978721108762,0.000852158675946684,0.000575426522755329,True,0.03,200,True
EJ230_xm200,EJ-230,OPSC-106,-200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,4.0,6.0,1139968,10000,1.4979050071180713,0.0013993152502788989,0.0014025289295014145,-0.0013966619212858096,True,0.03,200,True
EJ230_xm200,EJ-230,OPSC-106,-200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,5.0,7.5,418814,10000,1.4968921630559024,0.0023214319637860827,0.0023147885508608235,-0.002071891296065035,True,0.03,200,True
EJ230_xm200,EJ-230,OPSC-106,-200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,8.0,12.0,20763,8695,1.496547904415193,0.010386052588459852,0.010404267257368595,-0.0023013970565379793,False,,,
EJ230_xm200,EJ-230,OPSC-106,-200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,12.0,18.0,385,383,1.5067770967046972,0.07793289737809703,0.07813474150135687,0.004518064469798115,False,,,
EJ230_xm200,EJ-230,OPSC-106,-200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,20.0,30.0,1,1,,,,,False,,,
EJ230_xp0,EJ-230,OPSC-106,0,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,3.0,4.5,4181423,10000,1.8160652996682116,0.0009491068001654505,0.0009244415528262451,0.21071019977880776,False,,,
EJ230_xp0,EJ-230,OPSC-106,0,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,4.0,6.0,1797383,10000,1.8762903964955318,0.0014850486787207475,0.0014547663326687516,0.2508602643303545,False,,,
EJ230_xp0,EJ-230,OPSC-106,0,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,5.0,7.5,796213,10000,1.9231458062493747,0.002315832677352898,0.0022591173759178773,0.2820972041662498,False,,,
EJ230_xp0,EJ-230,OPSC-106,0,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,8.0,12.0,76452,9987,2.1492095961123856,0.008562544680131148,0.008406371746676349,0.43280639740825705,False,,,
EJ230_xp0,EJ-230,OPSC-106,0,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,12.0,18.0,4940,3794,2.647065370444569,0.042341373898779976,0.041820029138673255,0.7647102469630459,False,,,
EJ230_xp0,EJ-230,OPSC-106,0,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,20.0,30.0,84,84,3.9133389807316314,0.38943465828718876,0.3917540370426686,1.6088926538210877,False,,,
EJ230_xp0,EJ-230,OPSC-106,0,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,3.0,4.5,3052078,10000,1.50073624181265,0.0008634682341818871,0.0008588488436007457,0.0004908278750999825,True,0.03,200,True
EJ230_xp0,EJ-230,OPSC-106,0,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,4.0,6.0,1123280,10000,1.5009220773870395,0.0014198098094880063,0.0014150146395978164,0.0006147182580263552,True,0.03,200,True
EJ230_xp0,EJ-230,OPSC-106,0,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,5.0,7.5,413932,10000,1.4980578880942075,0.0023356020831054422,0.002330465766595469,-0.0012947412705283472,True,0.03,200,True
EJ230_xp0,EJ-230,OPSC-106,0,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,8.0,12.0,20352,8629,1.519237494775438,0.010648819776110216,0.010503656252657412,0.012824996516958601,False,,,
EJ230_xp0,EJ-230,OPSC-106,0,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,12.0,18.0,356,347,1.5128620263564847,0.06933863259337239,0.06904717733268131,0.008574684237656468,False,,,
EJ230_xp0,EJ-230,OPSC-106,0,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,20.0,30.0,0,0,,,,,False,,,
EJ230_xp200,EJ-230,OPSC-106,200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,3.0,4.5,4206653,10000,1.8059016254924098,0.000928918040846316,0.0009198495441914198,0.2039344169949399,False,,,
EJ230_xp200,EJ-230,OPSC-106,200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,4.0,6.0,1795570,10000,1.8727066779452355,0.0014696647971444874,0.0014573914022215412,0.248471118630157,False,,,
EJ230_xp200,EJ-230,OPSC-106,200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,5.0,7.5,791655,10000,1.9305201715778797,0.0022767192151022385,0.002270205039360595,0.28701344771858645,False,,,
EJ230_xp200,EJ-230,OPSC-106,200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,8.0,12.0,76990,9983,2.150736559971102,0.008402739348679456,0.008241724423498312,0.4338243733140681,False,,,
EJ230_xp200,EJ-230,OPSC-106,200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,12.0,18.0,5030,3899,2.4962983687658453,0.03842096841616449,0.03797396718263431,0.6641989125105635,False,,,
EJ230_xp200,EJ-230,OPSC-106,200,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,20.0,30.0,56,55,3.3185110702364438,0.4455002757808269,0.45119220967909085,1.2123407134909625,False,,,
EJ230_xp200,EJ-230,OPSC-106,200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,3.0,4.5,3090196,10000,1.5002953781359551,0.0008379529192626637,0.0008538799071469952,0.00019691875730343256,True,0.03,200,True
EJ230_xp200,EJ-230,OPSC-106,200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,4.0,6.0,1137223,10000,1.500204706552021,0.001389492391528816,0.0014086239708694735,0.0001364710346806556,True,0.03,200,True
EJ230_xp200,EJ-230,OPSC-106,200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,5.0,7.5,418043,10000,1.5035197863187175,0.0022839511981018906,0.002324077229659932,0.002346524212478348,True,0.03,200,True
EJ230_xp200,EJ-230,OPSC-106,200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,8.0,12.0,21034,8773,1.4964837463652763,0.010244524700639357,0.010272793853458634,-0.0023441690898158285,False,,,
EJ230_xp200,EJ-230,OPSC-106,200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,12.0,18.0,378,372,1.505999510160015,0.07877463144215056,0.07893946864331416,0.003999673440009992,False,,,
EJ230_xp200,EJ-230,OPSC-106,200,local_gate,abs(x_creation_mm-gun_x_mm),0.1,1.5,0.5,20.0,30.0,0,0,,,,,False,,,
EJ230_xp500,EJ-230,OPSC-106,500,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,3.0,4.5,4343402,10000,1.7782028243218257,0.0009090706893013001,0.0009008378516564006,0.18546854954788383,False,,,
EJ230_xp500,EJ-230,OPSC-106,500,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,4.0,6.0,1818948,10000,1.861745937411943,0.0014725664933842772,0.0014552393639498374,0.24116395827462864,False,,,
EJ230_xp500,EJ-230,OPSC-106,500,full_pool_informational,abs(x_creation_mm-gun_x_mm),,1.5,0.5,5.0,7.5,791875,10000,1.9442796798246489,0.00230744425920839,0.0022970031455591786,0.2961864532164326,False,,,
