x_true_mm,threshold,efficiency,mean_dt,sigma_dt_core,rms68_dt,tail3_dt,mean_tplus,sigma_tplus_core,rho_ab,dt_rms,dt_skewness,dt_excess_kurtosis
-454.0,20,1.0,-122.70324002396141,101.88587536855414,101.88587536855414,0.0036666666666666666,782.4817427595118,65.71996672394971,0.3304220308343736,102.83131845222539,-0.09876810939843846,0.07512079681161232
-453.0,20,1.0,-110.69215446725785,99.60341085209895,99.60341085209895,0.0023333333333333335,771.927115759829,64.55679246872018,0.31672021604901973,100.09947418230745,-0.08600850903106354,0.021518846789781332
-452.0,20,1.0,-99.24673190138103,96.48471100608664,96.48471100608664,0.0033333333333333335,764.5280641903323,65.80842701960393,0.33366161880109635,96.8141536235941,0.022346501438427376,0.024854149373604528
-451.0,20,1.0,-94.13729433734369,100.48748230538672,100.48748230538672,0.001,762.4436176385858,62.605096213731315,0.2811132043262941,100.73970876802827,-0.01701316180895591,-0.09440739257267472
-450.0,20,1.0,-80.64417698127147,95.90090974161879,95.90090974161879,0.002,756.7945742576861,62.33751030524746,0.3133658438922337,97.0701562600532,0.05428398801399147,-0.06748738931132037
-449.0,20,1.0,-70.69232825020472,96.7703304897455,96.7703304897455,0.002,752.6938992124054,65.15223257808441,0.32212548136684765,98.63834445402541,0.017591944254152177,-0.04089773570643862
-448.0,20,1.0,-59.43423821791718,96.91610311323329,96.91610311323329,0.0036666666666666666,751.6131525210068,63.09520141613251,0.31570025941022134,97.87103372067284,-0.02379193963396246,0.0021092274241572007
-447.0,20,1.0,-52.779971289021994,95.55050780758313,95.55050780758313,0.0033333333333333335,747.5881941493509,64.32247333336187,0.32754315197103273,95.8908219497253,-0.006655323139502882,0.019505428059553243
-446.0,20,1.0,-42.35477732826069,96.86264027659344,96.86264027659344,0.0026666666666666666,744.73232805334,63.26256355083291,0.3343135664796338,97.38702495393758,0.04662654295751457,-0.051545074056124296
-445.0,20,1.0,-32.983825504737894,95.42393995787,95.42393995787,0.003,744.7102264683297,64.21377979141442,0.3174791984515374,95.3746361927319,0.013416463700865168,0.04820663263705782
-444.0,20,1.0,-20.706543983446295,96.32852342183531,96.32852342183531,0.004,741.3448208488035,62.74416020888674,0.3013023395841759,96.76074816113146,-0.005859329210733994,0.06343215040662598
-443.0,20,1.0,-10.637906322611668,95.4209947075902,95.4209947075902,0.0036666666666666666,741.0134704381517,64.75326221737168,0.3350017301293118,96.44031764257122,-0.016668867976502036,0.06678572467611943
