category,count,pct_of_generated
generated,1149513852.0,100.0
surface_bulk_absorbed,1032653203.0,89.83390684708338
escaped_to_world,53219720.0,4.629758911334981
entered_sipm,63640929.0,5.536334241581631
closure_check,1149513852.0,100.0
