replica,m1_lam,m1_chi2ndf,m1_ok,m2_ls,m2_ll,m2_As,m2_Al,m2_chi2ndf,m2_ok,m3_lam,m3_C,m3_chi2ndf,m3_ok,m4_lam,m4_chi2ndf,m4_ok
109,31.1414,2555.32,1,8.43104,39.0533,2314.01,372.602,101.11,1,19.531,12.505,1044.26,1,38.6059,65.9816,1
110,34.7365,1190.47,1,8.76382,39.8312,2539.63,351.91,35.1363,1,22.5292,10.9462,594.097,1,38.6459,63.0874,1
111,30.0291,2507.27,1,8.59974,38.5113,2320.51,379.571,97.7916,1,19.421,13.7515,1224.88,1,37.7346,91.1745,1
112,30.0505,2918.86,1,9.24714,38.9479,2029.01,375.923,52.8794,1,17.5877,14.0276,752.155,1,37.5539,74.9411,1
113,29.0129,2964.47,1,8.0388,38.1064,2316.91,397.599,101.369,1,18.7483,13.7325,1296.34,1,37.9834,101.473,1
114,29.8944,2310.27,1,9.49628,41.0915,2040.14,323.4,90.3538,1,21.0319,11.0823,926.688,1,40.9065,29.5584,1
115,30.2698,1558.41,1,9.70111,39.3703,1856.18,356.967,48.8834,1,20.8422,13.3303,675.247,1,38.3074,66.0847,1
116,29.4072,1852.72,1,10.1028,39.9754,1786.97,343.498,46.467,1,20.7234,12.6841,747.04,1,37.1037,129.314,1
117,28.1491,1443.45,1,8.29104,37.5795,2202.38,396.421,92.5849,1,21.7527,12.9374,673.963,1,37.6155,78.0427,1
118,25.2402,3229.71,1,7.60552,36.0084,2391.42,441.821,102.921,1,17.1819,18.895,1663.52,1,37.3195,82.4313,1
119,29.1191,2605.8,1,9.31867,38.7659,2004.82,373.075,47.1149,1,18.1272,15.1704,983.649,1,36.7561,90.4804,1
120,28.2416,2337.41,1,8.92019,38.4697,2112.74,378.068,84.2146,1,19.4824,14.5804,1008.48,1,37.4044,86.7538,1
