x_true_mm,method,mean_x_rec,bias,sigma_core,rms,rms68,median,mad_sigma,fraction_outside_2sigma,fraction_outside_3sigma,valid_fraction
-450.0,A_end,-499.1830231335524,-49.18302313355236,10.335370506975984,50.25080427565361,10.335370506975984,-499.34024017160954,10.17462947681283,0.046,0.0035,1.0
-450.0,x_top_centroid_raw,-472.6107467841888,-22.61074678418879,4.359184539212325,23.022648890273253,4.359184539212325,-472.67096824813973,4.389127798362206,0.0405,0.004,1.0
-450.0,local_R,-445.8581633887508,4.141836611249166,3.100510351327581,5.444052837536039,3.100510351327581,-445.7354802386177,3.1991297610614717,0.055,0.0105,1.0
-400.0,dt_end_pool,-392.72445469321156,7.275545306788446,19.84806414950922,21.13167751175756,19.84806414950922,-390.9780127942813,18.982178242482124,0.0445,0.006,1.0
-400.0,dt_end_weighted,-386.5955944995276,13.404405500472414,34.26095556219184,38.57994528174141,34.26095556219184,-382.9308172174118,34.22663480084489,0.0585,0.0095,1.0
-400.0,R_end,-372.05008815247066,27.94991184752933,20.59179797817818,35.00548392791129,20.59179797817818,-371.3977179897135,20.577986475198717,0.0545,0.006,1.0
-400.0,A_end,-472.5358475424781,-72.53584754247815,12.60254443841589,73.66401816538315,12.60254443841589,-472.7893117976957,12.633998538950918,0.0495,0.0055,1.0
-400.0,x_top_centroid_raw,-423.33452637854714,-23.334526378547096,4.0508530805395075,23.688201710878804,4.0508530805395075,-423.26311394613145,4.105739719167207,0.0485,0.0055,1.0
-400.0,local_R,-402.24969717796995,-2.2496971779699706,2.9126630325074037,3.7301635367637447,2.9126630325074037,-402.3065055966156,2.801411453468262,0.055,0.0055,1.0
-350.0,dt_end_pool,-342.09580361200324,7.904196387996742,18.32131608232841,20.408021128796857,18.32131608232841,-340.8339162043384,18.630649030721845,0.0515,0.009,1.0
-350.0,dt_end_weighted,-332.87380506572487,17.12619493427512,29.519001639409908,35.49941764150221,29.519001639409908,-330.22414444018887,30.060185210904773,0.055,0.0115,1.0
-350.0,R_end,-320.931496996374,29.068503003626013,19.670928533288354,35.49229932787832,19.670928533288354,-320.2666377164704,20.13566998964896,0.054,0.0045,1.0
-350.0,A_end,-437.9468786616403,-87.94687866164037,15.278288388333785,89.33807128168148,15.278288388333785,-438.1453794442389,15.68396393660551,0.0505,0.005,1.0
-350.0,x_top_centroid_raw,-373.10116936778724,-23.101169367787254,3.9430617281383906,23.462382164064362,3.9430617281383906,-373.21295784396096,4.094426768789814,0.055,0.004,1.0
-350.0,local_R,-345.8569059761929,4.143094023807149,3.051798338472691,5.35610757280791,3.051798338472691,-345.756450079821,2.981213587184021,0.045,0.011,1.0
-300.0,dt_end_pool,-291.4108463693227,8.589153630677254,17.764128900586797,19.961546748206423,17.764128900586797,-290.81098008448794,18.232771762939354,0.051,0.0025,1.0
-300.0,dt_end_weighted,-282.7588752247572,17.24112477524272,25.63018434595188,32.51899564345584,25.63018434595188,-280.80487135975653,26.204413588729544,0.0565,0.012,1.0
-300.0,R_end,-272.8226943239583,27.17730567604173,18.98997574835309,33.59598272197732,18.98997574835309,-272.3428655457236,19.541006388558923,0.059,0.0065,1.0
-300.0,A_end,-396.5398714859099,-96.53987148590988,18.096591731818208,98.34029625983231,18.096591731818208,-396.8299666222207,18.61968404500845,0.0515,0.0045,1.0
-300.0,x_top_centroid_raw,-321.1525389096108,-21.152538909610854,4.216535617818584,21.573170608321117,4.216535617818584,-321.1353782307492,4.187629294353311,0.05,0.004,1.0
-300.0,local_R,-302.22118054645523,-2.2211805464552006,3.0257043030902087,3.8253934385366444,3.0257043030902087,-302.17245925258055,3.0441107580491598,0.049,0.0025,1.0
-250.0,dt_end_pool,-243.71910243448278,6.280897565517225,17.43572311050847,18.336668226064685,17.43572311050847,-243.05005936131562,17.476918593135338,0.044,0.001,1.0
-250.0,dt_end_weighted,-234.55391051668028,15.446089483319723,22.73144694078988,27.838675137465632,22.73144694078988,-233.18180101933532,23.04274581334744,0.0485,0.006,1.0
-250.0,R_end,-229.20611037291633,20.79388962708368,18.830614321003782,28.154089250304807,18.830614321003782,-228.43884254396693,18.269673115282274,0.047,0.0035,1.0
-250.0,A_end,-350.90972869421637,-100.90972869421638,21.174679006721682,103.1306611524681,21.174679006721682,-350.7666683869321,20.690534245440244,0.0445,0.0045,1.0
-250.0,x_top_centroid_raw,-267.9471966809257,-17.947196680925668,4.217586635203068,18.46085859446048,4.217586635203068,-267.9273111417081,4.310566306813211,0.053,0.0045,1.0
-250.0,local_R,-245.71773025693642,4.282269743063576,2.970266398191106,5.402067120129744,2.970266398191106,-245.61412144356512,2.954870686034487,0.0505,0.0115,1.0
-200.0,dt_end_pool,-194.78155204848005,5.218447951519955,17.09062276168182,18.028964330691522,17.09062276168182,-194.1906680777834,17.452568262051507,0.0455,0.005,1.0
-200.0,dt_end_weighted,-186.3179134994909,13.682086500509092,19.783283774272903,24.7539684638871,19.783283774272903,-185.0289807592619,19.887012036807675,0.052,0.0085,1.0
-200.0,R_end,-183.0391258312965,16.960874168703505,17.864717593421396,25.258011744135896,17.864717593421396,-182.60641820679723,17.649114529626935,0.06,0.007,1.0
-200.0,A_end,-293.882492702401,-93.88249270240104,23.360213155830508,96.98700049399659,23.360213155830508,-293.9999845305331,23.192947874788725,0.062,0.0055,1.0
-200.0,x_top_centroid_raw,-214.38661867340224,-14.386618673402227,3.999339269464085,14.978218884380219,3.999339269464085,-214.41597070823076,4.11108452988307,0.055,0.0055,1.0
-200.0,local_R,-202.1915585080365,-2.191558508036502,2.8405809078192634,3.656216678057948,2.8405809078192634,-202.15042802021225,2.8166268070595146,0.055,0.0035,1.0
-150.0,dt_end_pool,-145.40771678292293,4.592283217077063,16.370532226352974,17.241238155888652,16.370532226352974,-144.70111605126533,16.215968690666884,0.049,0.004,1.0
-150.0,dt_end_weighted,-137.52318137916885,12.476818620831141,16.95860373292743,21.37538560366828,16.95860373292743,-136.6800186252974,16.77702989674272,0.0465,0.0065,1.0
-150.0,R_end,-135.08819986831105,14.911800131688938,17.92599681435623,23.794885820336283,17.92599681435623,-134.5801197240542,17.77531379218838,0.054,0.0075,1.0
