bin_low,bin_high,photons,probability,probability_se,uniform_probability,old_p_2mu_probability
0.0,0.05,1829469,0.009246759126592183,1.2747379023770389e-05,0.05,0.0025000000000000005
0.05,0.1,4472085,0.02260344000835543,1.5647093237814782e-05,0.05,0.0075000000000000015
0.1,0.15000000000000002,6366484,0.032178377458870915,1.2656114881570586e-05,0.05,0.012500000000000004
0.15000000000000002,0.2,7829591,0.03957341831795675,1.5293436744153193e-05,0.05,0.0175
0.2,0.25,8977890,0.04537731237590836,1.6972136376537578e-05,0.05,0.022499999999999992
0.25,0.30000000000000004,9839478,0.04973207143570238,1.640993544868743e-05,0.05,0.027500000000000024
0.30000000000000004,0.35000000000000003,10209140,0.05160046902661773,1.4910253928900132e-05,0.05,0.0325
0.35000000000000003,0.4,10297308,0.05204610011338301,1.6065866995085004e-05,0.05,0.037500000000000006
0.4,0.45,10388683,0.05250794046989758,1.5524137348379065e-05,0.05,0.04249999999999998
0.45,0.5,10480675,0.0529728993544556,1.5583408075968544e-05,0.05,0.04749999999999999
0.5,0.55,10541569,0.05328067836041563,1.456147224403343e-05,0.05,0.05250000000000005
0.55,0.6000000000000001,10659002,0.053874224719776244,1.537586626480649e-05,0.05,0.05750000000000005
0.6000000000000001,0.65,10775457,0.05446282793419928,1.6331222727391767e-05,0.05,0.062499999999999944
0.65,0.7000000000000001,10934941,0.0552689143628545,1.7941421090487203e-05,0.05,0.06750000000000006
0.7000000000000001,0.75,11020982,0.0557037948675316,1.5983504993949e-05,0.05,0.0724999999999999
0.75,0.8,11250877,0.056865762459990345,1.6400373566867932e-05,0.05,0.07750000000000012
0.8,0.8500000000000001,11513211,0.05819168780155964,1.6872546451765853e-05,0.05,0.08250000000000002
0.8500000000000001,0.9,11933636,0.060316658875569376,1.6369918850145654e-05,0.05,0.08749999999999991
0.9,0.9500000000000001,12765271,0.0645200252765543,1.7412143288206548e-05,0.05,0.09250000000000003
0.9500000000000001,1.0,15764003,0.07967663765380914,1.8821051314237125e-05,0.05,0.09749999999999992
