face,encounters,encounter_share,encounter_share_se,escaped,conditional_escape,conditional_escape_se,escape_share
+Z,88566370.0,0.44764458436116716,6.660549849636169e-05,20018612.0,0.22602949629752242,5.4005582306280264e-05,0.39383116900362913
-Z,88855699.0,0.44910695162256253,6.744970930203646e-05,20032262.0,0.22544712635708375,5.101585079614631e-05,0.39409970887327145
-Y,10164623.0,0.05137546495383022,2.0689975842596228e-05,5871778.0,0.5776680551752879,0.00016054879938675923,0.1155169596108757
-X_SENSOR,7517.0,3.799347698954912e-05,4.492112828392964e-07,0.0,0.0,0.0,0.0
+X_SENSOR,7494.0,3.787722715972876e-05,4.362439718709986e-07,0.0,0.0,0.0,0.0
+Y_SENSOR,1879673.0,0.009500507233387889,7.246625622579755e-06,0.0,0.0,0.0,0.0
OPEN_+Y_OR_+/-X_UNRESOLVED,8368376.0,0.0422966211249029,2.029196369659476e-05,4907789.0,0.5864685095411583,0.00017974303489807613,0.09655216251222373
