lower_cut_ns,upper_cut_ns,tau_increase_ns,se_paired_event_ns
6.300000000000001,8.4,0.07688727059654221,0.0012937985119063468
8.4,10.5,0.09702857686401423,0.0021293852305071413
10.5,16.8,0.6062749907537195,0.013031226647069794
16.8,25.200000000000003,2.061390912732457,0.08022772838898759
25.200000000000003,42.0,5.019162915838244,0.6858805179210615
