cell_id,material,x_mm,face,outcome,count,secant_q10,secant_median,secant_q90,fixed_distance_mm,path_q10_mm,path_median_mm,path_q90_mm,absolute_path_status
EJ204_xm650,EJ-204,-650,+Z,NON_ESCAPE,67951693,1.3684570646595964,2.184598580010923,5.89101620029455,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ204_xm650,EJ-204,-650,+Z,ESCAPE,20088461,1.0217113665389528,1.1188811188811187,1.2426219322771048,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ204_xm650,EJ-204,-650,-Z,NON_ESCAPE,68262717,1.3693940431359124,2.191780821917808,5.9790732436472345,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ204_xm650,EJ-204,-650,-Z,ESCAPE,20089466,1.0217113665389528,1.1188811188811187,1.2426219322771048,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ204_xm650,EJ-204,-650,-Y,NON_ESCAPE,3609705,1.2311480455524777,1.5249714067861226,2.6791694574681846,30.0,36.93444136657433,45.74914220358368,80.37508372404554,EVALUABLE_FIXED_SOURCE_PLANE
EJ204_xm650,EJ-204,-650,-Y,ESCAPE,5896184,1.007302946361118,1.0590415673815197,1.2066365007541477,30.0,30.21908839083354,31.77124702144559,36.199095022624434,EVALUABLE_FIXED_SOURCE_PLANE
EJ204_xm650,EJ-204,-650,-X_SENSOR,NON_ESCAPE,1574724,1.0037641154328734,1.0370754472387866,1.1392765593847907,50.0,50.188205771643666,51.853772361939335,56.96382796923953,EVALUABLE_FIXED_SOURCE_PLANE
EJ204_xm650,EJ-204,-650,-X_SENSOR,ESCAPE,0,nan,nan,nan,50.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ204_xm650,EJ-204,-650,+X_SENSOR,NON_ESCAPE,1575,1.000250062515629,1.000250062515629,1.2982797792924374,1350.0,1350.3375843960991,1350.3375843960991,1752.6777020447905,EVALUABLE_FIXED_SOURCE_PLANE
EJ204_xm650,EJ-204,-650,+X_SENSOR,ESCAPE,0,nan,nan,nan,1350.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ204_xm650,EJ-204,-650,+Y_SENSOR,NON_ESCAPE,1870849,1.0042681395932713,1.1915400655347035,1.810774105930285,30.0,30.12804418779814,35.746201966041106,54.32322317790855,EVALUABLE_FIXED_SOURCE_PLANE
EJ204_xm650,EJ-204,-650,+Y_SENSOR,ESCAPE,0,nan,nan,nan,30.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ204_xm650,EJ-204,-650,OPEN_+Y_OR_+/-X_UNRESOLVED,NON_ESCAPE,3111240,1.156403584851113,1.4875418371141689,2.629848783694938,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ204_xm650,EJ-204,-650,OPEN_+Y_OR_+/-X_UNRESOLVED,ESCAPE,6176694,1.008827238335435,1.053463260468791,1.1665208515602217,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
