cell_id,material,x_mm,face,outcome,count,secant_q10,secant_median,secant_q90,fixed_distance_mm,path_q10_mm,path_median_mm,path_q90_mm,absolute_path_status
EJ230_xm500,EJ-230,-500,+Z,NON_ESCAPE,63756871,1.3693940431359124,2.2014309301045683,6.2208398133748055,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ230_xm500,EJ-230,-500,+Z,ESCAPE,18671890,1.0217113665389528,1.1188811188811187,1.2426219322771048,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ230_xm500,EJ-230,-500,-Z,NON_ESCAPE,64017517,1.3703323055841041,2.2087244616234125,6.299212598425196,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ230_xm500,EJ-230,-500,-Z,ESCAPE,18671856,1.0217113665389528,1.1188811188811187,1.2426219322771048,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ230_xm500,EJ-230,-500,-Y,NON_ESCAPE,3926201,1.2654223347042075,1.6148566814695198,3.2076984763432232,30.0,37.96267004112622,48.445700444085595,96.2309542902967,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xm500,EJ-230,-500,-Y,ESCAPE,5450955,1.007302946361118,1.0590415673815197,1.2066365007541477,30.0,30.21908839083354,31.77124702144559,36.199095022624434,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xm500,EJ-230,-500,-X_SENSOR,NON_ESCAPE,95517,1.000250062515629,1.0037641154328734,1.0103561505430665,200.0,200.0500125031258,200.75282308657467,202.0712301086133,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xm500,EJ-230,-500,-X_SENSOR,ESCAPE,0,nan,nan,nan,200.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xm500,EJ-230,-500,+X_SENSOR,NON_ESCAPE,1574,1.000250062515629,1.000250062515629,1.2808197246237591,1200.0,1200.3000750187548,1200.3000750187548,1536.983669548511,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xm500,EJ-230,-500,+X_SENSOR,ESCAPE,0,nan,nan,nan,1200.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xm500,EJ-230,-500,+Y_SENSOR,NON_ESCAPE,1852996,1.0317255610007738,1.1046672190002762,2.1130480718436346,30.0,30.951766830023214,33.140016570008285,63.391442155309036,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xm500,EJ-230,-500,+Y_SENSOR,ESCAPE,0,nan,nan,nan,30.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xm500,EJ-230,-500,OPEN_+Y_OR_+/-X_UNRESOLVED,NON_ESCAPE,3096297,1.24804992199688,1.6400164001640016,3.2388663967611335,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ230_xm500,EJ-230,-500,OPEN_+Y_OR_+/-X_UNRESOLVED,ESCAPE,4581611,1.0052777079668258,1.0562450488513335,1.216915120170368,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
