event_id,opsc-101_world_y_30mm_numerator,opsc-101_world_y_30mm_denominator,opsc-101_world_near_x_numerator,opsc-101_world_near_x_denominator,opsc-101_world_far_x_numerator,opsc-101_world_far_x_denominator,opsc-106_world_y_30mm_numerator,opsc-106_world_y_30mm_denominator,opsc-106_world_near_x_numerator,opsc-106_world_near_x_denominator,opsc-106_world_far_x_numerator,opsc-106_world_far_x_denominator
0,4784.643575265152,18757.049561589687,4706.204541053321,18585.480317837217,4650.042838583364,18473.54770943901,4773.57075830732,18686.405234052858,4656.974335675627,18439.051851007225,4581.414683276685,18297.47556696084
1,4381.7962327436,17079.26168226787,4311.784004915433,16917.225930225504,4261.701000184757,16813.297056079045,4371.384094034653,17015.358340496055,4267.344319804902,16783.02812231986,4200.01581158497,16652.87418537518
2,4111.09086792534,16091.241621799558,4046.0701884790046,15948.796679605752,3999.5128502835782,15856.978861339192,4101.4186290533235,16030.648747580297,4004.7660094661874,15826.165820365877,3942.1237247215595,15710.371239244076
3,7360.007695407333,28669.328756033126,7243.464183734548,28400.705823705575,7159.92428117767,28230.850565561457,7342.850800225905,28564.03340241189,7169.549166074203,28180.917104680557,7057.038572533836,27968.196252371905
4,4591.2607389197,18010.302668220484,4511.3348008065095,17838.679162614208,4454.065007991618,17728.53905723717,4579.971567092494,17942.857484780845,4461.13571245766,17696.753697472774,4384.031049811622,17558.473287164332
5,4070.6237553542865,15500.021555982928,4007.7934802379673,15364.178657404147,3962.8034687900945,15275.77714948809,4061.25551604211,15443.142451514199,3967.858198564535,15247.566596975828,3907.323064615918,15135.934999852563
6,3798.146127047848,14992.171196975423,3736.002998275952,14862.002753252928,3691.4538449615948,14776.854514573235,3789.078100402171,14935.35112012915,3696.6677210053267,14747.531448593576,3636.6641568671566,14639.543950866831
7,4473.440034974452,17174.676461671486,4403.822749169217,17023.546990787137,4353.96340583993,16926.428263046324,4462.823836018772,17110.001606494585,4359.3312427379,16893.22881200339,4292.2329348137,16770.9755450841
8,5018.81335879606,19435.527136799312,4940.251048869578,19271.551431769883,4884.020632035811,19166.63463309767,5006.695816383259,19362.677890084437,4889.929351260911,19127.88706543418,4814.300434650491,18995.6739472929
9,4542.462207768283,17888.140792554543,4477.375170083561,17738.656267100483,4430.783374826702,17642.448509595783,4531.858018339393,17820.59289249528,4435.1156113253055,17606.066237372565,4372.441835664672,17484.991847690027
10,4096.297462048166,15728.686955252966,4028.8077835856175,15583.58701859567,3980.504640051561,15491.310647975275,4086.7431491022962,15669.332643412394,3986.4353323686037,15462.017718731073,3921.469835562513,15346.31064501652
11,4403.940501620498,17268.500309634874,4333.595044894396,17113.063251310985,4283.248830210974,17012.868379772473,4393.610088489342,17206.18444023663,4289.058378175764,16982.96778019273,4221.346177299782,16856.93101282796
12,4726.697010964136,18250.193946008258,4655.54299283627,18095.62140992655,4604.586212758178,17996.54978464519,4715.655052977913,18183.627931693547,4609.880066228614,17962.14177733199,4541.309151378986,17837.481590890864
13,4667.7432136619755,17847.189742611423,4593.59142076712,17682.801704595196,4540.560988155417,17577.462749662143,4656.72843544098,17778.57261019878,4546.546445823942,17543.048947405587,4475.272719388136,17410.623633602427
14,4831.102596718766,18696.069939764122,4753.16533541291,18534.64236640285,4697.365803620579,18430.174216748208,4819.721161834216,18626.79755109846,4703.872601785077,18394.683596102004,4628.803036065779,18262.93952705307
15,3699.6737425348847,14611.858169067551,3640.0499020286074,14486.111193003046,3597.352520908698,14405.77028550476,3690.90708532912,14557.096667949769,3602.2738945189517,14377.114149094792,3544.819173480612,14275.882530406123
16,5129.395902328003,20136.377063787593,5050.710485733282,19947.03781463756,4994.388866020642,19827.035412788762,5117.608847486363,20060.44099845683,5000.657376268992,19790.100192958365,4924.901211509398,19640.30292134333
17,5790.234712750802,22779.453220703253,5698.528185272322,22575.688581887895,5632.901321611592,22445.613609265136,5776.640635937969,22694.12593348348,5640.345751811921,22402.712889767346,5552.092456564521,22238.880165928636
18,4888.484545022796,19402.591436930685,4810.247797774332,19231.235959349044,4754.326588982587,19121.197734520014,4876.750671729648,19329.383588236546,4760.519491983655,19083.655802323487,4685.397635575057,18945.36397792209
19,5488.386412869027,21459.85977345048,5400.93926038284,21262.31115788189,5338.283452661176,21136.629818749207,5475.451176858718,21379.206279336275,5345.434744779391,21096.832249385054,5261.0827169981885,20938.935414822794
20,4225.958624775032,15955.47923124703,4157.45944482049,15811.32424631978,4108.340551295078,15718.85025697728,4216.2097298074905,15895.559388475784,4114.338697288445,15689.14672712893,4048.163039667791,15572.462660871992
21,3967.9215125455435,15240.244099982076,3902.4627144835144,15107.704874095278,3855.5616210481953,15021.652498476044,3958.723884991343,15183.176848736377,3861.3997984543485,14992.576639505165,3798.2579551848503,14883.384047079278
22,4306.171911850508,16692.550061572874,4238.722266798471,16540.03262725868,4190.368370980424,16443.36469442004,4295.974135699535,16628.721041402834,4195.672266461938,16410.9574636255,4130.543114089602,16290.0733964973
23,5413.7311427993045,21542.145394181818,5328.046288245787,21352.51301400934,5266.736681842881,21231.67810103236,5400.9932970756,21461.1759930581,5273.653366479262,21190.01359013908,5191.214076239221,21038.39822276392
24,4173.78851990348,16118.719004868386,4108.608020954213,15980.820293784978,4061.9106251034104,15893.272107977158,4163.9435645354915,16058.80899307091,4067.0360971357777,15861.840882381177,4004.174573075028,15751.903922218171
25,4512.463965073206,17513.423750097125,4438.358582843386,17355.917402806597,4385.256294710019,17253.782545007725,4501.861001413465,17446.69230544981,4391.677121721876,17220.094906905946,4320.180603460452,17091.05379462962
26,5769.108083473722,22806.05556796384,5674.861273777879,22597.125639459264,5607.303097594374,22461.584238516432,5755.441749120309,22721.965651283186,5615.29504608109,22421.25325464431,5524.306982334877,22250.717109127872
27,4001.6123545914356,15521.086822665675,3938.24736479492,15382.590699184022,3892.8560249097104,15293.178102504206,3992.2381979235242,15463.21868993859,3898.0336029766418,15264.203412927725,3836.936061168966,15151.902187177982
28,4520.41070792068,17572.157683127272,4443.460334811773,17410.565336337546,4388.347135391281,17307.04571069666,4509.7775601014955,17506.447286247218,4395.382324557562,17274.92586671974,4321.211333325062,17144.723789999065
29,4762.44340539181,18939.455645456743,4682.617474356128,18772.950385693846,4625.379801944819,18664.625437104107,4751.256603327534,18868.856367819797,4632.542774852933,18629.02492673274,4555.433933612136,18492.07192265575
30,3896.2579347150727,14954.600516435567,3834.4176277622532,14815.873417823315,3790.1122304409414,14726.339177380905,3887.2525946494725,14900.410811589183,3795.310481816274,14701.090275527862,3735.6677957209035,14588.600522104492
31,4333.362627408644,16684.83189535849,4263.934075911282,16527.153187489257,4214.231651810042,16426.74817696925,4323.273564870868,16620.781228207386,4220.076213539856,16395.34638717509,4153.215144466163,16269.2788092851
32,4519.226496209578,17454.94638682452,4445.708101707376,17290.073932789677,4393.040027501351,17183.45243232068,4508.488187938591,17389.02019496174,4399.1862663636175,17151.974948037692,4328.290216819862,17017.96115934383
33,3971.0552829607514,15361.278169133358,3912.7337189528826,15224.155462792029,3870.947841251581,15137.715778669635,3961.933661741202,15303.92399242977,3875.2221197174426,15108.47652333994,3818.9690549255015,15000.813953936158
34,4518.493213596336,17960.827928946717,4447.712240737925,17805.605037287227,4396.993504636369,17706.71809595305,4507.906744823314,17893.71255395937,4402.666694612742,17671.812219371386,4334.380899158201,17547.74569492519
35,5383.824736664374,20497.319501657104,5298.8119030936905,20316.45837843307,5237.928773303366,20200.05225588122,5371.1406308047435,20419.485735123166,5244.762682275001,20159.940913797247,5162.83269215079,20013.23879430037
36,9183.357015305652,35856.058201495594,9039.100091292192,35542.52895315895,8935.6924589679,35340.605803281724,9161.82438279181,35722.03109798346,8947.31102381279,35272.03158981289,8808.038614066276,35017.6177653196
37,4668.733003923025,17988.334664180158,4592.19812282803,17824.658086474723,4537.420540506793,17720.021397899964,4657.712473012079,17919.887835389585,4543.960575847462,17685.4974658263,4470.286707936097,17554.139347385335
