cell_id,material,x_mm,face,outcome,count,secant_q10,secant_median,secant_q90,fixed_distance_mm,path_q10_mm,path_median_mm,path_q90_mm,absolute_path_status
EJ200_xp200,EJ-200,200,+Z,NON_ESCAPE,66246897,1.3703323055841041,2.2087244616234125,6.279434850863423,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xp200,EJ-200,200,+Z,ESCAPE,19286932,1.0217113665389528,1.1188811188811187,1.2433944668946222,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xp200,EJ-200,200,-Z,NON_ESCAPE,66545809,1.3712718546451834,2.21606648199446,6.379585326953748,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xp200,EJ-200,200,-Z,ESCAPE,19292772,1.0217113665389528,1.1188811188811187,1.2426219322771048,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xp200,EJ-200,200,-Y,NON_ESCAPE,4203314,1.269438273563948,1.6293279022403258,3.4100596760443307,30.0,38.08314820691844,48.87983706720977,102.30179028132991,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xp200,EJ-200,200,-Y,ESCAPE,5706366,1.007302946361118,1.0590415673815197,1.2066365007541477,30.0,30.21908839083354,31.77124702144559,36.199095022624434,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xp200,EJ-200,200,-X_SENSOR,NON_ESCAPE,5233,1.000250062515629,1.000250062515629,1.0973936899862826,900.0,900.2250562640661,900.2250562640661,987.6543209876544,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xp200,EJ-200,200,-X_SENSOR,ESCAPE,0,nan,nan,nan,900.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xp200,EJ-200,200,+X_SENSOR,NON_ESCAPE,17149,1.000250062515629,1.0007505629221918,1.0062893081761006,500.0,500.1250312578145,500.3752814610959,503.1446540880503,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xp200,EJ-200,200,+X_SENSOR,ESCAPE,0,nan,nan,nan,500.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xp200,EJ-200,200,+Y_SENSOR,NON_ESCAPE,1961323,1.0317255610007738,1.1052777010223818,2.4554941682013505,30.0,30.951766830023214,33.158331030671455,73.66482504604052,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xp200,EJ-200,200,+Y_SENSOR,ESCAPE,0,nan,nan,nan,30.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xp200,EJ-200,200,OPEN_+Y_OR_+/-X_UNRESOLVED,NON_ESCAPE,3322869,1.2543116964565695,1.6522098306484925,3.4393809114359413,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xp200,EJ-200,200,OPEN_+Y_OR_+/-X_UNRESOLVED,ESCAPE,4720180,1.0057832537088258,1.0590415673815197,1.21765601217656,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
