reference,x_true_mm,mean_npe_A,mean_npe_B,mean_asymmetry,mu_dt_ps,sigma_dt_ps,dt_chi2_ndf,dt_fit_status,pearson_dt_asym,pearson_dt_asym_boot_error,spearman_dt_asym,pearson_dt_R,pearson_dt_R_boot_error,spearman_dt_R,mpv_moyal_A,mpv_moyal_error_A,width_moyal_A,width_moyal_error_A,mpv_moyal_B,mpv_moyal_error_B,width_moyal_B,width_moyal_error_B
POS_REF_1,-441.0,432.6433333333333,427.8326666666667,0.00548918149313193,4.931922758783195,114.151321311844,685.7636041219407,ok,-0.10839577999418341,0.018553868834401646,-0.11708708476653806,-0.1083873811892434,0.018931166598202414,-0.11708708476653806,381.3320479271076,1.0577929420743362,37.67573175205015,0.6680482242141548,377.1320200694578,0.9982161257679862,37.34465331660141,0.7215586348621309
POS_REF_2,-443.0,433.728,429.2153333333333,0.005234009205083702,-6.925278302178663,103.35939218964953,609.0897899914177,ok,-0.13864247859770734,0.01821241005157881,-0.12314177436590282,-0.13865056828666358,0.018598723499377936,-0.12314177436590282,380.806118450868,1.0120651055438834,38.276108233816274,0.6919625353170133,376.6575240897644,1.0023439530131277,38.20272403061847,0.705331666471944
