x_true_mm,n_events_expected,n_event_ids_present,n_passed,efficiency,mean_npe_A,mean_npe_B,mu_dt_ps_v2,mu_dt_err_ps,sigma_dt_ps_v2,sigma_dt_err_ps,fit_status,chi2_ndf,fraction_within_3sigma,subpeak_sigma_guard_active,mu_R,mu_R_err,sigma_R,sigma_R_err,mu_dt_ps_v1,sigma_dt_ps_v1
-444.0,3000,3000,3000,1.0,431.803,425.0783333333333,-14.608952413178914,3.0234388184899643,110.56861042396616,1.944686011197499,ok,940.4011376014828,1.0,False,0.0170370833664948,0.0014814964144851,0.0780969229324991,0.0011961142231994,-25.62,24.428
-442.0,3000,3000,3000,1.0,431.2903333333333,426.2026666666667,-5.233918780706225,2.979729520641984,109.98272774714432,1.9309901034295904,ok,500.0165997533177,0.9996666666666668,False,0.0115329524530166,0.0014772611576646,0.0779254894535463,0.0011784587297243,0.316,40.8
-439.0,3000,3000,3000,1.0,426.5173333333333,424.34566666666666,19.79673702881524,3.2295395542156755,111.41880206289504,2.024596576966824,ok,1081.011983204718,1.0,False,0.0048555972623654,0.001404391980378,0.0748707767358699,0.0011064049905558,26.772,22.958
