model,m_t_ps_per_mm,m_t_error_ps_per_mm,b_t_ps,b_t_error_ps,cov_m_b,chi2_ndf,n_calibration_positions,excluded_positions
mu_delta_t_ps = m_t*x + b_t,6.838572793685475,0.03627189636594034,3023.2301997151762,16.03747333262448,0.5814718849892191,4.703899648842863,39,"-443.0,-441.0"
