face,encounters,encounter_share,encounter_share_se,escaped,conditional_escape,conditional_escape_se,escape_share
+Z,85081959.0,0.4469845690483951,6.608058142507175e-05,19197824.0,0.22563918632856114,5.43019664249232e-05,0.393053941446055
-Z,85330667.0,0.4482911755194437,6.915507526215467e-05,19184482.0,0.22482517334594374,5.470601444627092e-05,0.3927807789414517
-Y,9818860.0,0.051584130845488935,2.207320949119148e-05,5676840.0,0.5781567310258013,0.00016933845914300443,0.1162269399364544
-X_SENSOR,2817.0,1.4799324625439443e-05,2.877323415580936e-07,0.0,0.0,0.0,0.0
+X_SENSOR,107865.0,0.0005666770148111557,1.7063343008168286e-06,0.0,0.0,0.0,0.0
+Y_SENSOR,1941404.0,0.010199314172923904,7.476462326021887e-06,0.0,0.0,0.0,0.0
OPEN_+Y_OR_+/-X_UNRESOLVED,8062952.0,0.04235933407431176,1.8790529839814724e-05,4783575.0,0.5932783675259384,0.00018809914263095474,0.09793833967603893
