bin_low,bin_high,photons,probability,probability_se,uniform_probability,old_p_2mu_probability
0.0,0.05,1712393,0.00899618739557335,1.3344102387677692e-05,0.05,0.0025000000000000005
0.05,0.1,4314944,0.022668887822716425,1.6549639963694932e-05,0.05,0.0075000000000000015
0.1,0.15000000000000002,6106581,0.03208138962390508,1.2989022613100757e-05,0.05,0.012500000000000004
0.15000000000000002,0.2,7582372,0.03983457034392706,1.5450736259151407e-05,0.05,0.0175
0.2,0.25,8668771,0.0455420504553054,1.8159616763295963e-05,0.05,0.022499999999999992
0.25,0.30000000000000004,9460202,0.04969989365290432,1.6771519809890003e-05,0.05,0.027500000000000024
0.30000000000000004,0.35000000000000003,9831971,0.05165301048523481,1.6067071352459427e-05,0.05,0.0325
0.35000000000000003,0.4,9920898,0.05212019527081041,1.5306165452105516e-05,0.05,0.037500000000000006
0.4,0.45,9985064,0.05245729625196623,1.5472469017311547e-05,0.05,0.04249999999999998
0.45,0.5,10075386,0.05293180977657359,1.7097065086637088e-05,0.05,0.04749999999999999
0.5,0.55,10133268,0.053235897283840074,1.7278285801388438e-05,0.05,0.05250000000000005
0.55,0.6000000000000001,10235113,0.053770947768922744,1.6662753198908622e-05,0.05,0.05750000000000005
0.6000000000000001,0.65,10361708,0.054436024269085156,1.597127627483996e-05,0.05,0.062499999999999944
0.65,0.7000000000000001,10476969,0.05504155673470559,1.6303320140615443e-05,0.05,0.06750000000000006
0.7000000000000001,0.75,10590993,0.05564059052636023,1.6982482819841797e-05,0.05,0.0724999999999999
0.75,0.8,10777296,0.056619347564235006,1.6844170871271566e-05,0.05,0.07750000000000012
0.8,0.8500000000000001,11065637,0.05813416902743126,1.7335763309826945e-05,0.05,0.08250000000000002
0.8500000000000001,0.9,11444072,0.06012230619982322,1.7989770235716513e-05,0.05,0.08749999999999991
0.9,0.9500000000000001,12252889,0.06437148807613634,1.7317606391017816e-05,0.05,0.09250000000000003
0.9500000000000001,1.0,15349997,0.08064238147054369,2.0201336105938496e-05,0.05,0.09749999999999992
