event_id,produced_scint,edep_total_MeV,edep_optical_MeV,edep_nonoptical_MeV,V2_encounters,V2_escaped,V5_incident,V5_matched,V5_expected_PDE_sum,SD_detected,SD_orphan,npe_left,npe_right
0,16619.0,1.6075819242330793,0.024866723457216706,1.5827152007758627,16358,4224,7886.0,4858.0,4823.005629891815,4939.0,81.0,1102,146
1,21091.0,2.0542351439996627,0.030900280666942163,2.0233348633327206,20797,5392,9654.0,5841.0,5920.250446048133,5930.0,89.0,1246,183
2,26670.0,2.5468899462752437,0.039073721016419635,2.507816225258824,26274,6832,12258.0,7491.0,7522.535387923243,7606.0,115.0,1702,206
3,16478.0,1.56778486534055,0.024762377586614197,1.5430224877539358,16255,4209,7688.0,4758.0,4702.003218135285,4821.0,63.0,1108,136
4,35311.0,3.3820566333720823,0.052692163162752055,3.32936447020933,34796,9011,16285.0,10095.0,9998.838879260078,10277.0,182.0,2355,292
5,24975.0,2.4195501737083953,0.036883940128089814,2.3826662335803057,24607,6333,11531.0,7061.0,7072.169376383481,7167.0,106.0,1610,217
6,15550.0,1.5188510255789984,0.023391576874733186,1.4954594487042652,15334,3975,7343.0,4482.0,4486.792885947894,4547.0,65.0,948,126
7,17094.0,1.6486359551012322,0.02564951673781978,1.6229864383634125,16833,4317,8100.0,4950.0,4953.475418611593,5026.0,76.0,1163,166
8,17682.0,1.7105374146530978,0.026412445285205095,1.6841249693678928,17407,4508,8320.0,5073.0,5089.254322281413,5146.0,73.0,1198,154
9,17374.0,1.631726371744851,0.0259004701941101,1.6058259015507408,17096,4425,8088.0,4960.0,4951.221457491835,5047.0,87.0,1146,154
10,28000.0,2.688862033436575,0.04175562212238753,2.6471064113141876,27593,7051,12839.0,7947.0,7870.3059695365755,8061.0,114.0,1774,245
11,17293.0,1.6583162702761862,0.025838108439585724,1.6324781618366004,17064,4432,7996.0,4937.0,4886.179236194334,5014.0,77.0,1079,147
12,17628.0,1.6946680320015182,0.026082518126448538,1.6685855138750696,17357,4532,8139.0,4939.0,4977.547967652721,5025.0,86.0,1117,147
13,18453.0,1.7713260120120353,0.02790978703589691,1.7434162249761385,18214,4622,8576.0,5310.0,5254.880464556717,5370.0,60.0,1170,143
14,23989.0,2.290851136932415,0.035395180517806005,2.2554559564146093,23638,6088,11122.0,6829.0,6823.83016189856,6940.0,111.0,1558,200
15,22348.0,2.149479867266683,0.033048249987864244,2.1164316172788187,22041,5718,10442.0,6364.0,6401.626553089671,6469.0,105.0,1502,174
16,21059.0,2.013408932591375,0.030830533015279746,1.982578399576095,20753,5270,9727.0,6017.0,5964.382864775308,6108.0,91.0,1376,166
17,17906.0,1.7446299996828223,0.0263617424883649,1.7182682571944574,17646,4582,8388.0,5045.0,5132.590374452622,5125.0,80.0,1167,132
18,18167.0,1.7352545407980369,0.02711206335549956,1.7081424774425373,17929,4600,8476.0,5141.0,5189.9260962880835,5215.0,74.0,1167,159
19,27149.0,2.62188545388118,0.04020359159154043,2.5816818622896394,26725,6909,12529.0,7713.0,7688.859339150734,7848.0,135.0,1781,203
20,23053.0,2.2180570836916664,0.03413842016067231,2.183918663530994,22721,5820,10694.0,6495.0,6540.446138486631,6598.0,103.0,1447,182
21,15648.0,1.5043570191143198,0.023512205093600337,1.4808448140207195,15436,3977,7346.0,4520.0,4490.618447396315,4592.0,72.0,989,129
22,20724.0,1.9911243405126915,0.03133533182258977,1.9597890086901018,20446,5286,9598.0,6078.0,5884.246996299821,6166.0,88.0,1418,173
23,17263.0,1.6649906345495267,0.02602289759980303,1.6389677369497235,17013,4405,8033.0,4975.0,4908.408855207384,5050.0,75.0,1087,140
24,21088.0,2.0141082302838402,0.030827540046695318,1.983280690237145,20769,5389,9702.0,5933.0,5940.873373969089,6041.0,108.0,1367,191
25,18266.0,1.7531807210213397,0.027074420906159618,1.7261063001151802,18019,4648,8490.0,5138.0,5198.133885759455,5219.0,81.0,1159,129
26,18954.0,1.8516556856021404,0.028286539948187767,1.8233691456539527,18661,4778,8744.0,5393.0,5360.290895560474,5479.0,86.0,1183,168
27,16583.0,1.6042378109586586,0.024613082341236804,1.5796247286174219,16348,4294,7857.0,4851.0,4806.789030840149,4913.0,62.0,1045,137
28,16727.0,1.633437668910137,0.025159703380955557,1.6082779655291815,16471,4255,7979.0,4897.0,4880.2426435294265,4971.0,74.0,1080,146
29,21913.0,2.120516173758692,0.03223319805333506,2.088282975705357,21631,5538,10101.0,6128.0,6191.352684785569,6209.0,81.0,1363,185
30,18265.0,1.772314274532716,0.027507224540850216,1.7448070499918658,18010,4604,8534.0,5296.0,5227.061884333524,5372.0,76.0,1228,193
31,34955.0,3.3769708117601986,0.05128630708781776,3.325684504672381,34474,8930,16123.0,9833.0,9898.561810186264,9967.0,134.0,2306,307
