face,encounters,encounter_share,encounter_share_se,escaped,conditional_escape,conditional_escape_se,escape_share
+Z,88582215.0,0.4472904668874143,7.667677753322053e-05,20035104.0,0.22617524296496763,5.790674620313132e-05,0.3935980910306818
-Z,88900906.0,0.4488996775645555,7.92054094282389e-05,20042652.0,0.22544935593794735,5.154613312542144e-05,0.39374637468277063
-Y,10138260.0,0.051192522661868384,4.375986423716905e-05,5879926.0,0.5799738811196399,0.00026085950594212305,0.11551363292157968
-X_SENSOR,105976.0,0.0005351193184643285,1.6413774645641928e-06,0.0,0.0,0.0,0.0
+X_SENSOR,2133.0,1.0770452803317853e-05,2.4937313396123056e-07,0.0,0.0,0.0,0.0
+Y_SENSOR,2000455.0,0.010101174947332965,7.463117857283682e-06,0.0,0.0,0.0,0.0
OPEN_+Y_OR_+/-X_UNRESOLVED,8311868.0,0.04197026816756116,2.1090495703728356e-05,4944760.0,0.594903576428307,0.00018957469989621376,0.0971419013649679
