bin_low,bin_high,photons,probability,probability_se,uniform_probability,old_p_2mu_probability
0.0,0.05,1747751,0.008818987769601133,1.2941162091219092e-05,0.05,0.0025000000000000005
0.05,0.1,4447566,0.02244200126819772,1.6227314495322273e-05,0.05,0.0075000000000000015
0.1,0.15000000000000002,6323220,0.03190637559040005,1.2203666413204095e-05,0.05,0.012500000000000004
0.15000000000000002,0.2,7846760,0.039594015664128006,1.58016721511483e-05,0.05,0.0175
0.2,0.25,8993469,0.04538020182353604,1.7686859743833105e-05,0.05,0.022499999999999992
0.25,0.30000000000000004,9841518,0.049659377609458905,1.6131398762085304e-05,0.05,0.027500000000000024
0.30000000000000004,0.35000000000000003,10226632,0.05160262676560424,1.5349703013907757e-05,0.05,0.0325
0.35000000000000003,0.4,10323122,0.052089506263821556,1.5523038438323942e-05,0.05,0.037500000000000006
0.4,0.45,10408072,0.052518156003416964,1.5491709561700396e-05,0.05,0.04249999999999998
0.45,0.5,10492260,0.052942960762417064,1.590436632163467e-05,0.05,0.04749999999999999
0.5,0.55,10566868,0.05331942573912965,1.5681288743482315e-05,0.05,0.05250000000000005
0.55,0.6000000000000001,10676873,0.05387450066089767,1.4479427428483293e-05,0.05,0.05750000000000005
0.6000000000000001,0.65,10804750,0.054519756019935244,1.6523009202720137e-05,0.05,0.062499999999999944
0.65,0.7000000000000001,10934881,0.05517638485175738,1.7014327544940847e-05,0.05,0.06750000000000006
0.7000000000000001,0.75,11056921,0.05579218725576237,1.627923886998888e-05,0.05,0.0724999999999999
0.75,0.8,11243819,0.05673525705012261,1.6965676486009216e-05,0.05,0.07750000000000012
0.8,0.8500000000000001,11538209,0.058220721403736415,1.689659587751949e-05,0.05,0.08250000000000002
0.8500000000000001,0.9,11950146,0.06029931690438049,1.6401075721989264e-05,0.05,0.08749999999999991
0.9,0.9500000000000001,12782932,0.06450147702255239,1.8230378529097224e-05,0.05,0.09250000000000003
0.9500000000000001,1.0,15974685,0.0806067635711441,1.9221038607581255e-05,0.05,0.09749999999999992
