face,encounters,encounter_share,encounter_share_se,escaped,conditional_escape,conditional_escape_se,escape_share
+Z,81625083.0,0.44366149631377055,7.231662935354237e-05,18642560.0,0.22839253958247124,5.5171182318150266e-05,0.38495236228558116
-Z,81871191.0,0.44499918124494287,7.449806259011217e-05,18650059.0,0.2277975777828858,5.5951490472513e-05,0.38510720999773973
-Y,8756631.0,0.04759541882643536,2.382483239479277e-05,5438529.0,0.6210755026676356,0.00017753817218527538,0.11230080986241371
-X_SENSOR,1449864.0,0.007880528975284087,6.810530299770323e-06,0.0,0.0,0.0,0.0
+X_SENSOR,1130.0,6.141953826063009e-06,1.8686417300534522e-07,0.0,0.0,0.0,0.0
+Y_SENSOR,1726389.0,0.00938354117152486,9.487774743749473e-06,0.0,0.0,0.0,0.0
OPEN_+Y_OR_+/-X_UNRESOLVED,8550255.0,0.046473691514216264,1.8374971547318128e-05,5697078.0,0.666305040025122,0.00018231620652892292,0.1176396178542654
