bin_low,bin_high,photons,probability,probability_se,uniform_probability,old_p_2mu_probability
0.0,0.05,1324013,0.007196483815139082,1.2902726980138292e-05,0.05,0.0025000000000000005
0.05,0.1,3523660,0.019152351344022284,1.691859081882758e-05,0.05,0.0075000000000000015
0.1,0.15000000000000002,5409057,0.029400157819949473,1.2831561821798998e-05,0.05,0.012500000000000004
0.15000000000000002,0.2,7081087,0.03848823840029649,1.62966715473635e-05,0.05,0.0175
0.2,0.25,8238212,0.04477762629497185,1.7272594461901833e-05,0.05,0.022499999999999992
0.25,0.30000000000000004,8978179,0.048799611380644745,1.656962113523415e-05,0.05,0.027500000000000024
0.30000000000000004,0.35000000000000003,9347682,0.05080799223426577,1.6182169758714368e-05,0.05,0.0325
0.35000000000000003,0.4,9389860,0.0510372447373416,1.6807082174099567e-05,0.05,0.037500000000000006
0.4,0.45,9469412,0.051469638286696436,1.705232069207959e-05,0.05,0.04249999999999998
0.45,0.5,9487438,0.05156761603861556,1.6261555897311526e-05,0.05,0.04749999999999999
0.5,0.55,9768319,0.0530943046515522,1.7860453202779302e-05,0.05,0.05250000000000005
0.55,0.6000000000000001,9920359,0.05392069638581293,1.6915699848610013e-05,0.05,0.05750000000000005
0.6000000000000001,0.65,9998363,0.05434467600196179,1.5788299960152818e-05,0.05,0.062499999999999944
0.65,0.7000000000000001,10139831,0.05511360513812594,1.690402733340409e-05,0.05,0.06750000000000006
0.7000000000000001,0.75,10287530,0.05591640198605132,1.730622830089835e-05,0.05,0.0724999999999999
0.75,0.8,10494335,0.05704046106658137,1.655770826201905e-05,0.05,0.07750000000000012
0.8,0.8500000000000001,10693531,0.058123162512896814,1.6766512867166025e-05,0.05,0.08250000000000002
0.8500000000000001,0.9,11543176,0.06274128672399885,1.7120906290322474e-05,0.05,0.08749999999999991
0.9,0.9500000000000001,12557028,0.06825193466246048,1.8463833435392378e-05,0.05,0.09250000000000003
0.9500000000000001,1.0,16329471,0.08875651051861501,2.1376768573757775e-05,0.05,0.09749999999999992
