event_id,produced_scint,edep_total_MeV,edep_optical_MeV,edep_nonoptical_MeV,V2_encounters,V2_escaped,V5_incident,V5_matched,V5_expected_PDE_sum,SD_detected,SD_orphan,npe_left,npe_right
0,25753.0,2.665462919618042,0.040995179940529126,2.6244677396775127,25290,6692,12073.0,7273.0,7306.93967107016,7388.0,115.0,2910,101
1,15658.0,1.6148837347245055,0.025362544543334732,1.5895211901811708,15390,4028,7535.0,4541.0,4543.304833725193,4622.0,81.0,1792,75
2,15983.0,1.6569964130845314,0.025835275023696206,1.631161138060835,15722,4221,7707.0,4660.0,4651.189047496329,4736.0,76.0,1883,70
3,17418.0,1.780731980391214,0.027948163864040147,1.7527838165271739,17123,4574,8331.0,4999.0,5034.734842661941,5076.0,77.0,2120,90
4,16167.0,1.6556541983494881,0.0262344679395989,1.6294197304098892,15876,4242,7691.0,4643.0,4646.847964270609,4727.0,84.0,1840,70
5,17698.0,1.8378338872294409,0.02825880247683047,1.8095750847526104,17381,4616,8424.0,4972.0,5086.6020555423,5063.0,91.0,1992,88
6,17428.0,1.7963916476038404,0.028171468195959618,1.7682201794078807,17129,4508,8267.0,5039.0,4994.139085154223,5115.0,76.0,2023,84
7,16973.0,1.7560384260097366,0.027658946724930245,1.7283794792848064,16636,4387,8063.0,4927.0,4867.985787486017,5006.0,79.0,2000,80
8,33100.0,3.4253912841492054,0.052659888677669936,3.3727313954715354,32551,8674,15683.0,9419.0,9496.136940380522,9552.0,133.0,3727,169
9,16218.0,1.6449966978784756,0.02617494183806303,1.6188217560404126,15938,4192,7660.0,4656.0,4629.882975243553,4717.0,61.0,1811,88
10,17006.0,1.7388511118247723,0.027304090844353687,1.7115470209804187,16719,4409,8073.0,4815.0,4876.448042159507,4875.0,60.0,1926,91
11,16431.0,1.6999912042539302,0.026222013036664014,1.6737691912172663,16136,4276,7862.0,4703.0,4739.479637837889,4788.0,85.0,1906,92
12,14673.0,1.5009023734155535,0.023870196652238912,1.4770321767633146,14421,3838,7118.0,4252.0,4283.782501266212,4308.0,56.0,1683,70
13,17907.0,1.8269749242099371,0.028894816040724865,1.7980801081692122,17611,4536,8624.0,5186.0,5213.320046184208,5256.0,70.0,2097,93
14,16143.0,1.6622047379174216,0.025993084360645683,1.636211653556776,15865,4230,7687.0,4595.0,4640.1520812549115,4671.0,76.0,1962,58
15,20129.0,2.0714312355876396,0.0325507729760063,2.0388804626116332,19786,5183,9571.0,5876.0,5790.428970324713,5961.0,85.0,2288,101
16,17327.0,1.785123478287997,0.028125621866846185,1.7569978564211508,17045,4433,8420.0,5148.0,5087.670401479651,5224.0,76.0,2092,87
17,18976.0,1.976334076507319,0.0305838049749914,1.9457502715323276,18668,4912,9085.0,5425.0,5491.525246925465,5504.0,79.0,2150,88
18,20498.0,2.068367835808098,0.032843110630485124,2.035524725177613,20156,5286,9724.0,5906.0,5879.865523419431,5995.0,89.0,2379,111
19,17402.0,1.7730354577428953,0.027619424570173343,1.745416033172722,17123,4627,8227.0,4978.0,4976.422081217476,5061.0,83.0,1967,74
20,18949.0,1.9329224353244505,0.03037454663570374,1.9025478886887468,18603,4846,9094.0,5536.0,5495.791265231428,5633.0,97.0,2142,95
21,16383.0,1.6930483727899603,0.026267196197266262,1.666781176592694,16078,4230,7787.0,4676.0,4696.964551167762,4752.0,76.0,1830,81
22,23526.0,2.4188413183314426,0.03767542430466953,2.381165894026773,23122,6097,11252.0,6789.0,6812.500781574812,6894.0,105.0,2702,121
23,17141.0,1.7671947030366235,0.027793813581760727,1.7394008894548627,16829,4430,8207.0,4977.0,4955.1776523432845,5047.0,70.0,1973,82
24,20236.0,2.076745284126851,0.03236466377891463,2.0443806203479364,19899,5268,9656.0,5832.0,5841.32444728036,5917.0,85.0,2380,103
25,15556.0,1.601444383135055,0.025326048171332185,1.576118334963723,15275,4005,7521.0,4535.0,4537.672903708689,4604.0,69.0,1839,79
26,14492.0,1.4858846176660594,0.023685699458024023,1.4621989182080353,14256,3838,7001.0,4280.0,4212.598722689155,4352.0,72.0,1731,77
27,15799.0,1.600748320278854,0.025522520104696893,1.575225800174157,15529,4069,7564.0,4525.0,4561.996340019766,4585.0,60.0,1773,80
28,18294.0,1.847406165310179,0.029437483660237056,1.8179686816499419,17973,4741,8771.0,5306.0,5304.6723952801885,5395.0,89.0,2149,101
29,17693.0,1.8076471312910707,0.0284838702957296,1.7791632609953412,17392,4569,8515.0,5118.0,5136.526582198666,5190.0,72.0,2051,94
30,20334.0,2.097293674890049,0.03258468099482037,2.0647089938952283,20011,5257,9725.0,5912.0,5886.192618979973,6003.0,91.0,2322,90
31,15233.0,1.5771111736567363,0.0244006957508918,1.5527104779058445,14983,3957,7353.0,4430.0,4428.678650652178,4495.0,65.0,1756,72
32,16121.0,1.6549674315239762,0.025759654965897986,1.6292077765580781,15864,4200,7696.0,4587.0,4645.657974781625,4658.0,71.0,1734,92
33,16726.0,1.7257869844156377,0.02678623212359197,1.6990007522920458,16426,4310,8017.0,4840.0,4836.604014829224,4915.0,75.0,1903,97
34,15193.0,1.582373262159914,0.024919553330754313,1.5574537088291598,14925,3893,7295.0,4440.0,4399.103828648017,4506.0,66.0,1750,76
35,19317.0,1.9829945942959926,0.030944931712334017,1.9520496625836585,18969,4994,9158.0,5555.0,5535.624960962939,5653.0,98.0,2199,93
36,18305.0,1.8770067545793634,0.029175594588985162,1.8478311599903783,18006,4716,8719.0,5238.0,5266.36220645943,5318.0,80.0,2076,106
37,23830.0,2.453749613594003,0.03839427340932221,2.415355340184681,23455,6134,11364.0,6947.0,6875.611008549244,7045.0,98.0,2743,118
38,16342.0,1.6816863336292407,0.02668522202981111,1.6550011115994296,16049,4186,7930.0,4837.0,4783.436661936559,4912.0,75.0,1869,80
39,15012.0,1.5656731697017292,0.024389324137516294,1.5412838455642128,14774,3844,7247.0,4380.0,4369.0338924812595,4434.0,54.0,1793,80
40,16366.0,1.7153734334984005,0.026672724746214484,1.6887007087521861,16111,4173,7877.0,4823.0,4759.648193201623,4898.0,75.0,1959,85
41,16362.0,1.6741421925320887,0.0265681252411389,1.6475740672909498,16089,4313,7894.0,4783.0,4760.786076951469,4845.0,62.0,1914,78
42,24460.0,2.5009490188421277,0.038762352953108675,2.462186665889019,24056,6448,11515.0,6960.0,6968.3464241298925,7063.0,103.0,2776,90
43,17858.0,1.8492660077051997,0.029010292048246372,1.8202557156569532,17545,4725,8547.0,5208.0,5164.078798454702,5290.0,82.0,2098,81
44,36349.0,3.742160442894912,0.057820521500429316,3.6843399213944825,35750,9454,17184.0,10296.0,10394.946005880342,10447.0,151.0,4123,172
45,15171.0,1.5572490227494908,0.024621479194089767,1.532627543555401,14915,3844,7304.0,4365.0,4405.1207912421905,4430.0,65.0,1741,79
46,19016.0,1.9509154676893372,0.030703131075165528,1.9202123366141717,18680,4864,9050.0,5504.0,5473.968453333522,5591.0,87.0,2224,104
47,15708.0,1.6375906875086323,0.025665698990100155,1.6119249885185323,15454,4098,7533.0,4618.0,4540.501768787626,4682.0,64.0,1884,75
48,18543.0,1.9147918768873107,0.029757670126245805,1.8850342067610648,18221,4832,8798.0,5362.0,5316.072859358875,5447.0,85.0,2107,63
49,17299.0,1.7854814525882565,0.02779336470301611,1.7576880878852403,17022,4490,8271.0,4963.0,4995.037377701667,5031.0,68.0,1945,79
50,14443.0,1.4939159308186292,0.023330916604593778,1.4705850142140353,14192,3718,7000.0,4148.0,4217.326112563542,4221.0,73.0,1693,64
51,19075.0,1.963574762309395,0.03081821907199115,1.9327565432374039,18740,4929,9022.0,5519.0,5452.886046984578,5598.0,79.0,2177,96
52,14366.0,1.4803600481200223,0.023377423405185997,1.4569826247148363,14131,3739,7012.0,4241.0,4217.636521898557,4296.0,55.0,1647,70
53,38412.0,3.954700459476146,0.06111409306801646,3.8935863664081296,37740,9861,18108.0,10977.0,10967.5768693343,11146.0,169.0,4352,188
54,18850.0,1.9338599062417177,0.030285689331499055,1.9035742169102186,18509,4892,9017.0,5471.0,5449.748330845473,5561.0,90.0,2205,116
55,16214.0,1.6584002221872196,0.026434781422353594,1.631965440764866,15929,4054,7869.0,4767.0,4744.468610247914,4847.0,80.0,1922,79
56,15632.0,1.617557523901952,0.025246644876928154,1.5923108790250238,15368,3972,7532.0,4494.0,4546.901584622637,4570.0,76.0,1792,71
57,19769.0,2.054401647487879,0.031894469093753416,2.0225071783941253,19416,5196,9495.0,5789.0,5744.5836992601535,5875.0,86.0,2234,96
58,18919.0,1.9307458077600403,0.030380939321833875,1.9003648684382064,18591,4897,9078.0,5409.0,5485.003438203351,5498.0,89.0,2194,90
59,14737.0,1.5063872687161526,0.02410913052303584,1.4822781381931167,14482,3808,7217.0,4356.0,4346.261148625149,4432.0,76.0,1759,58
60,15821.0,1.6443816132001745,0.025959285105281713,1.6184223280948928,15514,4150,7706.0,4674.0,4645.132685290596,4756.0,82.0,1921,88
61,18316.0,1.877278738097181,0.029711451655474234,1.8475672864417068,18005,4839,8775.0,5316.0,5303.664745331199,5396.0,80.0,2144,90
62,18478.0,1.910289337956179,0.029676115345222652,1.8806132226109562,18150,4737,8838.0,5303.0,5340.7583083974505,5374.0,71.0,2102,109
63,15573.0,1.6152657858391966,0.025384829546700866,1.5898809562924956,15337,4108,7496.0,4504.0,4520.830775017293,4554.0,50.0,1831,73
64,16999.0,1.7552387220922085,0.02722102523752746,1.728017696854681,16720,4411,8241.0,4966.0,4969.077323057084,5041.0,75.0,2054,107
65,19335.0,1.9988919957819793,0.03106220088939015,1.9678297948925891,18986,5038,9278.0,5586.0,5605.87482838233,5682.0,96.0,2238,78
66,16588.0,1.6997385657813004,0.02695258407939415,1.6727859817019064,16317,4256,7968.0,4836.0,4810.792019593755,4902.0,66.0,1883,71
67,19440.0,1.9892675373540891,0.030924399095960113,1.9583431382581291,19107,5026,9293.0,5544.0,5618.35969229088,5627.0,83.0,2246,88
68,23406.0,2.42991549831506,0.037551119493196304,2.392364378821864,23019,6048,11069.0,6688.0,6697.64849786801,6777.0,89.0,2614,113
69,19192.0,2.0022935542576854,0.030951437701222474,1.9713421165564629,18879,4925,9234.0,5529.0,5582.89151959142,5593.0,64.0,2136,85
70,21062.0,2.188451712060493,0.033797561214145774,2.1546541508463473,20725,5383,10031.0,6063.0,6067.604701304621,6151.0,88.0,2449,110
71,15107.0,1.5538432026237305,0.024597506855096346,1.5292456957686342,14835,3967,7306.0,4409.0,4401.198078021637,4466.0,57.0,1748,65
72,16634.0,1.678156314435715,0.027039667496451467,1.6511166469392635,16372,4250,8033.0,4862.0,4846.6435987448585,4929.0,67.0,2000,81
73,19562.0,2.0060315823281787,0.03163136477168261,1.974400217556496,19221,5023,9331.0,5664.0,5640.981807409208,5763.0,99.0,2283,98
74,18735.0,1.934823100975403,0.030375679263070072,1.904447421712333,18436,4941,8951.0,5455.0,5417.391966288113,5519.0,64.0,2100,82
75,16574.0,1.7146830874908114,0.02683071708493771,1.6878523704058737,16336,4293,7998.0,4807.0,4831.2300337668075,4875.0,68.0,1933,63
76,18342.0,1.8974646519558507,0.029581176080815966,1.8678834758750347,18029,4708,8671.0,5223.0,5239.451903096576,5296.0,73.0,2052,93
77,19632.0,2.028158647367825,0.031201330293408144,1.9969573170744168,19304,5125,9342.0,5573.0,5648.603677733251,5655.0,82.0,2309,100
78,16106.0,1.6687106403816416,0.026127309225126103,1.6425833311565154,15847,4072,7791.0,4688.0,4701.041101466041,4761.0,73.0,1848,95
79,19905.0,2.062181975466597,0.03207401557160388,2.0301079598949934,19562,5101,9550.0,5773.0,5782.38237275813,5872.0,99.0,2269,95
80,24171.0,2.500536379365451,0.038746332580811,2.46179004678464,23752,6225,11435.0,6940.0,6919.4137704496325,7047.0,107.0,2806,115
81,16114.0,1.640100343007706,0.02591750023528655,1.6141828427724194,15810,4091,7708.0,4593.0,4651.26269001791,4669.0,76.0,1805,83
82,16173.0,1.6485199769528969,0.026048814969595484,1.6224711619833014,15890,4079,7805.0,4690.0,4708.715270139513,4768.0,78.0,1910,75
83,17286.0,1.7775484719341907,0.02788576108336136,1.7496627108508294,17005,4569,8398.0,5028.0,5067.598637678629,5103.0,75.0,2017,74
84,18907.0,1.9274233329147117,0.030274451154214295,1.8971488817604973,18580,4815,8973.0,5403.0,5417.070580811942,5475.0,72.0,2125,100
