material,x_mm,extreme,estimator,mean_time_ns,n_events_used,n_events_excluded,median_n_boundary_encounters,median_path_length_mm,fraction_cherenkov,theta_q05_deg,theta_median_deg,theta_q95_deg,pulse_model,tau_rise_ns,tau_fall_ns,cfd_fraction,sem_time_ns
EJ-204,-200,L,N1,3.0490910868960905,10000,0,8.0,510.117233835404,0.0561,2.9371717516200797,11.5148350330117,21.07836800419008,,,,,
EJ-204,-200,L,N2,3.117831577271143,10000,0,9.0,514.4365363478993,0.0405,3.705398315045483,13.728860433511425,23.356473325149683,,,,,
EJ-204,-200,L,N5,3.238142217197101,10000,0,11.0,520.8825884740904,0.0204,4.446250026722787,16.311145408964762,27.186182784647194,,,,,
EJ-204,-200,L,N20,3.519325282135756,10000,0,17.0,548.1865498967309,0.2127,6.511454670870513,24.25176189248113,38.914482124666335,,,,,
EJ-204,-200,L,N100,4.203962111445528,10000,0,22.0,580.1990977622552,0.0413,8.401038660113635,30.572858985036802,47.41602260782551,,,,,
EJ-204,-200,L,CFD_fastic_measured_14,4.490815086896091,10000,0,24.0,597.6450376296082,0.0248,9.712620512720122,33.32996177443117,49.67966406034181,fastic_measured,2.0,3.0,0.14,0.0005703251378087712
EJ-204,-200,L,CFD_fastic_measured_24,4.888101086896091,10000,0,27.0,615.7438976494138,0.008,10.255119649939646,35.957175758714136,51.9508130587432,fastic_measured,2.0,3.0,0.24,0.000620928724301445
EJ-204,-200,L,CFD_penarodriguez_shortened_14,4.490815086896091,10000,0,24.0,597.6450376296082,0.0248,9.712620512720122,33.32996177443117,49.67966406034181,penarodriguez_shortened,2.0,3.0,0.14,0.0005703251378087712
EJ-204,-200,L,CFD_penarodriguez_shortened_24,4.888101086896091,10000,0,27.0,615.7438976494138,0.008,10.255119649939646,35.957175758714136,51.9508130587432,penarodriguez_shortened,2.0,3.0,0.24,0.000620928724301445
EJ-204,-200,L,CFD_fast_contrast_14,3.9788510868960905,10000,0,20.0,567.2286366949835,0.0739,7.677093446010342,28.31241756702131,45.34010167573568,fast_contrast,0.5,2.0,0.14,0.0005546059098931531
EJ-204,-200,L,CFD_fast_contrast_24,4.242651086896091,10000,0,22.0,583.6152972795385,0.045,8.9421884880601,31.214966748356716,48.17022646841405,fast_contrast,0.5,2.0,0.24,0.0006300144809876869
EJ-204,-200,R,N1,5.247784095947835,10000,0,12.0,914.307530515721,0.0382,3.0620580067759833,10.262766729000827,18.83193789285387,,,,,
EJ-204,-200,R,N2,5.349684799267276,10000,0,14.0,919.9873433064155,0.0247,3.4607798093131494,12.083586421250246,20.851098660793188,,,,,
EJ-204,-200,R,N5,5.533366284515257,10000,0,17.0,929.2062949050339,0.01,3.9890439984670536,14.483036735739478,24.522015086216477,,,,,
EJ-204,-200,R,N20,6.013645615940906,10000,0,24.0,959.6203647267131,0.0265,5.355491625271907,20.427055138993914,33.51258088898142,,,,,
EJ-204,-200,R,N100,7.46721660540849,10000,0,42.0,1054.8538542762342,0.0203,8.602109138615052,31.809798691850915,47.548144284351174,,,,,
EJ-204,-200,R,CFD_fastic_measured_14,6.747198095947833,10000,0,35.0,1008.9118886474422,0.048,7.007680598616174,27.016217464957613,42.64483243051223,fastic_measured,2.0,3.0,0.14,0.0009380546649845524
EJ-204,-200,R,CFD_fastic_measured_24,7.1593120959478345,10000,0,39.0,1037.9442832536424,0.0273,8.204186185563392,30.192112039239404,45.43987004381844,fastic_measured,2.0,3.0,0.24,0.0010333291758514156
EJ-204,-200,R,CFD_penarodriguez_shortened_14,6.747198095947833,10000,0,35.0,1008.9118886474422,0.048,7.007680598616174,27.016217464957613,42.64483243051223,penarodriguez_shortened,2.0,3.0,0.14,0.0009380546649845524
EJ-204,-200,R,CFD_penarodriguez_shortened_24,7.1593120959478345,10000,0,39.0,1037.9442832536424,0.0273,8.204186185563392,30.192112039239404,45.43987004381844,penarodriguez_shortened,2.0,3.0,0.24,0.0010333291758514156
EJ-204,-200,R,CFD_fast_contrast_14,6.227908095947834,10000,0,31.0,984.0481592431743,0.1405,6.570115885894762,23.933388283463714,38.91840836646254,fast_contrast,0.5,2.0,0.14,0.0009812645695875671
EJ-204,-200,R,CFD_fast_contrast_24,6.497958095947833,10000,0,33.0,1001.3955588845099,0.0978,6.8551262313415116,26.186266944216026,40.840698112315295,fast_contrast,0.5,2.0,0.24,0.000994023574631312
