material,x_mm,extreme,estimator,mean_time_ns,n_events_used,n_events_excluded,median_n_boundary_encounters,median_path_length_mm,fraction_cherenkov,theta_q05_deg,theta_median_deg,theta_q95_deg,pulse_model,tau_rise_ns,tau_fall_ns,cfd_fraction,sem_time_ns,mean_path_over_daxial
EJ-230,500,L,N1,6.856520634464666,10000,0,14.0,1214.6483232105895,0.0191,2.0059787437214625,9.031775398008627,17.681083472657875,,,,,,
EJ-230,500,L,N2,6.9918634363096395,10000,0,17.0,1223.3188408142773,0.011,2.777466440442831,11.311268110409063,20.227105065925485,,,,,,
EJ-230,500,L,N5,7.245023045233864,10000,0,22.0,1238.0803358821308,0.0034,3.591091508941855,14.323855046651367,24.33155562892364,,,,,,
EJ-230,500,L,N20,8.003026178867131,10000,0,35.0,1289.9888554563713,0.0189,5.707791458831191,21.67505547532177,34.748500410423034,,,,,,
EJ-230,500,L,N100,12.787677808412786,6685,3315,92.0,1658.693084341272,0.015706806282722512,13.718252741389291,45.10185114980726,62.37066771406242,,,,,,
EJ-230,500,L,CFD_fastic_measured_14,8.240494634464667,10000,0,40.0,1312.6728993008253,0.0427,6.138771078266732,24.05069461477127,38.47576563624818,fastic_measured,2.0,3.0,0.14,0.0014820573693217366,1.1262836396569298
EJ-230,500,L,CFD_fastic_measured_24,8.644014634464666,10000,0,48.0,1351.9725028795478,0.0753,7.046810186543631,27.6829074991848,40.97009186785555,fastic_measured,2.0,3.0,0.24,0.0015567466217864987,1.1884866453284681
EJ-230,500,L,CFD_penarodriguez_shortened_14,8.240494634464667,10000,0,40.0,1312.6728993008253,0.0427,6.138771078266732,24.05069461477127,38.47576563624818,penarodriguez_shortened,2.0,3.0,0.14,0.0014820573693217366,1.1262836396569298
EJ-230,500,L,CFD_penarodriguez_shortened_24,8.644014634464666,10000,0,48.0,1351.9725028795478,0.0753,7.046810186543631,27.6829074991848,40.97009186785555,penarodriguez_shortened,2.0,3.0,0.24,0.0015567466217864987,1.1884866453284681
EJ-230,500,L,CFD_fast_contrast_14,7.718366634464667,10000,0,30.0,1269.090138381313,0.0008,5.039888359735616,19.077703951794525,30.203628545526044,fast_contrast,0.5,2.0,0.14,0.0014844100898700077,1.0772336639684539
EJ-230,500,L,CFD_fast_contrast_24,7.990800634464667,10000,0,35.0,1290.459115962739,0.0059,5.720095965555208,21.722660737351955,33.4002720039703,fast_contrast,0.5,2.0,0.24,0.0016212834031527237,1.124891870238345
EJ-230,500,R,N1,1.3591734013639252,10000,0,3.0,204.79581379294845,0.0702,0.0,11.867235107960475,23.767557820401585,,,,,,
EJ-230,500,R,N2,1.3992603124776823,10000,0,4.0,207.3576560045193,0.0592,1.5878701774432558,15.182127239374225,26.51131306290049,,,,,,
EJ-230,500,R,N5,1.4677262968020144,10000,0,5.0,211.41409910959695,0.0618,2.607707125448802,18.882026011041315,32.45170908721724,,,,,,
EJ-230,500,R,N20,1.5856330501479283,10000,0,16.0,258.57228964266403,0.5382,8.170079039159596,39.40516193446173,42.00341739850396,,,,,,
EJ-230,500,R,N100,1.935898738620872,10000,0,10.0,239.98449830541185,0.0811,7.874801193736952,33.53761567367441,51.827275250921254,,,,,,
EJ-230,500,R,CFD_fastic_measured_14,2.554645401363925,10000,0,13.0,262.78124424282055,0.0191,11.826718992505603,40.716726013026346,59.687536267899624,fastic_measured,2.0,3.0,0.14,0.00033372928286318806,1.3969732254458802
EJ-230,500,R,CFD_fastic_measured_24,2.892741401363925,10000,0,14.0,271.4555010816163,0.0118,12.340922271423896,42.82569503052103,62.838350735925424,fastic_measured,2.0,3.0,0.24,0.00036495354817033074,1.468395901326965
EJ-230,500,R,CFD_penarodriguez_shortened_14,2.554645401363925,10000,0,13.0,262.78124424282055,0.0191,11.826718992505603,40.716726013026346,59.687536267899624,penarodriguez_shortened,2.0,3.0,0.14,0.00033372928286318806,1.3969732254458802
EJ-230,500,R,CFD_penarodriguez_shortened_24,2.892741401363925,10000,0,14.0,271.4555010816163,0.0118,12.340922271423896,42.82569503052103,62.838350735925424,penarodriguez_shortened,2.0,3.0,0.24,0.00036495354817033074,1.468395901326965
EJ-230,500,R,CFD_fast_contrast_14,2.122211401363925,10000,0,10.0,246.31173984274096,0.0278,10.125206499002129,35.794870896271725,53.627365131095544,fast_contrast,0.5,2.0,0.14,0.0003321459365419281,1.279965295812307
EJ-230,500,R,CFD_fast_contrast_24,2.3451154013639255,10000,0,12.0,258.01324000813065,0.0318,11.395804262359649,39.36804954468079,58.07113494764683,fast_contrast,0.5,2.0,0.24,0.0003601854786789118,1.3632693295944514
