material,x_mm,extreme,estimator,mean_time_ns,n_events_used,n_events_excluded,median_n_boundary_encounters,median_path_length_mm,fraction_cherenkov,theta_q05_deg,theta_median_deg,theta_q95_deg,pulse_model,tau_rise_ns,tau_fall_ns,cfd_fraction,sem_time_ns,mean_path_over_daxial
EJ-200,500,L,N1,6.911486118984694,10000,0,16.0,1217.4736732664928,0.0278,2.984111895272162,9.826618776618822,18.16162611458698,,,,,,
EJ-200,500,L,N2,7.041504302714743,10000,0,19.0,1224.7543437850948,0.0158,3.4385176124765766,11.635451831577186,20.501601323959918,,,,,,
EJ-200,500,L,N5,7.2752901873113425,10000,0,22.0,1235.6626814908423,0.0052,3.7939476242943035,13.8926985425022,23.97946508913047,,,,,,
EJ-200,500,L,N20,7.896651038138732,10000,0,31.0,1270.42968501209,0.0076,4.654434587441992,19.283811460064,31.717573395308104,,,,,,
EJ-200,500,L,N100,9.913283090468706,10000,0,57.0,1415.1226240683836,0.0134,8.348377799386174,32.35568441696054,47.701340309957864,,,,,,
EJ-200,500,L,CFD_fastic_measured_14,8.615250118984694,10000,0,43.0,1330.3786059003432,0.0716,6.159433971846264,25.643461526787803,40.58132317390834,fastic_measured,2.0,3.0,0.14,0.0012238662636815854,1.1334967714168678
EJ-200,500,L,CFD_fastic_measured_24,9.088842118984694,10000,0,47.0,1352.2969549467753,0.0257,6.735321660035537,27.608398040237155,42.65687909787148,fastic_measured,2.0,3.0,0.24,0.0013562411364976205,1.1748383743920938
EJ-200,500,L,CFD_penarodriguez_shortened_14,8.615250118984694,10000,0,43.0,1330.3786059003432,0.0716,6.159433971846264,25.643461526787803,40.58132317390834,penarodriguez_shortened,2.0,3.0,0.14,0.0012238662636815854,1.1334967714168678
EJ-200,500,L,CFD_penarodriguez_shortened_24,9.088842118984694,10000,0,47.0,1352.2969549467753,0.0257,6.735321660035537,27.608398040237155,42.65687909787148,penarodriguez_shortened,2.0,3.0,0.24,0.0013562411364976205,1.1748383743920938
EJ-200,500,L,CFD_fast_contrast_14,7.992770118984693,10000,0,33.0,1278.8668534014753,0.0084,4.947392789923689,20.261892785824962,32.65961312803545,fast_contrast,0.5,2.0,0.14,0.0013021776497079212,1.0808611635176848
EJ-200,500,L,CFD_fast_contrast_24,8.322324118984692,10000,0,40.0,1311.3087997922569,0.0962,5.856308811921233,23.888640290498174,39.14155754687976,fast_contrast,0.5,2.0,0.24,0.0013693785588213658,1.1237197246741175
EJ-200,500,R,N1,1.4171216100268476,10000,0,5.0,208.0168823794674,0.0968,3.4274383518817997,15.677193168812899,28.7528432281816,,,,,,
EJ-200,500,R,N2,1.4658511638113043,10000,0,5.0,211.60590260089052,0.1416,3.8403197883365183,19.03156131435247,37.860719901108844,,,,,,
EJ-200,500,R,N5,1.5318825469256006,10000,0,11.0,232.99345191604613,0.4732,6.2111120380567515,30.739879510435642,39.33611959194263,,,,,,
EJ-200,500,R,N20,1.6532392395960553,10000,0,11.0,240.4972668170329,0.392,7.30251196947127,33.685547329103365,44.53549250967225,,,,,,
EJ-200,500,R,N100,2.133308776239828,10000,0,10.0,244.22207046542374,0.0434,8.869237624034135,34.913886021647485,54.710986190920025,,,,,,
EJ-200,500,R,CFD_fastic_measured_14,2.8467476100268474,10000,0,13.0,264.4129091757493,0.0096,11.198578312652394,40.954044696041144,61.14401202270022,fastic_measured,2.0,3.0,0.14,0.00041058170199422006,1.4118710732247435
EJ-200,500,R,CFD_fastic_measured_24,3.2491156100268475,10000,0,15.0,274.5809459888164,0.0117,13.328030944115268,43.44029080885904,64.79200950783385,fastic_measured,2.0,3.0,0.24,0.000443231300946924,1.4958436908668202
EJ-200,500,R,CFD_penarodriguez_shortened_14,2.8467476100268474,10000,0,13.0,264.4129091757493,0.0096,11.198578312652394,40.954044696041144,61.14401202270022,penarodriguez_shortened,2.0,3.0,0.14,0.00041058170199422006,1.4118710732247435
EJ-200,500,R,CFD_penarodriguez_shortened_24,3.2491156100268475,10000,0,15.0,274.5809459888164,0.0117,13.328030944115268,43.44029080885904,64.79200950783385,penarodriguez_shortened,2.0,3.0,0.24,0.000443231300946924,1.4958436908668202
EJ-200,500,R,CFD_fast_contrast_14,2.3231496100268476,10000,0,11.0,251.60425548148783,0.0379,10.685744709899064,37.37660209254895,57.51111108466499,fast_contrast,0.5,2.0,0.14,0.00041873128297970785,1.3187441704829257
EJ-200,500,R,CFD_fast_contrast_24,2.5957396100268473,10000,0,12.0,259.8907960223987,0.0273,11.012921920257673,39.723067414957896,60.01274513202693,fast_contrast,0.5,2.0,0.24,0.0004483672247904538,1.3770082712163223
