material,x_mm,extreme,estimator,mean_time_ns,n_events_used,n_events_excluded,median_n_boundary_encounters,median_path_length_mm,fraction_cherenkov,theta_q05_deg,theta_median_deg,theta_q95_deg,pulse_model,tau_rise_ns,tau_fall_ns,cfd_fraction,sem_time_ns,mean_path_over_daxial
EJ-204,-650,L,N1,0.5235499532361136,10000,0,4.0,63.32051362056083,0.7288,0.0,38.24906945460724,39.372379402194014,,,,,,
EJ-204,-650,L,N2,0.5304236722406916,10000,0,4.0,63.640530345163896,0.9198,5.850949326071179,38.54544343036075,39.3781234964336,,,,,,
EJ-204,-650,L,N5,0.5370293798744747,10000,0,4.0,63.82361328583572,0.9693,17.514570210749525,38.351917665802404,39.32185665490076,,,,,,
EJ-204,-650,L,N20,0.5653368313893526,10000,0,4.0,67.74118734356455,0.8748,11.796410776617147,38.18278756086895,39.43835412394473,,,,,,
EJ-204,-650,L,N100,0.8465006307725768,10000,0,4.0,68.19230305734565,0.1431,0.0,39.270443737433865,63.80669636239569,,,,,,
EJ-204,-650,L,CFD_fastic_measured_14,1.7253679532361137,10000,0,5.0,76.43965423143283,0.0115,13.388348215557214,49.29271121753246,75.48779357822536,fastic_measured,2.0,3.0,0.14,0.0002717560753453127,1.886664775450326
EJ-204,-650,L,CFD_fastic_measured_24,2.0792579532361137,10000,0,5.0,79.17874520247481,0.011,14.232598259309448,51.04628041237615,77.54418865818205,fastic_measured,2.0,3.0,0.24,0.000287648863387078,2.050190077200803
EJ-204,-650,L,CFD_penarodriguez_shortened_14,1.7253679532361137,10000,0,5.0,76.43965423143283,0.0115,13.388348215557214,49.29271121753246,75.48779357822536,penarodriguez_shortened,2.0,3.0,0.14,0.0002717560753453127,1.886664775450326
EJ-204,-650,L,CFD_penarodriguez_shortened_24,2.0792579532361137,10000,0,5.0,79.17874520247481,0.011,14.232598259309448,51.04628041237615,77.54418865818205,penarodriguez_shortened,2.0,3.0,0.24,0.000287648863387078,2.050190077200803
EJ-204,-650,L,CFD_fast_contrast_14,1.2713279532361137,10000,0,4.0,73.10313819751349,0.0304,12.597249525069566,46.90793818612719,72.226078420649,fast_contrast,0.5,2.0,0.14,0.0002817708906494347,1.7197523551616007
EJ-204,-650,L,CFD_fast_contrast_24,1.5034859532361138,10000,0,4.0,74.99035835938366,0.0063,12.900413383501718,48.24218024853238,72.96975256382065,fast_contrast,0.5,2.0,0.24,0.00028921671020871895,1.7563793918227428
EJ-204,-650,R,N1,7.729933774603838,10000,0,17.0,1368.7840798662494,0.0261,2.7934861698326925,9.605064020998125,18.12625897189048,,,,,,
EJ-204,-650,R,N2,7.87817224140335,10000,0,21.0,1377.0724819581274,0.0124,3.206440766736134,11.454530913175777,20.367574065975944,,,,,,
EJ-204,-650,R,N5,8.154921420829282,10000,0,25.0,1391.6502204648905,0.0042,3.507057406115921,14.132395077558918,24.374329435323087,,,,,,
EJ-204,-650,R,N20,8.94868228376053,10000,0,39.0,1446.1676552292251,0.03,5.2246000381904025,21.153632463641895,34.44750255797383,,,,,,
EJ-204,-650,R,N100,12.849462617150735,9839,161,95.0,1805.931328310554,0.010265270860859843,12.26637428213296,42.52367439349735,56.31641732946609,,,,,,
EJ-204,-650,R,CFD_fastic_measured_14,9.307621774603838,10000,0,48.0,1485.2774812641114,0.107,6.1670444439360255,24.778343461660068,38.99880421815961,fastic_measured,2.0,3.0,0.14,0.001600221467077762,1.1268423438189512
EJ-204,-650,R,CFD_fastic_measured_24,9.760285774603839,10000,0,53.0,1514.2804133673167,0.0713,7.052812057741806,27.19024379298984,41.68592558989242,fastic_measured,2.0,3.0,0.24,0.0017227224044828995,1.1616794342314527
EJ-204,-650,R,CFD_penarodriguez_shortened_14,9.307621774603838,10000,0,48.0,1485.2774812641114,0.107,6.1670444439360255,24.778343461660068,38.99880421815961,penarodriguez_shortened,2.0,3.0,0.14,0.001600221467077762,1.1268423438189512
EJ-204,-650,R,CFD_penarodriguez_shortened_24,9.760285774603839,10000,0,53.0,1514.2804133673167,0.0713,7.052812057741806,27.19024379298984,41.68592558989242,penarodriguez_shortened,2.0,3.0,0.24,0.0017227224044828995,1.1616794342314527
EJ-204,-650,R,CFD_fast_contrast_14,8.712945774603838,10000,0,34.0,1428.53560739375,0.0027,4.518964188213993,19.13761384644831,30.62272010860143,fast_contrast,0.5,2.0,0.14,0.0016330766523825866,1.0770900718938476
EJ-204,-650,R,CFD_fast_contrast_24,9.025405774603838,10000,0,40.0,1451.0823497441015,0.0293,5.187356215041574,21.61570221962711,34.81542061339902,fast_contrast,0.5,2.0,0.24,0.0017847671558201814,1.107912857771984
