material,x_mm,extreme,estimator,mean_time_ns,n_events_used,n_events_excluded,median_n_boundary_encounters,median_path_length_mm,fraction_cherenkov,theta_q05_deg,theta_median_deg,theta_q95_deg,pulse_model,tau_rise_ns,tau_fall_ns,cfd_fraction,sem_time_ns,mean_path_over_daxial
EJ-204,650,L,N1,7.728184695471107,10000,0,17.0,1368.471957302545,0.0279,2.713891025547936,9.517689816434004,17.86479415615894,,,,,,
EJ-204,650,L,N2,7.877236050832686,10000,0,21.0,1376.8602424331436,0.0143,3.0719414819188,11.420561863666073,20.336903389876323,,,,,,
EJ-204,650,L,N5,8.15187676492793,10000,0,25.0,1391.7896705898515,0.0044,3.5265418941590965,14.147758457775035,24.32737434591468,,,,,,
EJ-204,650,L,N20,8.947529065436099,10000,0,38.0,1444.669776137861,0.0303,5.2101979698690615,21.003747849591058,34.55123653404336,,,,,,
EJ-204,650,L,N100,12.85521669320635,9818,182,94.0,1809.5070195502335,0.010185373803218578,12.122619442172146,42.5889417910807,56.91702577217685,,,,,,
EJ-204,650,L,CFD_fastic_measured_14,9.305844695471109,10000,0,47.0,1482.9476079765682,0.1096,5.961385423702695,24.591769302847503,38.99502341684527,fastic_measured,2.0,3.0,0.14,0.001572724933590034,1.1430746885241987
EJ-204,650,L,CFD_fastic_measured_24,9.758536695471106,10000,0,53.0,1515.2074612138185,0.0706,7.080865034135522,27.25813199426773,41.65742189336549,fastic_measured,2.0,3.0,0.24,0.001691110894202099,1.1686026223909187
EJ-204,650,L,CFD_penarodriguez_shortened_14,9.305844695471109,10000,0,47.0,1482.9476079765682,0.1096,5.961385423702695,24.591769302847503,38.99502341684527,penarodriguez_shortened,2.0,3.0,0.14,0.001572724933590034,1.1430746885241987
EJ-204,650,L,CFD_penarodriguez_shortened_24,9.758536695471106,10000,0,53.0,1515.2074612138185,0.0706,7.080865034135522,27.25813199426773,41.65742189336549,penarodriguez_shortened,2.0,3.0,0.24,0.001691110894202099,1.1686026223909187
EJ-204,650,L,CFD_fast_contrast_14,8.709408695471108,10000,0,35.0,1428.7183965052304,0.0018,4.8178475597118355,19.176277945890178,30.551482545200432,fast_contrast,0.5,2.0,0.14,0.0016165109557880624,1.0844972013291918
EJ-204,650,L,CFD_fast_contrast_24,9.023970695471107,10000,0,39.0,1451.0135161585404,0.0274,5.220961051459532,21.587540800424946,34.852238354704824,fast_contrast,0.5,2.0,0.24,0.0017674291736310506,1.1005167345318754
EJ-204,650,R,N1,0.5234920154769183,10000,0,4.0,63.28747394655865,0.7261,0.0,38.232042560604825,39.36483860106221,,,,,,
EJ-204,650,R,N2,0.5304997650701353,10000,0,4.0,63.63614370432764,0.9186,5.615572867980618,38.54373691392394,39.37072561951648,,,,,,
EJ-204,650,R,N5,0.5371554989865998,10000,0,4.0,63.822386852239475,0.9664,17.274396238664828,38.34767286295423,39.32237044156805,,,,,,
EJ-204,650,R,N20,0.5653466407280151,10000,0,4.0,67.76059813498895,0.8718,11.342099802439131,38.17073246295972,39.45414099673394,,,,,,
EJ-204,650,R,N100,0.8462261724543733,10000,0,3.0,67.62887819584611,0.1341,0.0,38.45913430237259,63.738467916060266,,,,,,
EJ-204,650,R,CFD_fastic_measured_14,1.7249260154769184,10000,0,5.0,77.6233786617475,0.0107,13.69199575230857,50.01750960758912,75.3694755066387,fastic_measured,2.0,3.0,0.14,0.0002762112313439386,1.8956317845959627
EJ-204,650,R,CFD_fastic_measured_24,2.0793400154769186,10000,0,5.0,79.34668274734139,0.0102,14.042439810934809,51.11514196503934,77.5422600628888,fastic_measured,2.0,3.0,0.24,0.0002916591046754405,2.0639927132529237
EJ-204,650,R,CFD_penarodriguez_shortened_14,1.7249260154769184,10000,0,5.0,77.6233786617475,0.0107,13.69199575230857,50.01750960758912,75.3694755066387,penarodriguez_shortened,2.0,3.0,0.14,0.0002762112313439386,1.8956317845959627
EJ-204,650,R,CFD_penarodriguez_shortened_24,2.0793400154769186,10000,0,5.0,79.34668274734139,0.0102,14.042439810934809,51.11514196503934,77.5422600628888,penarodriguez_shortened,2.0,3.0,0.24,0.0002916591046754405,2.0639927132529237
EJ-204,650,R,CFD_fast_contrast_14,1.2707540154769184,10000,0,4.0,72.9869872802696,0.0305,12.166792796452963,46.80218306667118,72.55268910247104,fast_contrast,0.5,2.0,0.14,0.00028527774935103946,1.6985375817826207
EJ-204,650,R,CFD_fast_contrast_24,1.5029860154769186,10000,0,4.0,74.44599665693936,0.0077,13.236559786234224,47.96239915807415,73.23069252979965,fast_contrast,0.5,2.0,0.24,0.00029367479523540753,1.7660065189000602
