material,x_mm,extreme,estimator,mean_time_ns,n_events_used,n_events_excluded,median_n_boundary_encounters,median_path_length_mm,fraction_cherenkov,theta_q05_deg,theta_median_deg,theta_q95_deg,pulse_model,tau_rise_ns,tau_fall_ns,cfd_fraction,sem_time_ns,mean_path_over_daxial
EJ-200,-200,L,N1,3.078512511167371,10000,0,9.0,512.0148679453036,0.0529,3.6238292833165966,12.53268387764954,21.97597554591415,,,,,,
EJ-200,-200,L,N2,3.15389767149426,10000,0,10.0,515.5683063465185,0.0361,4.187169865076062,14.255941175024299,24.609274601716596,,,,,,
EJ-200,-200,L,N5,3.2827918467364974,10000,0,11.0,522.7496104495203,0.0168,4.674284103525766,17.010475158779727,27.886164068186865,,,,,,
EJ-200,-200,L,N20,3.5758618029411946,10000,0,19.0,553.0640258334884,0.2298,6.7433444049026905,25.37901514913169,39.87122436957134,,,,,,
EJ-200,-200,L,N100,4.314172204367241,10000,0,22.0,582.3401900875851,0.0332,8.856222190711614,30.932337589671913,47.91161906173648,,,,,,
EJ-200,-200,L,CFD_fastic_measured_14,4.653884511167371,10000,0,24.0,599.1642312470706,0.0163,9.391537970453621,33.551722784690675,50.50634326702432,fastic_measured,2.0,3.0,0.14,0.0006197185574471835,1.2427944303279261
EJ-200,-200,L,CFD_fastic_measured_24,5.083302511167371,10000,0,27.0,620.4793679063382,0.0102,10.160132885601065,36.51072683683034,53.346103334497165,fastic_measured,2.0,3.0,0.24,0.0006727655697169821,1.2986160320895148
EJ-200,-200,L,CFD_penarodriguez_shortened_14,4.653884511167371,10000,0,24.0,599.1642312470706,0.0163,9.391537970453621,33.551722784690675,50.50634326702432,penarodriguez_shortened,2.0,3.0,0.14,0.0006197185574471835,1.2427944303279261
EJ-200,-200,L,CFD_penarodriguez_shortened_24,5.083302511167371,10000,0,27.0,620.4793679063382,0.0102,10.160132885601065,36.51072683683034,53.346103334497165,penarodriguez_shortened,2.0,3.0,0.24,0.0006727655697169821,1.2986160320895148
EJ-200,-200,L,CFD_fast_contrast_14,4.094162511167371,10000,0,20.0,569.6107414145116,0.0406,8.004749524898214,28.666875766930637,45.7199783225552,fast_contrast,0.5,2.0,0.14,0.0006164070926402964,1.1734759359778415
EJ-200,-200,L,CFD_fast_contrast_24,4.387064511167371,10000,0,23.0,585.8889661193919,0.0288,8.740899175999191,31.511314241703552,48.42734130423001,fast_contrast,0.5,2.0,0.24,0.0006944890087661988,1.2120561706590467
EJ-200,-200,R,N1,5.270250688045783,10000,0,13.0,915.1832507176036,0.0361,3.2504123761733696,10.57554810606008,19.180660649809845,,,,,,
EJ-200,-200,R,N2,5.376078677468978,10000,0,15.0,921.3131253345105,0.0205,3.846141910690433,12.461750117089984,21.592207907171016,,,,,,
EJ-200,-200,R,N5,5.561184742589359,10000,0,18.0,930.5301056925468,0.0059,4.281617882593595,14.793368682691497,24.752862780148703,,,,,,
EJ-200,-200,R,N20,6.0348086843373,10000,0,24.0,956.9863795308979,0.0188,5.3668398887106665,19.960101289704184,32.91511889442587,,,,,,
EJ-200,-200,R,N100,7.345211605336355,10000,0,39.0,1038.892771730722,0.0177,8.055083837142218,30.162929716727092,46.051509709072576,,,,,,
EJ-200,-200,R,CFD_fastic_measured_14,6.915852688045782,10000,0,35.0,1016.2921827668524,0.0354,7.308005377148668,27.813320376853724,43.31731115130529,fastic_measured,2.0,3.0,0.14,0.0009283042695399375,1.1617986545045518
EJ-200,-200,R,CFD_fastic_measured_24,7.3661966880457825,10000,0,39.0,1040.3571463829167,0.0136,7.989863979836381,30.246091759213208,45.560566787397946,fastic_measured,2.0,3.0,0.24,0.0010283125207123803,1.1999014298649904
EJ-200,-200,R,CFD_penarodriguez_shortened_14,6.915852688045782,10000,0,35.0,1016.2921827668524,0.0354,7.308005377148668,27.813320376853724,43.31731115130529,penarodriguez_shortened,2.0,3.0,0.14,0.0009283042695399375,1.1617986545045518
EJ-200,-200,R,CFD_penarodriguez_shortened_24,7.3661966880457825,10000,0,39.0,1040.3571463829167,0.0136,7.989863979836381,30.246091759213208,45.560566787397946,penarodriguez_shortened,2.0,3.0,0.24,0.0010283125207123803,1.1999014298649904
EJ-200,-200,R,CFD_fast_contrast_14,6.345420688045782,10000,0,32.0,991.3340271333753,0.1409,6.4206140440486985,24.843927233686067,39.78055792312417,fast_contrast,0.5,2.0,0.14,0.000936031023207607,1.1313443559692826
EJ-200,-200,R,CFD_fast_contrast_24,6.642756688045783,10000,0,32.0,999.794240020359,0.0535,6.521004641153734,25.91971141354982,41.411102565592024,fast_contrast,0.5,2.0,0.24,0.0010070184537361979,1.1540829072660435
