material,x_mm,extreme,estimator,mean_time_ns,n_events_used,n_events_excluded,median_n_boundary_encounters,median_path_length_mm,fraction_cherenkov,theta_q05_deg,theta_median_deg,theta_q95_deg,pulse_model,tau_rise_ns,tau_fall_ns,cfd_fraction,sem_time_ns,mean_path_over_daxial
EJ-230,0,L,N1,4.098973881544648,10000,0,8.0,709.3407511272566,0.0376,1.834741588154797,9.466830142267067,18.37099687491473,,,,,,
EJ-230,0,L,N2,4.182222436489314,10000,0,10.0,714.4758234361041,0.0227,2.6739944218908804,11.655960794811183,20.646382971177694,,,,,,
EJ-230,0,L,N5,4.329193281087843,10000,0,13.0,723.378627638209,0.0117,3.7892143898050707,14.710065820871733,24.569228985749195,,,,,,
EJ-230,0,L,N20,4.706448171380022,10000,0,19.0,746.0482544142412,0.0073,5.438148999983708,20.3185420582314,32.26545292236515,,,,,,
EJ-230,0,L,N100,5.791486789698047,10000,0,33.0,826.1993425449484,0.0267,9.648926964422191,32.324094876148145,47.54630114492202,,,,,,
EJ-230,0,L,CFD_fastic_measured_14,5.463593881544647,10000,0,29.0,801.8945460717224,0.0457,7.9602270421161,29.35551476215332,44.54679910367262,fastic_measured,2.0,3.0,0.14,0.0007307269455315077,1.1910450492966285
EJ-230,0,L,CFD_fastic_measured_24,5.836033881544647,10000,0,33.0,827.5515904495783,0.0223,9.147150555131251,32.527002670746384,47.25777712366689,fastic_measured,2.0,3.0,0.24,0.0008074320976373631,1.241770934809704
EJ-230,0,L,CFD_penarodriguez_shortened_14,5.463593881544647,10000,0,29.0,801.8945460717224,0.0457,7.9602270421161,29.35551476215332,44.54679910367262,penarodriguez_shortened,2.0,3.0,0.14,0.0007307269455315077,1.1910450492966285
EJ-230,0,L,CFD_penarodriguez_shortened_24,5.836033881544647,10000,0,33.0,827.5515904495783,0.0223,9.147150555131251,32.527002670746384,47.25777712366689,penarodriguez_shortened,2.0,3.0,0.24,0.0008074320976373631,1.241770934809704
EJ-230,0,L,CFD_fast_contrast_14,4.998959881544647,10000,0,26.0,781.9547905107054,0.1584,6.8541783541923715,26.52678071582511,40.16749363099017,fast_contrast,0.5,2.0,0.14,0.0007442359118524041,1.146506384939411
EJ-230,0,L,CFD_fast_contrast_24,5.239653881544648,10000,0,27.0,790.1247950475008,0.0766,7.398316596661333,27.77346138580068,42.53280726190387,fast_contrast,0.5,2.0,0.24,0.0007702500109846287,1.1595363733606696
EJ-230,0,R,N1,4.100668007150886,10000,0,9.0,709.4252035894833,0.0376,1.9759386517701005,9.510618786220515,18.321565436073055,,,,,,
EJ-230,0,R,N2,4.182408890438819,10000,0,10.0,714.2525547104963,0.0235,2.6519589422475978,11.55596650061047,20.75261232299158,,,,,,
EJ-230,0,R,N5,4.32928003769223,10000,0,13.0,722.9503042928723,0.0096,3.7575647121631675,14.571147017726785,24.551593760114578,,,,,,
EJ-230,0,R,N20,4.7069075768915996,10000,0,19.0,746.1867916261822,0.0073,5.480271203231008,20.359872781604174,32.41929611411631,,,,,,
EJ-230,0,R,N100,5.792450492889541,10000,0,32.0,825.0297562802477,0.0287,8.734381257743753,32.32700042381853,47.538962049758304,,,,,,
EJ-230,0,R,CFD_fastic_measured_14,5.465136007150886,10000,0,30.0,805.6650692326835,0.0455,7.992954324900905,29.86057195045582,44.68860139517027,fastic_measured,2.0,3.0,0.14,0.0007389020663632628,1.1875717385852453
EJ-230,0,R,CFD_fastic_measured_24,5.838086007150886,10000,0,33.0,828.1927486557299,0.0204,9.006084877348483,32.60168873531046,47.1389674678411,fastic_measured,2.0,3.0,0.24,0.0008142218641863661,1.2387206317188955
EJ-230,0,R,CFD_penarodriguez_shortened_14,5.465136007150886,10000,0,30.0,805.6650692326835,0.0455,7.992954324900905,29.86057195045582,44.68860139517027,penarodriguez_shortened,2.0,3.0,0.14,0.0007389020663632628,1.1875717385852453
EJ-230,0,R,CFD_penarodriguez_shortened_24,5.838086007150886,10000,0,33.0,828.1927486557299,0.0204,9.006084877348483,32.60168873531046,47.1389674678411,penarodriguez_shortened,2.0,3.0,0.24,0.0008142218641863661,1.2387206317188955
EJ-230,0,R,CFD_fast_contrast_14,4.999832007150886,10000,0,27.0,780.4289036709542,0.1573,7.023060768759377,26.317082726436567,40.128927266203235,fast_contrast,0.5,2.0,0.14,0.000749214830085669,1.14274266407681
EJ-230,0,R,CFD_fast_contrast_24,5.241136007150886,10000,0,27.0,789.5098544120065,0.0714,7.744278572252158,27.63206115625064,42.328946437684046,fast_contrast,0.5,2.0,0.24,0.0007805824602881034,1.1642818636082348
