material,x_mm,extreme,estimator,mean_time_ns,n_events_used,n_events_excluded,median_n_boundary_encounters,median_path_length_mm,fraction_cherenkov,theta_q05_deg,theta_median_deg,theta_q95_deg,pulse_model,tau_rise_ns,tau_fall_ns,cfd_fraction,sem_time_ns,mean_path_over_daxial
EJ-204,-500,L,N1,1.3941856801258745,10000,0,4.0,206.72609731776464,0.0886,2.689769727097513,14.365457721848866,26.0743498424123,,,,,,
EJ-204,-500,L,N2,1.4365434901725054,10000,0,5.0,209.10034287995103,0.0895,3.172670386690158,16.857684721545922,30.014762255681248,,,,,,
EJ-204,-500,L,N5,1.5043153036778116,10000,0,7.0,217.54061578580468,0.2857,4.416900491426857,22.980285259953334,38.6576353749295,,,,,,
EJ-204,-500,L,N20,1.5981106687664004,10000,0,16.0,256.5880611441465,0.537,8.269276452465732,38.50990793506824,42.51791377495593,,,,,,
EJ-204,-500,L,N100,2.003802949318747,10000,0,10.0,240.08978388829593,0.0645,8.122634461319604,33.564633536485225,52.899768338019356,,,,,,
EJ-204,-500,L,CFD_fastic_measured_14,2.700141680125874,10000,0,13.0,263.3235710616518,0.0169,11.925478474070752,40.700372676925724,60.35147215467917,fastic_measured,2.0,3.0,0.14,0.0003666838192364293,1.4015460749796027
EJ-204,-500,L,CFD_fastic_measured_24,3.0727976801258743,10000,0,14.0,272.66664956100215,0.0147,13.003948269273009,43.10392254745871,63.97643338027778,fastic_measured,2.0,3.0,0.24,0.00039851556381757575,1.4856082686685967
EJ-204,-500,L,CFD_penarodriguez_shortened_14,2.700141680125874,10000,0,13.0,263.3235710616518,0.0169,11.925478474070752,40.700372676925724,60.35147215467917,penarodriguez_shortened,2.0,3.0,0.14,0.0003666838192364293,1.4015460749796027
EJ-204,-500,L,CFD_penarodriguez_shortened_24,3.0727976801258743,10000,0,14.0,272.66664956100215,0.0147,13.003948269273009,43.10392254745871,63.97643338027778,penarodriguez_shortened,2.0,3.0,0.24,0.00039851556381757575,1.4856082686685967
EJ-204,-500,L,CFD_fast_contrast_14,2.2174096801258747,10000,0,11.0,249.36257839823813,0.0485,10.25088172539884,36.76236105981631,57.19430652889187,fast_contrast,0.5,2.0,0.14,0.0003745098316103364,1.3118958958651232
EJ-204,-500,L,CFD_fast_contrast_24,2.468341680125875,10000,0,12.0,258.6105455263603,0.025,10.823542971792806,39.42565187201763,58.43415421755767,fast_contrast,0.5,2.0,0.24,0.0004017569143428604,1.356437911238908
EJ-204,-500,R,N1,6.898234982922473,10000,0,16.0,1216.7787036904506,0.0301,2.897814653970385,9.640547880451528,18.069637680456747,,,,,,
EJ-204,-500,R,N2,7.032229124869028,10000,0,18.0,1224.323836992406,0.0153,3.2297776892287016,11.525069610054523,20.38488178368153,,,,,,
EJ-204,-500,R,N5,7.276608609289315,10000,0,22.0,1237.187369600489,0.0062,3.7306580448346818,14.169207333999985,24.189204584874584,,,,,,
EJ-204,-500,R,N20,7.955434168924081,10000,0,33.0,1281.0823997368616,0.026,5.2182490279554585,20.609673989229996,33.84738633378709,,,,,,
EJ-204,-500,R,N100,10.819902359674124,10000,0,70.0,1507.4645320164489,0.022,10.384411576619023,37.97286907777105,54.30185393772224,,,,,,
EJ-204,-500,R,CFD_fastic_measured_14,8.435002982922471,10000,0,44.0,1328.6772018639742,0.1173,6.240944502951532,25.562493560136254,39.655616932364005,fastic_measured,2.0,3.0,0.14,0.0013486493966225143,1.1441778335693706
EJ-204,-500,R,CFD_fastic_measured_24,8.864506982922475,10000,0,46.0,1346.884734936853,0.04,7.306646194125217,27.279598258338694,42.226985029689764,fastic_measured,2.0,3.0,0.24,0.0014697371488312906,1.1744559227187497
EJ-204,-500,R,CFD_penarodriguez_shortened_14,8.435002982922471,10000,0,44.0,1328.6772018639742,0.1173,6.240944502951532,25.562493560136254,39.655616932364005,penarodriguez_shortened,2.0,3.0,0.14,0.0013486493966225143,1.1441778335693706
EJ-204,-500,R,CFD_penarodriguez_shortened_24,8.864506982922475,10000,0,46.0,1346.884734936853,0.04,7.306646194125217,27.279598258338694,42.226985029689764,penarodriguez_shortened,2.0,3.0,0.24,0.0014697371488312906,1.1744559227187497
EJ-204,-500,R,CFD_fast_contrast_14,7.864048982922474,10000,0,31.0,1273.0436402805917,0.0048,4.716384789188833,19.568141466581345,31.420087823643716,fast_contrast,0.5,2.0,0.14,0.0014113638693071101,1.0865215168392621
EJ-204,-500,R,CFD_fast_contrast_24,8.164612982922474,10000,0,38.0,1300.9698349129012,0.0685,5.68429045984278,22.786190381150703,38.18693743590851,fast_contrast,0.5,2.0,0.24,0.0015194146400136427,1.1138974795038787
