material,x_mm,extreme,estimator,mean_time_ns,n_events_used,n_events_excluded,median_n_boundary_encounters,median_path_length_mm,fraction_cherenkov,theta_q05_deg,theta_median_deg,theta_q95_deg,pulse_model,tau_rise_ns,tau_fall_ns,cfd_fraction,sem_time_ns,mean_path_over_daxial
EJ-200,650,L,N1,7.733063650191866,10000,0,18.0,1368.946257760983,0.0232,2.8611893049335877,9.6538443679507,17.842793732198288,,,,,,
EJ-200,650,L,N2,7.874191948318159,10000,0,20.0,1376.3670314318879,0.0113,3.2023641076919187,11.332020368236396,20.05655816285725,,,,,,
EJ-200,650,L,N5,8.13190223350633,10000,0,25.0,1390.0983808585815,0.0044,3.6858415094857935,13.861903421208233,23.646025029763305,,,,,,
EJ-200,650,L,N20,8.829676635857687,10000,0,35.0,1428.8020360838623,0.0058,4.736717049680927,19.199689488626795,31.867042641656248,,,,,,
EJ-200,650,L,N100,11.203452149193671,10000,0,72.0,1634.6312027944577,0.0163,8.857215128648704,34.741942757162725,49.026013364227495,,,,,,
EJ-200,650,L,CFD_fastic_measured_14,9.495267650191867,10000,0,49.0,1489.9940777108377,0.0898,6.241152730535688,25.141330161974807,39.882163512928074,fastic_measured,2.0,3.0,0.14,0.0014307682006922929,1.1421984051497904
EJ-200,650,L,CFD_fastic_measured_24,9.994141650191866,10000,0,54.0,1523.4986802630347,0.0587,7.0200006911525445,27.764087945711534,43.06697512869514,fastic_measured,2.0,3.0,0.24,0.0015728582261002539,1.1706737521269728
EJ-200,650,L,CFD_penarodriguez_shortened_14,9.495267650191867,10000,0,49.0,1489.9940777108377,0.0898,6.241152730535688,25.141330161974807,39.882163512928074,penarodriguez_shortened,2.0,3.0,0.14,0.0014307682006922929,1.1421984051497904
EJ-200,650,L,CFD_penarodriguez_shortened_24,9.994141650191866,10000,0,54.0,1523.4986802630347,0.0587,7.0200006911525445,27.764087945711534,43.06697512869514,penarodriguez_shortened,2.0,3.0,0.24,0.0015728582261002539,1.1706737521269728
EJ-200,650,L,CFD_fast_contrast_14,8.841581650191866,10000,0,36.0,1432.7212217254298,0.0016,4.77808358062243,19.6274298867426,31.49481640213467,fast_contrast,0.5,2.0,0.14,0.0014847809271412598,1.0931359542876125
EJ-200,650,L,CFD_fast_contrast_24,9.192793650191868,10000,0,42.0,1463.5385411813318,0.0453,5.6075856716472305,22.761473565269903,37.68252946923209,fast_contrast,0.5,2.0,0.24,0.0016258679246179777,1.106053451476101
EJ-200,650,R,N1,0.5289421189318424,10000,0,4.0,63.59748382734929,0.8226,3.443253458277224,38.56027207289684,40.12738455368001,,,,,,
EJ-200,650,R,N2,0.5352452626094648,10000,0,4.0,63.74849744353874,0.9495,10.07351791789366,38.58551769999487,40.10748126015028,,,,,,
EJ-200,650,R,N5,0.5424732726199359,10000,0,4.0,64.10861850132241,0.9749,23.96940255183634,38.4466652679839,40.04011966076823,,,,,,
EJ-200,650,R,N20,0.5991363851424,10000,0,5.0,71.3559274450401,0.7602,8.401721390844308,38.999451030822854,49.888920397648775,,,,,,
EJ-200,650,R,N100,0.9538563353288211,10000,0,4.0,68.37303503216884,0.0717,0.0,39.431366358503,65.99529098677431,,,,,,
EJ-200,650,R,CFD_fastic_measured_14,1.8580441189318426,10000,0,5.0,76.91177740691747,0.0076,14.01459660947524,49.53311698686751,75.79753012798383,fastic_measured,2.0,3.0,0.14,0.0003005513039341861,1.8975795486053926
EJ-200,650,R,CFD_fastic_measured_24,2.2410921189318427,10000,0,5.0,79.88181775460744,0.006,14.536510861564075,51.47203726258811,77.71860199824779,fastic_measured,2.0,3.0,0.24,0.0003231405433037688,2.0707123687186284
EJ-200,650,R,CFD_penarodriguez_shortened_14,1.8580441189318426,10000,0,5.0,76.91177740691747,0.0076,14.01459660947524,49.53311698686751,75.79753012798383,penarodriguez_shortened,2.0,3.0,0.14,0.0003005513039341861,1.8975795486053926
EJ-200,650,R,CFD_penarodriguez_shortened_24,2.2410921189318427,10000,0,5.0,79.88181775460744,0.006,14.536510861564075,51.47203726258811,77.71860199824779,penarodriguez_shortened,2.0,3.0,0.24,0.0003231405433037688,2.0707123687186284
EJ-200,650,R,CFD_fast_contrast_14,1.3624101189318425,10000,0,4.0,73.16530101951264,0.0221,12.826583993623428,46.95247561265559,72.29161184671406,fast_contrast,0.5,2.0,0.14,0.0003063235699738667,1.6982785014739683
EJ-200,650,R,CFD_fast_contrast_24,1.6159721189318426,10000,0,4.0,75.47333041513537,0.0103,12.972798644097908,48.584047833926874,74.13410956472495,fast_contrast,0.5,2.0,0.24,0.00032370532045459215,1.8013128940556522
