face,encounters,encounter_share,encounter_share_se,escaped,conditional_escape,conditional_escape_se,escape_share
+Z,84174352.0,0.4427555927391879,7.277881981368012e-05,19161924.0,0.22764563723638764,5.588728512730808e-05,0.3836297132541709
-Z,84474884.0,0.44433638570801404,7.430280423773619e-05,19161507.0,0.2268308175480892,5.5775164169408184e-05,0.3836213647401893
-Y,9157742.0,0.048169559860259524,2.2854492952355935e-05,5666445.0,0.6187600611591809,0.00016686396192102396,0.11344459306489944
-X_SENSOR,1525862.0,0.00802600695100335,7.1681926513982825e-06,0.0,0.0,0.0,0.0
+X_SENSOR,2241.0,1.1787620097491456e-05,2.511930745472029e-07,0.0,0.0,0.0,0.0
+Y_SENSOR,1807173.0,0.009505697802072256,8.97931880125854e-06,0.0,0.0,0.0,0.0
OPEN_+Y_OR_+/-X_UNRESOLVED,8972458.0,0.04719496931936546,2.0675101094191142e-05,5959133.0,0.6641583610644931,0.0001916499489298597,0.11930432894074035
