material_code,material,gun_x_mm,face_type,source_type,source,bin_low_ns,bin_high_ns,bin_center_ns,count,density
0,EJ-200,-650,0,2,Cherenkov,0.525903714678,0.526665911439,0.526284813059,131,23.1945520092
0,EJ-200,-650,0,2,Cherenkov,0.526665911439,0.5274281082,0.52704700982,1166,206.449218646
0,EJ-200,-650,0,2,Cherenkov,0.5274281082,0.528190304961,0.527809206581,1409,249.474227335
0,EJ-200,-650,0,2,Cherenkov,0.528190304961,0.528952501722,0.528571403342,1186,209.990371625
0,EJ-200,-650,0,2,Cherenkov,0.528952501722,0.529714698483,0.529333600103,823,145.718445065
0,EJ-200,-650,0,2,Cherenkov,0.529714698483,0.530476895244,0.530095796864,610,108.005165844
0,EJ-200,-650,0,2,Cherenkov,0.530476895244,0.531239092006,0.530857993625,377,66.7507336447
0,EJ-200,-650,0,2,Cherenkov,0.531239092006,0.532001288767,0.531620190386,241,42.6708933909
0,EJ-200,-650,0,2,Cherenkov,0.532001288767,0.532763485528,0.532382387147,133,23.548667307
0,EJ-200,-650,0,2,Cherenkov,0.532763485528,0.533525682289,0.533144583908,100,17.7057648925
0,EJ-200,-650,0,2,Cherenkov,0.533525682289,0.53428787905,0.533906780669,60,10.6234589355
0,EJ-200,-650,0,2,Cherenkov,0.53428787905,0.535050075811,0.53466897743,43,7.61347890377
0,EJ-200,-650,0,2,Cherenkov,0.535050075811,0.535812272572,0.535431174191,16,2.8329223828
0,EJ-200,-650,0,2,Cherenkov,0.535812272572,0.536574469333,0.536193370952,19,3.36409532957
0,EJ-200,-650,0,2,Cherenkov,0.536574469333,0.537336666094,0.536955567713,11,1.94763413817
0,EJ-200,-650,0,2,Cherenkov,0.537336666094,0.538098862855,0.537717764475,8,1.4164611914
0,EJ-200,650,1,0,all,0.447220952198,0.447986562806,0.447603757502,7,0.914302901251
0,EJ-200,650,1,0,all,0.447986562806,0.448752173414,0.44836936811,3,0.391844100536
0,EJ-200,650,1,0,all,0.448752173414,0.449517784021,0.449134978717,6,0.783688201072
0,EJ-200,650,1,0,all,0.449517784021,0.450283394629,0.449900589325,10,1.30614700179
0,EJ-200,650,1,0,all,0.450283394629,0.451049005237,0.450666199933,9,1.17553230161
0,EJ-200,650,1,0,all,0.451049005237,0.451814615845,0.451431810541,4,0.522458800715
0,EJ-200,650,1,0,all,0.451814615845,0.452580226453,0.452197421149,4,0.522458800715
0,EJ-200,650,1,0,all,0.452580226453,0.453345837061,0.452963031757,13,1.69799110232
0,EJ-200,650,1,0,all,0.453345837061,0.454111447669,0.453728642365,14,1.8286058025
0,EJ-200,650,1,0,all,0.454111447669,0.454877058276,0.454494252973,11,1.43676170197
0,EJ-200,650,1,0,all,0.454877058276,0.455642668884,0.45525986358,12,1.56737640214
0,EJ-200,650,1,0,all,0.455642668884,0.456408279492,0.456025474188,16,2.08983520286
0,EJ-200,650,1,0,all,0.456408279492,0.4571738901,0.456791084796,13,1.69799110232
0,EJ-200,650,1,0,all,0.4571738901,0.457939500708,0.457556695404,10,1.30614700179
0,EJ-200,650,1,0,all,0.457939500708,0.458705111316,0.458322306012,17,2.22044990304
0,EJ-200,650,1,0,all,0.458705111316,0.459470721924,0.45908791662,25,3.26536750447
0,EJ-200,650,1,0,all,0.459470721924,0.460236332532,0.459853527228,14,1.8286058025
0,EJ-200,650,1,0,all,0.460236332532,0.461001943139,0.460619137835,16,2.08983520286
0,EJ-200,650,1,0,all,0.461001943139,0.461767553747,0.461384748443,18,2.35106460322
0,EJ-200,650,1,0,all,0.461767553747,0.462533164355,0.462150359051,15,1.95922050268
0,EJ-200,650,1,0,all,0.462533164355,0.463298774963,0.462915969659,14,1.8286058025
0,EJ-200,650,1,0,all,0.463298774963,0.464064385571,0.463681580267,22,2.87352340393
0,EJ-200,650,1,0,all,0.464064385571,0.464829996179,0.464447190875,18,2.35106460322
0,EJ-200,650,1,0,all,0.464829996179,0.465595606787,0.465212801483,22,2.87352340393
0,EJ-200,650,1,0,all,0.465595606787,0.466361217394,0.465978412091,17,2.22044990304
0,EJ-200,650,1,0,all,0.466361217394,0.467126828002,0.466744022698,30,3.91844100536
0,EJ-200,650,1,0,all,0.467126828002,0.46789243861,0.467509633306,29,3.78782630518
0,EJ-200,650,1,0,all,0.46789243861,0.468658049218,0.468275243914,18,2.35106460322
0,EJ-200,650,1,0,all,0.468658049218,0.469423659826,0.469040854522,28,3.657211605
