material_code,material,nominal_d_mm,bin_low_deg,bin_high_deg,bin_center_deg,count,density_per_deg
0,EJ-200,700,72.72,72.74,72.73,0,0
0,EJ-200,700,72.74,72.76,72.75,0,0
0,EJ-200,700,72.76,72.78,72.77,2,0.00716486350935
0,EJ-200,700,72.78,72.8,72.79,1,0.00358243175468
0,EJ-200,700,72.8,72.82,72.81,0,0
0,EJ-200,700,72.82,72.84,72.83,0,0
0,EJ-200,700,72.84,72.86,72.85,0,0
0,EJ-200,700,72.86,72.88,72.87,0,0
0,EJ-200,700,72.88,72.9,72.89,0,0
0,EJ-200,700,72.9,72.92,72.91,0,0
0,EJ-200,700,72.92,72.94,72.93,0,0
0,EJ-200,700,72.94,72.96,72.95,0,0
0,EJ-200,700,72.96,72.98,72.97,0,0
0,EJ-200,700,72.98,73,72.99,0,0
0,EJ-200,700,73,73.02,73.01,0,0
0,EJ-200,700,73.02,73.04,73.03,0,0
0,EJ-200,700,73.04,73.06,73.05,0,0
0,EJ-200,700,73.06,73.08,73.07,0,0
0,EJ-200,700,73.08,73.1,73.09,0,0
0,EJ-200,700,73.1,73.12,73.11,0,0
0,EJ-200,700,73.12,73.14,73.13,0,0
0,EJ-200,700,73.14,73.16,73.15,0,0
0,EJ-200,700,73.16,73.18,73.17,0,0
0,EJ-200,700,73.18,73.2,73.19,0,0
0,EJ-200,700,73.2,73.22,73.21,0,0
0,EJ-200,700,73.22,73.24,73.23,0,0
0,EJ-200,700,73.24,73.26,73.25,0,0
0,EJ-200,700,73.26,73.28,73.27,0,0
0,EJ-200,700,73.28,73.3,73.29,0,0
0,EJ-200,700,73.3,73.32,73.31,0,0
0,EJ-200,700,73.32,73.34,73.33,0,0
0,EJ-200,700,73.34,73.36,73.35,0,0
0,EJ-200,700,73.36,73.38,73.37,0,0
0,EJ-200,700,73.38,73.4,73.39,0,0
0,EJ-200,700,73.4,73.42,73.41,0,0
0,EJ-200,700,73.42,73.44,73.43,0,0
0,EJ-200,700,73.44,73.46,73.45,0,0
0,EJ-200,700,73.46,73.48,73.47,0,0
0,EJ-200,700,73.48,73.5,73.49,0,0
0,EJ-200,700,73.5,73.52,73.51,0,0
0,EJ-200,700,73.52,73.54,73.53,0,0
0,EJ-200,700,73.54,73.56,73.55,0,0
0,EJ-200,700,73.56,73.58,73.57,0,0
0,EJ-200,700,73.58,73.6,73.59,0,0
0,EJ-200,700,73.6,73.62,73.61,0,0
0,EJ-200,700,73.62,73.64,73.63,0,0
0,EJ-200,700,73.64,73.66,73.65,0,0
0,EJ-200,700,73.66,73.68,73.67,0,0
0,EJ-200,700,73.68,73.7,73.69,0,0
0,EJ-200,700,73.7,73.72,73.71,0,0
0,EJ-200,700,73.72,73.74,73.73,0,0
0,EJ-200,700,73.74,73.76,73.75,0,0
0,EJ-200,700,73.76,73.78,73.77,0,0
0,EJ-200,700,73.78,73.8,73.79,0,0
0,EJ-200,700,73.8,73.82,73.81,0,0
0,EJ-200,700,73.82,73.84,73.83,0,0
0,EJ-200,700,73.84,73.86,73.85,0,0
0,EJ-200,700,73.86,73.88,73.87,0,0
0,EJ-200,700,73.88,73.9,73.89,0,0
0,EJ-200,700,73.9,73.92,73.91,0,0
0,EJ-200,700,73.92,73.94,73.93,0,0
0,EJ-200,700,73.94,73.96,73.95,0,0
0,EJ-200,700,73.96,73.98,73.97,0,0
0,EJ-200,700,73.98,74,73.99,0,0
0,EJ-200,700,74,74.02,74.01,0,0
0,EJ-200,700,74.02,74.04,74.03,0,0
0,EJ-200,700,74.04,74.06,74.05,0,0
0,EJ-200,700,74.06,74.08,74.07,0,0
0,EJ-200,700,74.08,74.1,74.09,0,0
0,EJ-200,700,74.1,74.12,74.11,0,0
0,EJ-200,700,74.12,74.14,74.13,0,0
0,EJ-200,700,74.14,74.16,74.15,0,0
0,EJ-200,700,74.16,74.18,74.17,0,0
0,EJ-200,700,74.18,74.2,74.19,0,0
0,EJ-200,700,74.2,74.22,74.21,0,0
0,EJ-200,700,74.22,74.24,74.23,0,0
0,EJ-200,700,74.24,74.26,74.25,0,0
0,EJ-200,700,74.26,74.28,74.27,0,0
0,EJ-200,700,74.28,74.3,74.29,0,0
0,EJ-200,700,74.3,74.32,74.31,0,0
0,EJ-200,700,74.32,74.34,74.33,0,0
0,EJ-200,700,74.34,74.36,74.35,0,0
0,EJ-200,700,74.36,74.38,74.37,0,0
0,EJ-200,700,74.38,74.4,74.39,0,0
0,EJ-200,700,74.4,74.42,74.41,0,0
0,EJ-200,700,74.42,74.44,74.43,0,0
0,EJ-200,700,74.44,74.46,74.45,0,0
0,EJ-200,700,74.46,74.48,74.47,0,0
0,EJ-200,700,74.48,74.5,74.49,0,0
0,EJ-200,700,74.5,74.52,74.51,0,0
0,EJ-200,700,74.52,74.54,74.53,0,0
0,EJ-200,700,74.54,74.56,74.55,0,0
0,EJ-200,700,74.56,74.58,74.57,0,0
0,EJ-200,700,74.58,74.6,74.59,0,0
0,EJ-200,700,74.6,74.62,74.61,0,0
0,EJ-200,700,74.62,74.64,74.63,0,0
0,EJ-200,700,74.64,74.66,74.65,0,0
0,EJ-200,700,74.66,74.68,74.67,0,0
0,EJ-200,700,74.68,74.7,74.69,0,0
0,EJ-200,700,74.7,74.72,74.71,0,0
0,EJ-200,700,74.72,74.74,74.73,0,0
0,EJ-200,700,74.74,74.76,74.75,0,0
0,EJ-200,700,74.76,74.78,74.77,0,0
0,EJ-200,700,74.78,74.8,74.79,0,0
0,EJ-200,700,74.8,74.82,74.81,0,0
0,EJ-200,700,74.82,74.84,74.83,0,0
0,EJ-200,700,74.84,74.86,74.85,0,0
0,EJ-200,700,74.86,74.88,74.87,0,0
0,EJ-200,700,74.88,74.9,74.89,0,0
0,EJ-200,700,74.9,74.92,74.91,0,0
0,EJ-200,700,74.92,74.94,74.93,0,0
0,EJ-200,700,74.94,74.96,74.95,0,0
0,EJ-200,700,74.96,74.98,74.97,0,0
0,EJ-200,700,74.98,75,74.99,0,0
0,EJ-200,700,75,75.02,75.01,0,0
0,EJ-200,700,75.02,75.04,75.03,0,0
0,EJ-200,700,75.04,75.06,75.05,0,0
0,EJ-200,700,75.06,75.08,75.07,0,0
0,EJ-200,700,75.08,75.1,75.09,0,0
0,EJ-200,700,75.1,75.12,75.11,0,0
0,EJ-200,700,75.12,75.14,75.13,0,0
0,EJ-200,700,75.14,75.16,75.15,0,0
0,EJ-200,700,75.16,75.18,75.17,0,0
0,EJ-200,700,75.18,75.2,75.19,0,0
0,EJ-200,700,75.2,75.22,75.21,0,0
0,EJ-200,700,75.22,75.24,75.23,0,0
0,EJ-200,700,75.24,75.26,75.25,0,0
0,EJ-200,700,75.26,75.28,75.27,0,0
0,EJ-200,700,75.28,75.3,75.29,0,0
0,EJ-200,700,75.3,75.32,75.31,0,0
0,EJ-200,700,75.32,75.34,75.33,0,0
0,EJ-200,700,75.34,75.36,75.35,0,0
0,EJ-200,700,75.36,75.38,75.37,0,0
0,EJ-200,700,75.38,75.4,75.39,0,0
0,EJ-200,700,75.4,75.42,75.41,0,0
0,EJ-200,700,75.42,75.44,75.43,0,0
0,EJ-200,700,75.44,75.46,75.45,0,0
0,EJ-200,700,75.46,75.48,75.47,0,0
0,EJ-200,700,75.48,75.5,75.49,0,0
0,EJ-200,700,75.5,75.52,75.51,0,0
0,EJ-200,700,75.52,75.54,75.53,0,0
0,EJ-200,700,75.54,75.56,75.55,0,0
0,EJ-200,700,75.56,75.58,75.57,0,0
0,EJ-200,700,75.58,75.6,75.59,0,0
0,EJ-200,700,75.6,75.62,75.61,0,0
0,EJ-200,700,75.62,75.64,75.63,0,0
0,EJ-200,700,75.64,75.66,75.65,0,0
0,EJ-200,700,75.66,75.68,75.67,0,0
0,EJ-200,700,75.68,75.7,75.69,0,0
0,EJ-200,700,75.7,75.72,75.71,0,0
0,EJ-200,700,75.72,75.74,75.73,0,0
0,EJ-200,700,75.74,75.76,75.75,0,0
0,EJ-200,700,75.76,75.78,75.77,0,0
0,EJ-200,700,75.78,75.8,75.79,0,0
0,EJ-200,700,75.8,75.82,75.81,0,0
0,EJ-200,700,75.82,75.84,75.83,0,0
0,EJ-200,700,75.84,75.86,75.85,0,0
0,EJ-200,700,75.86,75.88,75.87,0,0
0,EJ-200,700,75.88,75.9,75.89,0,0
0,EJ-200,700,75.9,75.92,75.91,0,0
0,EJ-200,700,75.92,75.94,75.93,0,0
0,EJ-200,700,75.94,75.96,75.95,0,0
0,EJ-200,700,75.96,75.98,75.97,0,0
0,EJ-200,700,75.98,76,75.99,0,0
0,EJ-200,700,76,76.02,76.01,0,0
0,EJ-200,700,76.02,76.04,76.03,0,0
0,EJ-200,700,76.04,76.06,76.05,0,0
0,EJ-200,700,76.06,76.08,76.07,0,0
0,EJ-200,700,76.08,76.1,76.09,1,0.00358243175468
0,EJ-200,700,76.1,76.12,76.11,1,0.00358243175468
0,EJ-200,700,76.12,76.14,76.13,0,0
0,EJ-200,700,76.14,76.16,76.15,0,0
0,EJ-200,700,76.16,76.18,76.17,0,0
0,EJ-200,700,76.18,76.2,76.19,0,0
0,EJ-200,700,76.2,76.22,76.21,0,0
0,EJ-200,700,76.22,76.24,76.23,0,0
0,EJ-200,700,76.24,76.26,76.25,0,0
0,EJ-200,700,76.26,76.28,76.27,0,0
0,EJ-200,700,76.28,76.3,76.29,0,0
0,EJ-200,700,76.3,76.32,76.31,0,0
0,EJ-200,700,76.32,76.34,76.33,0,0
0,EJ-200,700,76.34,76.36,76.35,0,0
0,EJ-200,700,76.36,76.38,76.37,0,0
0,EJ-200,700,76.38,76.4,76.39,0,0
0,EJ-200,700,76.4,76.42,76.41,0,0
0,EJ-200,700,76.42,76.44,76.43,0,0
0,EJ-200,700,76.44,76.46,76.45,0,0
0,EJ-200,700,76.46,76.48,76.47,0,0
0,EJ-200,700,76.48,76.5,76.49,0,0
0,EJ-200,700,76.5,76.52,76.51,0,0
0,EJ-200,700,76.52,76.54,76.53,0,0
0,EJ-200,700,76.54,76.56,76.55,0,0
0,EJ-200,700,76.56,76.58,76.57,0,0
0,EJ-200,700,76.58,76.6,76.59,0,0
0,EJ-200,700,76.6,76.62,76.61,0,0
0,EJ-200,700,76.62,76.64,76.63,0,0
0,EJ-200,700,76.64,76.66,76.65,0,0
0,EJ-200,700,76.66,76.68,76.67,0,0
0,EJ-200,700,76.68,76.7,76.69,0,0
0,EJ-200,700,76.7,76.72,76.71,0,0
0,EJ-200,700,76.72,76.74,76.73,0,0
0,EJ-200,700,76.74,76.76,76.75,0,0
0,EJ-200,700,76.76,76.78,76.77,0,0
0,EJ-200,700,76.78,76.8,76.79,0,0
0,EJ-200,700,76.8,76.82,76.81,0,0
0,EJ-200,700,76.82,76.84,76.83,0,0
0,EJ-200,700,76.84,76.86,76.85,0,0
0,EJ-200,700,76.86,76.88,76.87,0,0
0,EJ-200,700,76.88,76.9,76.89,0,0
0,EJ-200,700,76.9,76.92,76.91,0,0
0,EJ-200,700,76.92,76.94,76.93,0,0
0,EJ-200,700,76.94,76.96,76.95,0,0
0,EJ-200,700,76.96,76.98,76.97,0,0
0,EJ-200,700,76.98,77,76.99,0,0
0,EJ-200,700,77,77.02,77.01,0,0
0,EJ-200,700,77.02,77.04,77.03,0,0
0,EJ-200,700,77.04,77.06,77.05,0,0
0,EJ-200,700,77.06,77.08,77.07,0,0
0,EJ-200,700,77.08,77.1,77.09,0,0
0,EJ-200,700,77.1,77.12,77.11,0,0
0,EJ-200,700,77.12,77.14,77.13,0,0
0,EJ-200,700,77.14,77.16,77.15,0,0
0,EJ-200,700,77.16,77.18,77.17,0,0
0,EJ-200,700,77.18,77.2,77.19,0,0
0,EJ-200,700,77.2,77.22,77.21,0,0
0,EJ-200,700,77.22,77.24,77.23,0,0
0,EJ-200,700,77.24,77.26,77.25,0,0
0,EJ-200,700,77.26,77.28,77.27,0,0
0,EJ-200,700,77.28,77.3,77.29,0,0
0,EJ-200,700,77.3,77.32,77.31,0,0
0,EJ-200,700,77.32,77.34,77.33,0,0
0,EJ-200,700,77.34,77.36,77.35,0,0
0,EJ-200,700,77.36,77.38,77.37,0,0
0,EJ-200,700,77.38,77.4,77.39,0,0
0,EJ-200,700,77.4,77.42,77.41,0,0
0,EJ-200,700,77.42,77.44,77.43,0,0
0,EJ-200,700,77.44,77.46,77.45,0,0
0,EJ-200,700,77.46,77.48,77.47,0,0
0,EJ-200,700,77.48,77.5,77.49,0,0
0,EJ-200,700,77.5,77.52,77.51,0,0
0,EJ-200,700,77.52,77.54,77.53,0,0
0,EJ-200,700,77.54,77.56,77.55,0,0
0,EJ-200,700,77.56,77.58,77.57,0,0
0,EJ-200,700,77.58,77.6,77.59,0,0
0,EJ-200,700,77.6,77.62,77.61,0,0
0,EJ-200,700,77.62,77.64,77.63,0,0
0,EJ-200,700,77.64,77.66,77.65,0,0
0,EJ-200,700,77.66,77.68,77.67,0,0
0,EJ-200,700,77.68,77.7,77.69,0,0
0,EJ-200,700,77.7,77.72,77.71,0,0
0,EJ-200,700,77.72,77.74,77.73,0,0
0,EJ-200,700,77.74,77.76,77.75,0,0
0,EJ-200,700,77.76,77.78,77.77,0,0
0,EJ-200,700,77.78,77.8,77.79,0,0
0,EJ-200,700,77.8,77.82,77.81,0,0
0,EJ-200,700,77.82,77.84,77.83,0,0
0,EJ-200,700,77.84,77.86,77.85,0,0
0,EJ-200,700,77.86,77.88,77.87,0,0
0,EJ-200,700,77.88,77.9,77.89,0,0
0,EJ-200,700,77.9,77.92,77.91,0,0
0,EJ-200,700,77.92,77.94,77.93,0,0
0,EJ-200,700,77.94,77.96,77.95,0,0
0,EJ-200,700,77.96,77.98,77.97,0,0
0,EJ-200,700,77.98,78,77.99,0,0
0,EJ-200,700,78,78.02,78.01,0,0
0,EJ-200,700,78.02,78.04,78.03,0,0
0,EJ-200,700,78.04,78.06,78.05,0,0
0,EJ-200,700,78.06,78.08,78.07,0,0
0,EJ-200,700,78.08,78.1,78.09,0,0
0,EJ-200,700,78.1,78.12,78.11,0,0
0,EJ-200,700,78.12,78.14,78.13,0,0
0,EJ-200,700,78.14,78.16,78.15,0,0
0,EJ-200,700,78.16,78.18,78.17,0,0
0,EJ-200,700,78.18,78.2,78.19,0,0
0,EJ-200,700,78.2,78.22,78.21,0,0
0,EJ-200,700,78.22,78.24,78.23,0,0
0,EJ-200,700,78.24,78.26,78.25,0,0
0,EJ-200,700,78.26,78.28,78.27,0,0
0,EJ-200,700,78.28,78.3,78.29,0,0
0,EJ-200,700,78.3,78.32,78.31,0,0
0,EJ-200,700,78.32,78.34,78.33,0,0
0,EJ-200,700,78.34,78.36,78.35,0,0
0,EJ-200,700,78.36,78.38,78.37,0,0
0,EJ-200,700,78.38,78.4,78.39,0,0
0,EJ-200,700,78.4,78.42,78.41,0,0
0,EJ-200,700,78.42,78.44,78.43,0,0
0,EJ-200,700,78.44,78.46,78.45,0,0
0,EJ-200,700,78.46,78.48,78.47,0,0
0,EJ-200,700,78.48,78.5,78.49,0,0
0,EJ-200,700,78.5,78.52,78.51,0,0
0,EJ-200,700,78.52,78.54,78.53,0,0
0,EJ-200,700,78.54,78.56,78.55,0,0
0,EJ-200,700,78.56,78.58,78.57,0,0
0,EJ-200,700,78.58,78.6,78.59,0,0
0,EJ-200,700,78.6,78.62,78.61,0,0
0,EJ-200,700,78.62,78.64,78.63,0,0
0,EJ-200,700,78.64,78.66,78.65,0,0
0,EJ-200,700,78.66,78.68,78.67,0,0
0,EJ-200,700,78.68,78.7,78.69,0,0
0,EJ-200,700,78.7,78.72,78.71,0,0
0,EJ-200,700,78.72,78.74,78.73,0,0
0,EJ-200,700,78.74,78.76,78.75,0,0
0,EJ-200,700,78.76,78.78,78.77,0,0
0,EJ-200,700,78.78,78.8,78.79,0,0
0,EJ-200,700,78.8,78.82,78.81,0,0
0,EJ-200,700,78.82,78.84,78.83,0,0
0,EJ-200,700,78.84,78.86,78.85,0,0
0,EJ-200,700,78.86,78.88,78.87,0,0
0,EJ-200,700,78.88,78.9,78.89,0,0
0,EJ-200,700,78.9,78.92,78.91,0,0
0,EJ-200,700,78.92,78.94,78.93,0,0
0,EJ-200,700,78.94,78.96,78.95,0,0
0,EJ-200,700,78.96,78.98,78.97,0,0
0,EJ-200,700,78.98,79,78.99,0,0
0,EJ-200,700,79,79.02,79.01,0,0
0,EJ-200,700,79.02,79.04,79.03,0,0
0,EJ-200,700,79.04,79.06,79.05,0,0
0,EJ-200,700,79.06,79.08,79.07,0,0
0,EJ-200,700,79.08,79.1,79.09,0,0
0,EJ-200,700,79.1,79.12,79.11,0,0
0,EJ-200,700,79.12,79.14,79.13,0,0
0,EJ-200,700,79.14,79.16,79.15,0,0
0,EJ-200,700,79.16,79.18,79.17,0,0
0,EJ-200,700,79.18,79.2,79.19,0,0
0,EJ-200,700,79.2,79.22,79.21,1,0.00358243175468
0,EJ-200,700,79.22,79.24,79.23,1,0.00358243175468
0,EJ-200,700,79.24,79.26,79.25,0,0
0,EJ-200,700,79.26,79.28,79.27,0,0
0,EJ-200,700,79.28,79.3,79.29,0,0
0,EJ-200,700,79.3,79.32,79.31,0,0
0,EJ-200,700,79.32,79.34,79.33,0,0
0,EJ-200,700,79.34,79.36,79.35,0,0
0,EJ-200,700,79.36,79.38,79.37,0,0
0,EJ-200,700,79.38,79.4,79.39,0,0
0,EJ-200,700,79.4,79.42,79.41,0,0
0,EJ-200,700,79.42,79.44,79.43,0,0
0,EJ-200,700,79.44,79.46,79.45,0,0
0,EJ-200,700,79.46,79.48,79.47,0,0
0,EJ-200,700,79.48,79.5,79.49,0,0
0,EJ-200,700,79.5,79.52,79.51,0,0
0,EJ-200,700,79.52,79.54,79.53,0,0
0,EJ-200,700,79.54,79.56,79.55,0,0
0,EJ-200,700,79.56,79.58,79.57,0,0
0,EJ-200,700,79.58,79.6,79.59,0,0
0,EJ-200,700,79.6,79.62,79.61,0,0
0,EJ-200,700,79.62,79.64,79.63,0,0
0,EJ-200,700,79.64,79.66,79.65,0,0
0,EJ-200,700,79.66,79.68,79.67,0,0
0,EJ-200,700,79.68,79.7,79.69,0,0
0,EJ-200,700,79.7,79.72,79.71,0,0
0,EJ-200,700,79.72,79.74,79.73,0,0
0,EJ-200,700,79.74,79.76,79.75,0,0
0,EJ-200,700,79.76,79.78,79.77,0,0
0,EJ-200,700,79.78,79.8,79.79,0,0
0,EJ-200,700,79.8,79.82,79.81,0,0
0,EJ-200,700,79.82,79.84,79.83,0,0
0,EJ-200,700,79.84,79.86,79.85,0,0
0,EJ-200,700,79.86,79.88,79.87,0,0
0,EJ-200,700,79.88,79.9,79.89,0,0
0,EJ-200,700,79.9,79.92,79.91,0,0
0,EJ-200,700,79.92,79.94,79.93,0,0
0,EJ-200,700,79.94,79.96,79.95,0,0
0,EJ-200,700,79.96,79.98,79.97,0,0
0,EJ-200,700,79.98,80,79.99,0,0
0,EJ-200,700,80,80.02,80.01,0,0
0,EJ-200,700,80.02,80.04,80.03,0,0
0,EJ-200,700,80.04,80.06,80.05,0,0
0,EJ-200,700,80.06,80.08,80.07,0,0
0,EJ-200,700,80.08,80.1,80.09,0,0
0,EJ-200,700,80.1,80.12,80.11,0,0
0,EJ-200,700,80.12,80.14,80.13,0,0
0,EJ-200,700,80.14,80.16,80.15,0,0
0,EJ-200,700,80.16,80.18,80.17,0,0
0,EJ-200,700,80.18,80.2,80.19,0,0
0,EJ-200,700,80.2,80.22,80.21,0,0
0,EJ-200,700,80.22,80.24,80.23,0,0
0,EJ-200,700,80.24,80.26,80.25,0,0
0,EJ-200,700,80.26,80.28,80.27,0,0
0,EJ-200,700,80.28,80.3,80.29,0,0
0,EJ-200,700,80.3,80.32,80.31,0,0
0,EJ-200,700,80.32,80.34,80.33,0,0
0,EJ-200,700,80.34,80.36,80.35,0,0
0,EJ-200,700,80.36,80.38,80.37,0,0
0,EJ-200,700,80.38,80.4,80.39,0,0
0,EJ-200,700,80.4,80.42,80.41,0,0
0,EJ-200,700,80.42,80.44,80.43,0,0
0,EJ-200,700,80.44,80.46,80.45,0,0
0,EJ-200,700,80.46,80.48,80.47,0,0
0,EJ-200,700,80.48,80.5,80.49,0,0
0,EJ-200,700,80.5,80.52,80.51,0,0
0,EJ-200,700,80.52,80.54,80.53,0,0
0,EJ-200,700,80.54,80.56,80.55,0,0
0,EJ-200,700,80.56,80.58,80.57,0,0
0,EJ-200,700,80.58,80.6,80.59,0,0
0,EJ-200,700,80.6,80.62,80.61,0,0
0,EJ-200,700,80.62,80.64,80.63,0,0
0,EJ-200,700,80.64,80.66,80.65,0,0
0,EJ-200,700,80.66,80.68,80.67,0,0
0,EJ-200,700,80.68,80.7,80.69,0,0
0,EJ-200,700,80.7,80.72,80.71,0,0
0,EJ-200,700,80.72,80.74,80.73,0,0
0,EJ-200,700,80.74,80.76,80.75,0,0
0,EJ-200,700,80.76,80.78,80.77,0,0
0,EJ-200,700,80.78,80.8,80.79,0,0
0,EJ-200,700,80.8,80.82,80.81,0,0
0,EJ-200,700,80.82,80.84,80.83,0,0
0,EJ-200,700,80.84,80.86,80.85,0,0
0,EJ-200,700,80.86,80.88,80.87,0,0
0,EJ-200,700,80.88,80.9,80.89,0,0
0,EJ-200,700,80.9,80.92,80.91,0,0
0,EJ-200,700,80.92,80.94,80.93,0,0
0,EJ-200,700,80.94,80.96,80.95,0,0
0,EJ-200,700,80.96,80.98,80.97,0,0
0,EJ-200,700,80.98,81,80.99,0,0
0,EJ-200,700,81,81.02,81.01,0,0
0,EJ-200,700,81.02,81.04,81.03,0,0
0,EJ-200,700,81.04,81.06,81.05,0,0
0,EJ-200,700,81.06,81.08,81.07,0,0
0,EJ-200,700,81.08,81.1,81.09,0,0
0,EJ-200,700,81.1,81.12,81.11,0,0
0,EJ-200,700,81.12,81.14,81.13,0,0
0,EJ-200,700,81.14,81.16,81.15,0,0
0,EJ-200,700,81.16,81.18,81.17,0,0
0,EJ-200,700,81.18,81.2,81.19,0,0
0,EJ-200,700,81.2,81.22,81.21,0,0
0,EJ-200,700,81.22,81.24,81.23,0,0
0,EJ-200,700,81.24,81.26,81.25,0,0
0,EJ-200,700,81.26,81.28,81.27,0,0
0,EJ-200,700,81.28,81.3,81.29,0,0
0,EJ-200,700,81.3,81.32,81.31,0,0
0,EJ-200,700,81.32,81.34,81.33,0,0
0,EJ-200,700,81.34,81.36,81.35,0,0
0,EJ-200,700,81.36,81.38,81.37,0,0
0,EJ-200,700,81.38,81.4,81.39,0,0
0,EJ-200,700,81.4,81.42,81.41,0,0
0,EJ-200,700,81.42,81.44,81.43,0,0
0,EJ-200,700,81.44,81.46,81.45,0,0
0,EJ-200,700,81.46,81.48,81.47,0,0
0,EJ-200,700,81.48,81.5,81.49,0,0
0,EJ-200,700,81.5,81.52,81.51,0,0
0,EJ-200,700,81.52,81.54,81.53,0,0
0,EJ-200,700,81.54,81.56,81.55,0,0
0,EJ-200,700,81.56,81.58,81.57,0,0
0,EJ-200,700,81.58,81.6,81.59,0,0
0,EJ-200,700,81.6,81.62,81.61,0,0
0,EJ-200,700,81.62,81.64,81.63,0,0
0,EJ-200,700,81.64,81.66,81.65,0,0
0,EJ-200,700,81.66,81.68,81.67,0,0
0,EJ-200,700,81.68,81.7,81.69,0,0
0,EJ-200,700,81.7,81.72,81.71,0,0
0,EJ-200,700,81.72,81.74,81.73,0,0
0,EJ-200,700,81.74,81.76,81.75,0,0
0,EJ-200,700,81.76,81.78,81.77,0,0
0,EJ-200,700,81.78,81.8,81.79,0,0
0,EJ-200,700,81.8,81.82,81.81,0,0
0,EJ-200,700,81.82,81.84,81.83,0,0
0,EJ-200,700,81.84,81.86,81.85,0,0
0,EJ-200,700,81.86,81.88,81.87,0,0
0,EJ-200,700,81.88,81.9,81.89,0,0
0,EJ-200,700,81.9,81.92,81.91,0,0
0,EJ-200,700,81.92,81.94,81.93,0,0
0,EJ-200,700,81.94,81.96,81.95,0,0
0,EJ-200,700,81.96,81.98,81.97,0,0
0,EJ-200,700,81.98,82,81.99,0,0
0,EJ-200,700,82,82.02,82.01,0,0
0,EJ-200,700,82.02,82.04,82.03,0,0
0,EJ-200,700,82.04,82.06,82.05,0,0
0,EJ-200,700,82.06,82.08,82.07,0,0
0,EJ-200,700,82.08,82.1,82.09,0,0
0,EJ-200,700,82.1,82.12,82.11,0,0
0,EJ-200,700,82.12,82.14,82.13,0,0
0,EJ-200,700,82.14,82.16,82.15,0,0
0,EJ-200,700,82.16,82.18,82.17,0,0
0,EJ-200,700,82.18,82.2,82.19,0,0
0,EJ-200,700,82.2,82.22,82.21,0,0
0,EJ-200,700,82.22,82.24,82.23,0,0
0,EJ-200,700,82.24,82.26,82.25,0,0
0,EJ-200,700,82.26,82.28,82.27,0,0
0,EJ-200,700,82.28,82.3,82.29,0,0
0,EJ-200,700,82.3,82.32,82.31,0,0
0,EJ-200,700,82.32,82.34,82.33,0,0
0,EJ-200,700,82.34,82.36,82.35,0,0
0,EJ-200,700,82.36,82.38,82.37,0,0
0,EJ-200,700,82.38,82.4,82.39,1,0.00358243175468
0,EJ-200,700,82.4,82.42,82.41,0,0
0,EJ-200,700,82.42,82.44,82.43,0,0
0,EJ-200,700,82.44,82.46,82.45,0,0
0,EJ-200,700,82.46,82.48,82.47,0,0
0,EJ-200,700,82.48,82.5,82.49,0,0
0,EJ-200,700,82.5,82.52,82.51,1,0.00358243175468
0,EJ-200,700,82.52,82.54,82.53,0,0
0,EJ-200,700,82.54,82.56,82.55,0,0
0,EJ-200,700,82.56,82.58,82.57,1,0.00358243175468
0,EJ-200,700,82.58,82.6,82.59,0,0
0,EJ-200,700,82.6,82.62,82.61,0,0
0,EJ-200,700,82.62,82.64,82.63,0,0
0,EJ-200,700,82.64,82.66,82.65,1,0.00358243175468
0,EJ-200,700,82.66,82.68,82.67,1,0.00358243175468
0,EJ-200,700,82.68,82.7,82.69,0,0
0,EJ-200,700,82.7,82.72,82.71,0,0
0,EJ-200,700,82.72,82.74,82.73,0,0
0,EJ-200,700,82.74,82.76,82.75,0,0
0,EJ-200,700,82.76,82.78,82.77,0,0
0,EJ-200,700,82.78,82.8,82.79,0,0
0,EJ-200,700,82.8,82.82,82.81,0,0
0,EJ-200,700,82.82,82.84,82.83,0,0
0,EJ-200,700,82.84,82.86,82.85,0,0
0,EJ-200,700,82.86,82.88,82.87,0,0
0,EJ-200,700,82.88,82.9,82.89,0,0
0,EJ-200,700,82.9,82.92,82.91,0,0
0,EJ-200,700,82.92,82.94,82.93,0,0
0,EJ-200,700,82.94,82.96,82.95,0,0
0,EJ-200,700,82.96,82.98,82.97,0,0
0,EJ-200,700,82.98,83,82.99,0,0
0,EJ-200,700,83,83.02,83.01,0,0
0,EJ-200,700,83.02,83.04,83.03,0,0
0,EJ-200,700,83.04,83.06,83.05,0,0
0,EJ-200,700,83.06,83.08,83.07,0,0
0,EJ-200,700,83.08,83.1,83.09,0,0
0,EJ-200,700,83.1,83.12,83.11,0,0
0,EJ-200,700,83.12,83.14,83.13,0,0
0,EJ-200,700,83.14,83.16,83.15,0,0
0,EJ-200,700,83.16,83.18,83.17,0,0
0,EJ-200,700,83.18,83.2,83.19,0,0
0,EJ-200,700,83.2,83.22,83.21,0,0
0,EJ-200,700,83.22,83.24,83.23,0,0
0,EJ-200,700,83.24,83.26,83.25,0,0
0,EJ-200,700,83.26,83.28,83.27,0,0
0,EJ-200,700,83.28,83.3,83.29,0,0
0,EJ-200,700,83.3,83.32,83.31,0,0
0,EJ-200,700,83.32,83.34,83.33,0,0
0,EJ-200,700,83.34,83.36,83.35,0,0
0,EJ-200,700,83.36,83.38,83.37,0,0
0,EJ-200,700,83.38,83.4,83.39,0,0
0,EJ-200,700,83.4,83.42,83.41,0,0
