scenario,wavelength_nm_created,folded_exit_angle_deg,finite_beta_edge_deg,d_axial_mm,group_velocity_mm_ns,propagation_time_ns,predicted_angular_penalty_ps,observed_edge_excess_ps,is_upper_5pct_angle_tail
visible_lower_764mm,391.602166588,37.8010964459,37.7715943044,49.5942408198,162.718246028,0.346302540952,0.153957897744,-39.2785836336,0
visible_lower_764mm,407.812938356,37.9784084003,37.9920912855,49.4990189258,163.935522219,0.338979118316,-0.0714395112477,-44.1494613287,0
visible_lower_764mm,700.910715827,42.6316916083,40.3690213396,49.4993925781,188.358315119,0.354995249413,12.2672592355,10.0711134535,0
visible_lower_764mm,494.018706155,39.1231714578,38.9749540313,49.5003253981,170.080334288,0.343354077884,0.786429793399,-31.0130380468,0
visible_lower_764mm,719.646159147,40.1986946269,40.4481670503,49.4999726196,191.856504756,0.340865039803,-1.25064474282,1.82759587294,0
visible_lower_764mm,537.971631687,41.6186491451,39.3692731856,49.5001285804,172.953671575,0.356523464119,12.6240611308,-13.6928506462,0
visible_lower_764mm,624.200831427,40.1674481013,39.9760818197,49.5003791734,178.003072173,0.346150144977,1.02104938246,-16.7398541788,0
visible_lower_764mm,454.515619824,53.3813965502,38.5619196496,49.5009488724,167.3407201,0.446197306262,117.616129597,67.8930158311,1
visible_lower_764mm,730.048419618,42.2796621207,40.4896157593,49.5005592797,192.515394531,0.351616530575,9.43788590186,13.5268513263,0
visible_lower_764mm,600.680045928,40.354107433,39.8299660287,49.5003196296,176.705348849,0.347761076489,2.82007351268,-17.014819889,0
visible_lower_764mm,396.59361827,38.1005145086,37.8407990991,49.4991659953,163.094704351,0.340475886973,1.36201479129,-43.8377357306,0
visible_lower_764mm,500.793845404,43.1716541814,39.0400033207,49.5004946014,170.535651618,0.366479218468,24.2883404962,-7.23315454295,0
visible_lower_764mm,602.418924846,41.1548874913,39.8412300858,49.499915302,176.803361292,0.352178578052,7.21063719706,-12.4519196636,0
visible_lower_764mm,738.146822825,40.6020135687,40.5207081601,49.5000395833,192.515394531,0.342561055538,0.41108339578,4.31816490853,0
visible_lower_764mm,731.283505961,41.0455802186,40.4944232375,49.8336861852,192.515394531,0.347292656346,2.83515567229,6.90332905861,0
visible_lower_764mm,548.853221403,43.872807134,39.4572915771,49.5000873397,173.634622032,0.369326739977,26.2337105795,0.0967839189275,0
visible_lower_764mm,666.009555099,40.3030207282,40.204888513,49.5002492268,181.31693487,0.345393199928,0.518736521601,-12.0630845563,0
visible_lower_764mm,649.00854155,40.5427961566,40.1163503445,49.4999419643,179.306465066,0.347841778542,2.28820864106,-13.1491771185,0
visible_lower_764mm,592.526162673,39.7947099733,39.7761267093,49.5000758042,176.241429105,0.344689207258,0.0987169635293,-20.7588313982,0
visible_lower_764mm,468.638409711,40.9396770463,38.7164196488,49.5004253566,168.336177289,0.354135058854,12.3985082731,-22.7396791812,0
visible_lower_764mm,545.614393337,39.4486657588,39.4314700676,49.9938469791,173.433256466,0.348325969182,0.0921466998541,-24.8816006307,0
visible_lower_764mm,593.825202527,40.3473358502,39.7848179103,49.5001206484,176.315833616,0.348003777542,3.02929864084,-17.3365126216,0
visible_lower_764mm,570.763242135,41.2458526619,39.6238847384,49.4994821595,174.967948454,0.353029533163,8.96870718847,-14.2628178742,0
visible_lower_764mm,408.991582001,38.369492829,38.0076480963,49.5002522394,164.023245269,0.341750982689,1.90743579732,-41.2634736251,0
visible_lower_764mm,567.142809222,39.9201370474,39.5973051182,49.5001574836,174.751145497,0.345942780434,1.7272699328,-21.6691050068,0
visible_lower_764mm,583.513290327,40.2308126191,39.7146151211,49.5007206059,175.720241316,0.346348203257,2.77627551884,-19.8614559748,0
visible_lower_764mm,499.963922476,40.2772768117,39.0321220329,49.5877138099,170.480162037,0.357378006587,6.80666631458,-17.0729306801,0
visible_lower_764mm,774.539656256,40.689139002,40.6485680255,49.4999852534,192.515394531,0.342911340499,0.206239946763,4.021599543,0
visible_lower_764mm,571.977324449,42.9252290975,39.6327160935,49.49994869,175.040363919,0.362588017674,19.0083786369,-4.60270769481,0
visible_lower_764mm,504.061542092,39.5803016016,39.0708012057,49.4997038388,170.753748098,0.345210370487,2.73012940064,-28.1815289261,0
visible_lower_764mm,464.754520826,38.7324981299,38.6747113438,49.4999131473,168.064117431,0.337842729151,0.304995639568,-39.4181362328,0
visible_lower_764mm,555.688276562,40.7690434283,39.5107568144,49.4999900686,174.056065078,0.350659682483,6.89061519249,-17.9588115601,0
visible_lower_764mm,716.869200349,40.437601203,40.4368068558,49.4994940375,191.349547213,0.342292019206,0.00401554380892,2.41706579789,0
visible_lower_764mm,423.309601956,38.2838198245,38.1916296691,49.72984683,165.083237413,0.343052085392,0.486271016098,-40.2319743403,0
visible_lower_764mm,425.829369933,41.6390704991,38.2230668828,49.8578532807,165.26834142,0.363287395187,19.6603963128,-20.718671188,0
visible_lower_764mm,556.907001716,39.9359824682,39.5201453417,49.4993688287,174.130644007,0.345911590013,2.2293715019,-22.5942034371,0
visible_lower_764mm,422.536007837,47.2393191092,38.181922315,49.5008852069,165.026361051,0.38672419652,60.2041115267,5.12418345063,1
visible_lower_764mm,448.947656807,43.2025452744,38.498822064,49.4994538999,166.943525617,0.364757451581,27.90122643,-14.1030715465,0
visible_lower_764mm,495.60413958,41.2777989763,38.9903216987,49.5008170245,170.187275707,0.353941512551,12.8133829033,-20.2752959999,0
visible_lower_764mm,567.094297246,43.5837492333,39.5969464674,49.499920228,174.748226562,0.367152748885,23.4361058918,-0.461611544327,0
visible_lower_764mm,572.354395244,41.3578589647,39.6354506212,49.5002357198,175.062807067,0.353273828915,9.54905938765,-13.8864651135,0
visible_lower_764mm,528.327674797,39.3350692503,39.2881969209,49.8797084993,172.339863848,0.347285405229,0.250580123255,-26.6646978529,0
visible_lower_764mm,653.450614349,40.2011980213,40.1400586586,49.5000995448,179.532814447,0.345172473437,0.325037907826,-15.490277535,0
visible_lower_764mm,390.254513179,39.9591123849,37.7527064363,49.4994724802,162.616367745,0.34957193913,12.1335502865,-35.4151692215,0
visible_lower_764mm,525.815711258,40.4296393683,39.2665936021,49.5000561615,172.17842685,0.349533170641,6.34492623703,-21.8040923085,0
visible_lower_764mm,481.790173406,39.8942707542,38.8533730734,49.4992458181,169.24740141,0.347230244092,5.64128814602,-28.3271571653,0
visible_lower_764mm,603.154119474,40.0622385852,39.8459697821,49.5985310171,176.84467615,0.347252962936,1.15694238677,-18.0438260151,0
visible_lower_764mm,397.341604641,37.9342691232,37.8510682226,49.4996755199,163.150985343,0.334776561285,0.434494173452,-49.4619457275,0
visible_lower_764mm,587.085554914,43.9914950105,39.7392505631,49.5006992123,175.927840792,0.367666734029,25.1852615037,1.75865093925,0
visible_lower_764mm,397.989902539,38.3479333442,37.8599474442,49.5982388609,163.199817647,0.342859941824,2.57964671524,-42.0748199449,0
visible_lower_764mm,759.974328322,40.1583679693,40.5996369625,49.4991664818,192.515394531,0.34040056844,-2.21073753722,1.7646075873,0
visible_lower_764mm,726.420233846,40.3293252521,40.4753547799,49.4993413754,192.515394531,0.341353412108,-0.732446628024,3.34386893011,0
visible_lower_764mm,393.143717691,47.9621629907,37.7930935222,49.5001243018,162.834580261,0.403571796941,69.2871125956,18.8854709897,1
visible_lower_764mm,504.190691387,43.0241011642,39.0720108149,49.5000048828,170.762341724,0.366119309829,23.1300094211,-7.26246888912,0
visible_lower_764mm,574.675026416,42.805184215,39.6521934431,49.499970282,175.200617072,0.362240992572,18.1380768891,-4.71736891842,0
visible_lower_764mm,589.978446395,40.0140686671,39.7589544994,49.4997665365,176.095005616,0.346192811912,1.36321055904,-19.465597746,0
visible_lower_764mm,474.004559495,38.9010639465,38.773089938,49.5242090787,168.709885538,0.343650608974,0.67767249302,-32.8687091096,0
visible_lower_764mm,640.419122367,40.0857319192,40.0693172401,49.499933891,178.862765668,0.345596465371,0.0871848197202,-16.0399273836,0
visible_lower_764mm,732.42614054,40.2615000783,40.4988496831,49.5000554217,192.515394531,0.340980634982,-1.18918254714,2.84786726772,0
visible_lower_764mm,617.776590176,41.4842715501,39.9374883377,49.4999229555,177.654612764,0.353637954592,8.54118156922,-9.7553468635,0
visible_lower_764mm,469.494820845,40.8413321673,38.7255379624,49.9122209966,168.396000862,0.357616375991,11.8659755939,-22.3070676975,0
visible_lower_764mm,531.173715872,42.7971817389,39.3124291933,49.4999507681,172.52195864,0.363255371808,20.1851953791,-7.58432974537,0
visible_lower_764mm,550.654519453,42.1021588924,39.4715162149,49.4996958232,173.746174122,0.358997882075,14.917864408,-10.0675227955,0
visible_lower_764mm,457.273547722,39.053460252,38.5927104456,49.5798823997,167.536433074,0.351702374687,2.45804349591,-26.9247866802,0
visible_lower_764mm,378.249176079,38.2516234048,37.5805767816,49.4998728377,161.704356639,0.341582609066,3.54000711458,-44.6821120663,0
visible_lower_764mm,500.885898795,40.269355423,39.0408760125,49.5056848596,170.541795082,0.35788043489,6.70208565243,-15.8622755291,0
visible_lower_764mm,481.990583686,40.2524946203,38.8554097553,49.928438247,169.261168733,0.353965455924,7.70650648675,-24.8283208314,0
visible_lower_764mm,476.810523144,41.4176404114,38.8022866239,49.4991712454,168.904180245,0.35506364338,14.7457540961,-20.9863908293,0
visible_lower_764mm,654.806097583,40.6860452068,40.1472110982,49.5008072375,179.601445597,0.347882795114,2.89924131348,-12.6852494702,0
visible_lower_764mm,690.150995175,40.2753191078,40.320822643,49.5006906153,186.263453864,0.343203030867,-0.234669095083,-5.36037882261,0
visible_lower_764mm,566.701687733,39.6380454996,39.5940414497,49.7425429644,174.72464751,0.350771430543,0.234941821702,-18.6791417289,0
visible_lower_764mm,640.849214606,40.0833015731,40.0717101588,49.8319625581,178.885159611,0.34818573585,0.061971711975,-15.8436037933,0
visible_lower_764mm,558.903489029,41.1625466042,39.5354318972,49.4999096525,174.252546313,0.353101129307,8.99531891171,-15.2319709819,0
visible_lower_764mm,779.310195293,40.3928054799,40.6639774898,49.5003246237,192.515394531,0.341555954416,-1.36880515654,2.58560605808,0
visible_lower_764mm,713.58529901,40.6728235704,40.4232089536,49.4996129367,190.744951072,0.343569975214,1.27291893199,2.68584822981,0
visible_lower_764mm,617.540989452,40.5217771802,39.9360545545,49.5003991725,177.641742517,0.348160901321,3.15641040241,-15.2546105599,0
visible_lower_764mm,454.167908788,38.6292733759,38.5580159885,49.7645727613,167.316023531,0.344460099525,0.37772268302,-35.8943794863,0
visible_lower_764mm,673.682282321,40.311375614,40.2429432671,49.4995476567,182.927488755,0.34407396063,0.35896761268,-10.429226138,0
visible_lower_764mm,413.316335597,60.4481667164,38.0641889524,49.5006969305,164.344944224,0.53981015936,228.128924766,157.246784612,1
visible_lower_764mm,376.76024223,43.0434804384,37.5587377322,49.5000201937,161.590641309,0.370729884417,32.7254382498,-15.6944898423,0
visible_lower_764mm,543.582895147,49.4799441331,39.4151121172,49.499315162,173.30636921,0.406387777094,69.905075861,36.6881599943,1
visible_lower_764mm,492.205156018,39.4241370905,38.9572651336,49.8764582365,169.957692586,0.350578241706,2.51556400995,-26.811487457,0
visible_lower_764mm,749.261099357,40.2951558691,40.5617645548,49.4994328857,192.515394531,0.341059539453,-1.33900642077,2.61342426759,0
visible_lower_764mm,494.601793701,40.2122992844,38.9806163333,49.500174653,170.119665752,0.349528870527,6.71577234068,-24.7804824928,0
visible_lower_764mm,377.424053946,37.6214775218,37.5684877684,49.500281399,161.641356256,0.337448015749,0.275221170397,-48.9077180377,0
visible_lower_764mm,622.398546991,43.3159734269,39.9653518537,49.500026055,177.905764046,0.363550615027,19.3850588049,0.521710069874,0
visible_lower_764mm,596.838921692,39.784436358,39.8048143515,49.4997574267,176.487691768,0.344872663998,-0.108148884457,-20.2153160691,0
visible_lower_764mm,531.641260695,58.6423976137,39.3163853959,49.5058578687,172.551838047,0.519247115846,180.497611452,148.406414428,1
visible_lower_764mm,661.219818993,42.4827614695,40.1805414325,49.499518656,180.292589637,0.357275778695,12.9295518743,-2.07708029845,0
visible_lower_764mm,396.874963014,42.2029303963,37.8446647769,49.8336394339,163.115815739,0.370309264306,25.5424328841,-16.5714259148,0
visible_lower_764mm,425.476200461,42.4824825276,38.2186773759,49.7940056934,165.242400455,0.368183905178,25.0530353019,-15.3674715738,0
visible_lower_764mm,562.051249916,39.5678826151,39.559299213,49.5000079044,174.443928066,0.344735118592,0.0455579633845,-23.3211926497,0
visible_lower_764mm,374.165556688,41.3207202045,37.5204176013,49.6544395548,161.392481926,0.361045575537,21.7504050074,-26.8608083209,0
visible_lower_764mm,498.227879567,76.6377232067,39.0155577034,49.4999876782,170.363756371,1.13829410957,883.27179152,764.337847907,1
visible_lower_764mm,383.323284729,41.4868501851,37.6541830989,49.4995637585,162.090673809,0.360127426781,21.9375065285,-25.5959468984,0
visible_lower_764mm,500.285605866,39.2350786502,39.0351797324,49.4996145949,170.501692001,0.344483527393,1.06256181831,-29.2711192672,0
visible_lower_764mm,391.900940656,42.3587010884,37.7757699935,49.5005081049,162.740846132,0.365431204318,26.8057253447,-19.3894630513,0
visible_lower_764mm,519.12213924,39.1937533914,39.2080282117,49.9583813832,171.745052797,0.347981973626,-0.0762759225825,-27.4257181586,0
visible_lower_764mm,457.225190322,39.5528126314,38.5921731805,49.500958206,167.532998331,0.346008322069,5.18121918503,-32.0210393493,0
visible_lower_764mm,534.404916057,46.0850715038,39.3396293336,49.4990206742,172.727769131,0.384203319071,42.6380155423,13.6683623198,0
visible_lower_764mm,422.703320632,40.7798859741,38.1840240483,49.4997034549,165.03864262,0.354323098636,14.5150983103,-27.2504153873,0
visible_lower_764mm,541.174348506,39.4110462692,39.3955550714,49.5006695236,173.155343297,0.343900552827,0.0821748512741,-26.0278870115,0
visible_lower_764mm,386.091377103,37.8333146421,37.6938082327,49.5004592036,162.300977453,0.338945723089,0.727689406828,-46.4905886827,0
visible_lower_764mm,597.944893907,41.4610756384,39.8120945267,49.499868417,176.550551696,0.353930746846,9.12860848793,-11.0667137995,0
visible_lower_764mm,461.94812988,38.8934042957,38.6442082389,49.7377638263,167.866788953,0.345495727857,1.32742553119,-33.8619046407,0
visible_lower_764mm,417.351138521,43.862422868,38.1161785808,49.4990003119,164.643873899,0.37297203418,34.8496550326,-9.15535015269,0
visible_lower_764mm,637.617127893,42.0748419201,40.0536286375,49.4996751796,178.716284621,0.355038607213,11.296217892,-6.80897242093,0
visible_lower_764mm,462.106359987,38.9359085392,38.6459362838,49.5001180944,167.877935389,0.343437500045,1.53884788047,-34.0916082483,0
visible_lower_764mm,422.069902595,41.6729614802,38.1760607468,49.8468571591,164.992095325,0.363538510292,20.1499357565,-20.7774721049,0
visible_lower_764mm,732.92270262,40.7031652082,40.5007669923,49.4991268565,192.515394531,0.343247543107,1.02540998601,5.11145451759,0
visible_lower_764mm,746.737339079,40.3080627017,40.55260224,49.4999608917,192.515394531,0.34104630918,-1.22829403599,2.64289901363,0
visible_lower_764mm,724.964511898,40.3524684864,40.4695743304,49.5004987409,192.515394531,0.341273010329,-0.587642189842,3.28466016168,0
visible_lower_764mm,588.931221572,39.7720436679,39.7518469867,49.7950218322,176.034571999,0.350528590599,0.107926962718,-17.3992042111,0
visible_lower_764mm,785.567029215,40.1770971469,40.6837415364,49.4999116983,192.515394531,0.340393234802,-2.54488469319,1.32521969281,0
visible_lower_764mm,648.889697751,40.1434759664,40.1157103477,49.4999896036,179.300384955,0.345512047261,0.147498794508,-15.4880995747,0
visible_lower_764mm,486.615662262,39.0953923199,38.9020008133,49.5089470477,169.577724996,0.344250612533,1.02676227804,-30.9053187547,0
visible_lower_764mm,714.465922508,42.7528936371,40.4268729571,49.499999462,190.907627243,0.354790245533,12.4994694446,14.1753792764,0
visible_lower_764mm,728.234539751,41.3685305085,40.4825120467,49.4999028677,192.515394531,0.346476350021,4.56302534982,8.4269349481,0
visible_lower_764mm,463.066540652,38.6505941198,38.6564014076,49.4997123803,167.945441284,0.337896863725,-0.0305957264272,-39.5325323424,0
visible_lower_764mm,599.258634079,40.3742213924,39.8207020724,49.5004409974,176.624991735,0.347373882386,2.98032105975,-17.5196636999,0
visible_lower_764mm,426.13087519,42.0038654338,38.2268099589,49.6701742092,165.290453527,0.36941520629,21.8613363733,-13.1138571458,0
visible_lower_764mm,624.212252262,40.0943036017,39.9761495742,49.8244038443,178.003687498,0.348581846531,0.633381945175,-16.6826947673,0
visible_lower_764mm,692.977210973,40.2823954041,40.3336832922,49.5000402578,186.820002772,0.343218979719,-0.263840485009,-4.36769395296,0
visible_lower_764mm,522.293970822,40.3460297513,39.2359625154,49.5002816596,171.951002722,0.349244214201,6.04654909289,-22.4234906715,0
visible_lower_764mm,661.170743848,41.276510047,40.1802895868,49.5005855196,180.282017491,0.35070248285,5.96949011533,-8.67786099851,0
visible_lower_764mm,527.331297401,39.3686938592,39.2796521839,49.4990411394,172.275880396,0.34356757594,0.472856743954,-27.6211889351,0
visible_lower_764mm,427.821194368,39.8569363919,38.2477214315,49.5009891399,165.41428619,0.349059653511,8.7833263599,-31.990627631,0
visible_lower_764mm,745.454976654,40.566064161,40.5479109232,49.5004499168,192.515394531,0.342528906912,0.0917640127361,4.14585998337,0
visible_lower_764mm,444.851541107,38.4879697491,38.4515965039,49.5004412737,166.649775482,0.339432991528,0.191369346004,-39.8543784596,0
visible_lower_764mm,515.931846189,42.5388329699,39.1795964233,49.4999577012,171.536992415,0.361467495193,19.3756995444,-10.7959169366,0
visible_lower_764mm,415.126552281,38.2359344308,38.0876044297,49.4997328629,164.479150964,0.339942233995,0.778688219836,-42.4239447306,0
visible_lower_764mm,493.457931723,47.0818344221,38.9694969569,49.5000024279,170.042420245,0.392220044907,53.0754201549,17.8007505149,1
visible_lower_764mm,437.889905391,53.3921518154,38.3697383259,49.5689509837,166.147499315,0.449661720609,119.76530743,69.1325166499,1
visible_lower_764mm,637.977226794,42.509282833,40.0556545121,49.500109307,178.735161626,0.35810563691,13.866817712,-3.71765518833,0
visible_lower_764mm,553.429562576,39.5101328737,39.4932415439,49.6758901627,173.91733934,0.346088795142,0.0899661240084,-24.0413825217,0
visible_lower_764mm,583.54016304,39.7637973874,39.7148017078,49.4992230918,175.721809521,0.34479466842,0.260435794777,-21.4016345939,0
visible_lower_764mm,416.767788811,49.9789200886,38.1087070294,49.500216424,164.600699889,0.418223454034,85.4484690624,36.0255476002,1
visible_lower_764mm,746.58875704,40.2177499226,40.5520599164,49.500130401,192.515394531,0.340631986603,-1.6753904207,2.23015836531,0
visible_lower_764mm,377.319621335,42.5922228527,37.5669553108,49.4999202274,161.63336289,0.367095820798,29.6271734174,-19.268251621,0
visible_lower_764mm,528.16546222,39.6379673624,39.2868079878,49.5002547299,172.329463644,0.345803818027,1.8772335674,-25.3165415979,0
visible_lower_764mm,430.12529001,40.7839336669,38.2760267756,49.8850801648,165.582748923,0.36003188048,14.1191400363,-23.7338768561,0
visible_lower_764mm,526.483588936,39.7334715514,39.2723572859,49.8249676426,172.221399408,0.351738621637,2.48781516717,-21.9735188208,0
visible_lower_764mm,446.469856074,40.7619545417,38.4703370367,49.5000376863,166.766063713,0.354092717582,12.7643816029,-25.0255661533,0
visible_lower_764mm,546.487083048,39.5060592698,39.4384586905,49.5007183181,173.487625705,0.344155234251,0.359143257285,-25.2923493392,0
visible_lower_764mm,524.663468812,41.0762948985,39.256616039,49.4994491382,172.104128599,0.353449332536,10.0932945407,-17.9908090361,0
visible_lower_764mm,564.476660718,39.7704901255,39.5774955677,49.4999677166,174.590625151,0.345637068188,1.02915962385,-22.2062132435,0
visible_lower_764mm,548.330919069,39.5113955447,39.4531488672,49.5003698326,173.602255478,0.343754176321,0.309396687228,-25.5247511745,0
visible_lower_764mm,476.761085686,39.218365419,38.8017747876,49.7857099429,168.900769789,0.347268821132,2.2343592062,-30.9629958498,0
visible_lower_764mm,684.466522245,41.0633045927,40.2945140806,49.49914555,185.130127584,0.347409322075,4.06627440587,-3.14040092207,0
visible_lower_764mm,453.121942315,43.0935492121,38.5462438484,49.4999551628,167.241504084,0.367837791833,26.8791331179,-10.6008017552,0
visible_lower_764mm,638.409191207,40.5528978832,40.0580809297,49.4999144229,178.757777851,0.347509871491,2.6600229133,-14.2791006957,0
visible_lower_764mm,530.559815739,39.4374815762,39.3072240443,49.632897714,172.482767075,0.345947815685,0.694441134613,-25.9447118829,0
visible_lower_764mm,412.042646453,38.2897610918,38.0476250585,49.8427808537,164.250420436,0.346576946214,1.28217949847,-38.764665925,0
visible_lower_764mm,500.989030012,39.0893034645,39.0418533733,49.5006992197,170.548675177,0.343836755398,0.251283075988,-29.8584099618,0
visible_lower_764mm,420.197278814,38.2313228621,38.1524147751,49.4997406729,164.854110873,0.337573514668,0.413919080306,-44.2617917259,0
visible_lower_764mm,594.060750435,44.5712431216,39.7863891856,49.4999856517,176.329304622,0.372343399456,28.7470809902,7.02367368266,0
visible_lower_764mm,397.329907612,39.0682938686,37.8509078363,49.7589924442,163.150102814,0.351841309047,6.57431417317,-34.4113804443,0
visible_lower_764mm,666.381809709,41.6753097139,40.2067615474,49.4999082384,181.395929502,0.35284018053,8.03429582945,-4.46784971778,0
visible_lower_764mm,378.436943996,49.7083267875,37.5833231123,49.4997740354,161.718654872,0.417111399885,87.075436989,30.8673531028,1
visible_lower_764mm,436.78418924,38.4528736879,38.3565498377,49.9038687656,166.067281369,0.344961687686,0.511053021269,-38.2538280824,0
visible_lower_764mm,423.447745933,38.1947595034,38.1933603872,49.5002589696,165.093417669,0.34039716423,0.0073294139052,-41.1029276689,0
visible_lower_764mm,750.674072404,41.532117304,40.5668537135,49.4997565565,192.515394531,0.347352765441,5.00238310547,8.87870256143,0
visible_lower_764mm,493.504210647,39.1928193152,38.9699477375,49.9531023859,170.045552432,0.348719129211,1.19552733456,-29.1228697732,0
visible_lower_764mm,458.785406354,40.4791470487,38.6094606821,49.5004263512,167.643452598,0.352180102809,10.3205589511,-25.6871355289,0
visible_lower_764mm,531.989168078,39.6803568001,39.3193247716,49.4996366254,172.574037698,0.345962907247,1.93086153971,-24.7990713137,0
visible_lower_764mm,471.49696107,38.7689816999,38.7467450417,49.4991728663,168.535566059,0.341757628048,0.117350220333,-34.8215455115,0
visible_lower_764mm,377.999932393,39.8461415206,37.5769286089,49.6584076765,161.685355179,0.357531218967,12.5013111964,-29.9971561678,0
visible_lower_764mm,494.313986799,39.5171677761,38.9778229866,49.5006254948,170.100263683,0.345534850469,2.88993975735,-28.8058386726,0
visible_lower_764mm,529.868216255,43.9364381052,39.3013457373,49.4996076436,172.438561037,0.370235616059,27.6709435437,-0.72211211745,0
visible_lower_764mm,536.739350435,40.9916033474,39.3590762815,49.5782956387,172.875739689,0.354002492724,9.03249069952,-16.9114399,0
visible_lower_764mm,586.09210971,39.8738829387,39.7324333514,49.4999723752,175.87027552,0.34569652052,0.753654968275,-20.2897553866,0
visible_lower_764mm,564.835660755,39.6739961411,39.5801746806,49.7702676113,174.612261984,0.347394013431,0.501800771062,-22.4263807141,0
visible_lower_764mm,521.2839706,40.76221641,39.2271032698,49.4995761056,171.885517671,0.35179988969,8.45168231952,-19.9571767791,0
visible_lower_764mm,665.578741329,40.6968913339,40.2027173937,49.5003759603,181.225403332,0.346689524202,2.63947408119,-10.9367627061,0
visible_lower_764mm,714.843138042,41.5808164645,40.428438493,49.5003962116,190.977187052,0.348354761613,6.00694737542,7.85330297262,0
visible_lower_764mm,510.483629514,42.2996006767,39.1302557268,49.8077206043,171.179211355,0.363266243096,18.2962749048,-11.8314809599,0
visible_lower_764mm,441.271709869,41.6466290267,38.4097558362,49.7723934113,166.391951019,0.358516569807,18.5594736719,-23.2242578435,0
visible_lower_764mm,577.989835508,40.1717690125,39.6758527984,49.5000196956,175.396507772,0.347250828118,2.6655394424,-19.4235865242,0
visible_lower_764mm,765.075686641,41.4899018596,40.6171033343,49.5000901482,192.515394531,0.347192694586,4.52404598438,8.46189504084,0
visible_lower_764mm,570.356617735,39.8322091354,39.6209177498,49.5007241237,174.943692691,0.345146482557,1.12743296312,-22.1902607075,0
visible_lower_764mm,474.381926497,39.7720535931,38.7770338627,49.8150486709,168.736051155,0.353453437876,5.41653695099,-25.2392659921,0
visible_lower_764mm,475.664155653,45.4715592948,38.7903943524,49.5001903144,168.824915406,0.381130647749,41.9371917744,4.95908228756,0
visible_lower_764mm,487.497565811,38.9311347402,38.9107956838,49.6229109746,169.637878181,0.344225290965,0.107776604647,-31.7074409029,0
visible_lower_764mm,536.392254107,41.0938564489,39.3561955865,49.4999367956,172.853796576,0.353606907682,9.62456036771,-16.7525319685,0
visible_lower_764mm,414.559966531,42.9453243898,38.0802913812,49.4998407384,164.43721987,0.368115590088,28.8087815898,-14.3106715391,0
visible_lower_764mm,510.938242114,40.1494019842,39.1344110961,49.499753026,171.209125168,0.348918148621,5.51118820086,-23.8171589847,0
visible_lower_764mm,686.204413321,40.2725734949,40.3026204038,49.4999746437,185.478607635,0.343125724624,-0.155528427878,-6.81322368393,0
visible_lower_764mm,703.60499426,41.2343968567,40.3807706295,49.4998130604,188.872846596,0.347246787934,4.45440578034,3.19939403108,0
visible_lower_764mm,382.91225397,44.5925462025,37.6482674571,49.5008785239,162.059357168,0.377320879046,43.1533468668,-8.45654811854,0
visible_lower_764mm,545.583411197,41.055428522,39.4312215348,49.4994506224,173.431323058,0.352807556806,8.97394828808,-16.712110851,0
visible_lower_764mm,525.632308343,41.3371713722,39.2650083427,49.4996067271,172.166607236,0.355010895138,11.5688482009,-16.3400896786,0
visible_lower_764mm,560.642444049,40.8544530911,39.5486524913,49.4993721254,174.358401593,0.350757426099,7.16052933312,-17.4181856385,0
visible_lower_764mm,453.07848185,42.2645591409,38.5457537552,49.5003501387,167.238400316,0.362887359219,21.5104946562,-15.5586983436,0
visible_lower_764mm,599.132184474,40.0090939784,39.8198754797,49.499931336,176.617824652,0.34631223255,1.00951457063,-18.5879743837,0
visible_lower_764mm,424.916997907,39.9837526747,38.2117159744,49.5008177885,165.201281804,0.343096516397,9.70702006902,-38.2549247627,0
visible_lower_764mm,547.327282983,40.590302242,39.4451654068,49.4999033887,173.539887756,0.349899226733,6.25103421023,-19.466581733,0
visible_lower_764mm,451.671337557,38.7152773927,38.5298444783,49.5001624902,167.138199588,0.342921266434,0.98017609625,-35.6664966532,0
visible_lower_764mm,447.02873342,40.2002236229,38.4767839375,49.7884210027,166.80606693,0.356819607367,9.51775711779,-24.4500308674,0
visible_lower_764mm,570.513135364,39.7304847201,39.6220603465,49.50068275,174.953033298,0.342676863558,0.57705675775,-24.6460253651,0
visible_lower_764mm,722.472348757,40.2569247396,40.4595997116,49.5008990829,192.368448382,0.341112611986,-1.01512749264,2.91357070098,0
visible_lower_764mm,412.83288703,48.0237621237,38.0579104933,49.5008549221,164.309019271,0.402647739024,67.8282936728,20.0323286331,1
visible_lower_764mm,498.994803389,39.1746908613,39.0228883167,49.5004336635,170.415133134,0.34428840807,0.805866288062,-29.5972430405,0
visible_lower_764mm,410.702212886,56.0284497833,38.0301139191,49.5009076382,164.150682203,0.479653660552,156.831007656,96.8141445103,1
visible_lower_764mm,552.906397178,39.8089540977,39.4891632146,49.5006232123,173.885104419,0.345935946197,1.7101332981,-22.9350695736,0
visible_lower_764mm,482.335625616,41.2101605516,38.8589127794,49.5001850773,169.284844822,0.356142805572,13.1751917291,-19.367901204,0
visible_lower_764mm,618.244962142,40.9923229028,39.9403347873,49.4997857214,177.680169557,0.350006315045,5.73625404719,-13.3488239515,0
visible_lower_764mm,521.578526532,42.4226844937,39.2296904237,49.7844521711,171.904641893,0.36323120226,18.4498981008,-10.6375577466,0
visible_lower_764mm,425.847561867,41.8799841852,38.2232928412,49.6335649675,165.269676487,0.362994088846,21.0820328063,-19.2826042352,0
