event_id,produced_scint,edep_total_MeV,edep_optical_MeV,edep_nonoptical_MeV,V2_encounters,V2_escaped,V5_incident,V5_matched,V5_expected_PDE_sum,SD_detected,SD_orphan,npe_left,npe_right
0,17021.0,1.6313794896606482,0.025640224667501703,1.6057392649931466,16781,4269,7770.0,4666.0,4755.7700139851395,4749.0,83.0,242,515
1,16629.0,1.5982224864851862,0.02535774893667314,1.572864737548513,16400,4130,7595.0,4629.0,4644.927499750655,4695.0,66.0,228,522
2,15147.0,1.4538666775069267,0.02311489291370924,1.4307517845932174,14938,3876,6905.0,4228.0,4218.0791722452805,4302.0,74.0,224,513
3,16308.0,1.5490558341982166,0.02487295508252695,1.5241828791156897,16085,4119,7514.0,4533.0,4594.156721846074,4604.0,71.0,222,502
4,18267.0,1.7681043197292854,0.027837702349995528,1.7402666173792898,17991,4694,8242.0,5008.0,5044.032845048135,5086.0,78.0,232,542
5,17800.0,1.7124241149217656,0.027100635905897497,1.6853234790158682,17552,4501,8060.0,4954.0,4935.750478521644,5033.0,79.0,240,558
6,24298.0,2.337167450080041,0.03669678831632193,2.3004706617637187,23970,6119,10970.0,6722.0,6725.527923185072,6818.0,96.0,320,791
7,26171.0,2.4937488770465066,0.0397005167531353,2.4540483602933714,25740,6548,11658.0,7237.0,7155.796491116832,7388.0,151.0,380,819
8,16507.0,1.5905451136283433,0.025378534879345462,1.565166578748998,16269,4144,7484.0,4587.0,4582.41470469603,4656.0,69.0,244,511
9,17095.0,1.6316224571826135,0.026368899892189854,1.6052535572904236,16862,4280,7807.0,4804.0,4779.732600511559,4856.0,52.0,243,515
10,19771.0,1.899301991968867,0.030416884999547783,1.868885106969319,19476,4860,9035.0,5540.0,5540.076283585517,5622.0,82.0,284,579
11,15966.0,1.5315717336319994,0.024562755410131937,1.5070089782218674,15758,3996,7332.0,4524.0,4480.92728254129,4598.0,74.0,209,495
12,17465.0,1.6892988158204667,0.02617148739982207,1.6631273284206447,17244,4380,7923.0,4740.0,4842.210832223136,4818.0,78.0,235,544
13,27389.0,2.6219871963546906,0.0414596079683055,2.580527588386385,26992,6978,12101.0,7448.0,7422.56978092489,7557.0,109.0,397,826
14,19650.0,1.918867777571864,0.02983241935676557,1.8890353582150985,19369,5033,8909.0,5477.0,5455.88280669702,5557.0,80.0,281,587
15,25182.0,2.4018669104083616,0.03819030111712078,2.363676609291241,24795,6406,11339.0,6998.0,6953.0192369148435,7108.0,110.0,309,793
16,19310.0,1.8576819792305188,0.029114887747517807,1.828567091483001,19049,4911,8690.0,5316.0,5321.450533895525,5396.0,80.0,257,566
17,21713.0,2.0883879569598536,0.032990515560161845,2.0553974413996916,21392,5483,9778.0,6045.0,6000.1576589343995,6141.0,96.0,276,692
18,14879.0,1.4294643735991917,0.02292424868673636,1.4065401249124554,14644,3739,6858.0,4178.0,4186.785723183556,4255.0,77.0,202,464
19,22322.0,2.176514002637671,0.03406058932750348,2.1424534133101676,21967,5660,10103.0,6229.0,6197.308253615975,6347.0,118.0,288,713
20,18012.0,1.7240256425736897,0.0276287232751398,1.69639691929855,17759,4571,8146.0,5072.0,4983.438984321234,5160.0,88.0,246,563
21,33084.0,3.214051422041534,0.04969512398121522,3.164356298060319,32614,8392,14800.0,9070.0,9087.453860436595,9218.0,148.0,439,987
22,22471.0,2.170012409307403,0.034314348756129556,2.1356980605512734,22159,5702,10149.0,6269.0,6227.940587019272,6351.0,82.0,302,693
23,18036.0,1.7476670336737787,0.02740061313590953,1.7202664205378693,17767,4530,8089.0,4938.0,4956.749140589867,5022.0,84.0,218,544
24,17719.0,1.702846997459963,0.027117296067608026,1.6757297013923549,17455,4450,8074.0,4934.0,4940.219025983534,5004.0,70.0,275,520
25,17474.0,1.6914311861511817,0.026566820136350047,1.6648643660148317,17211,4453,7916.0,4820.0,4841.8363016199555,4896.0,76.0,235,522
26,26008.0,2.4715825688841297,0.03896187440463864,2.4326206944794913,25648,6658,11510.0,7071.0,7072.809582032575,7169.0,98.0,353,790
27,27718.0,2.669300112408181,0.04199502587151643,2.6273050865366647,27306,7088,12516.0,7731.0,7680.22605410719,7852.0,121.0,384,856
28,16443.0,1.5951872899242308,0.024804608428804747,1.570382681495426,16241,4233,7515.0,4525.0,4588.812221823022,4580.0,55.0,241,504
29,17923.0,1.721275264910158,0.027356806324702904,1.693918458585455,17669,4450,8232.0,5073.0,5035.574752143937,5151.0,78.0,250,590
30,17477.0,1.6612191829049692,0.02621536277641037,1.6350038201285588,17231,4575,7791.0,4735.0,4773.7099294231,4814.0,79.0,218,523
31,17544.0,1.7080981991022266,0.02646826357061144,1.681629935531615,17287,4496,7911.0,4817.0,4833.961933249625,4895.0,78.0,242,539
32,15360.0,1.4817491386141595,0.023183999117362786,1.4585651394967967,15128,3859,6950.0,4208.0,4246.396396841937,4277.0,69.0,207,465
33,17345.0,1.6639093159436613,0.026587723047130196,1.637321592896531,17091,4404,7768.0,4806.0,4755.50410916938,4879.0,73.0,228,534
