face,encounters,encounter_share,encounter_share_se,escaped,conditional_escape,conditional_escape_se,escape_share
+Z,88602287.0,0.44759664185496073,7.151988204328001e-05,20031072.0,0.22607849840264282,5.5687120219283954e-05,0.3943740813032588
-Z,88898785.0,0.4490944757553059,7.197029356733741e-05,20028781.0,0.22529870346372,5.56101528646073e-05,0.3943289758281117
-Y,10168258.0,0.05136750177018387,2.093210033995574e-05,5874053.0,0.5776852829658728,0.0001586420667671425,0.11564904042088468
-X_SENSOR,4258.0,2.1510353350342105e-05,3.2096694213935764e-07,0.0,0.0,0.0,0.0
+X_SENSOR,15907.0,8.035819416249221e-05,6.645867734884419e-07,0.0,0.0,0.0,0.0
+Y_SENSOR,2013972.0,0.010174083926184874,7.758755174560107e-06,0.0,0.0,0.0,0.0
OPEN_+Y_OR_+/-X_UNRESOLVED,8247721.0,0.04166542814585179,1.832862532977777e-05,4858154.0,0.5890298665534395,0.000174127777528423,0.09564790244774478
