bin_low,bin_high,photons,probability,probability_se,uniform_probability,old_p_2mu_probability
0.0,0.05,1823274,0.009210725221815794,1.1418050381033058e-05,0.05,0.0025000000000000005
0.05,0.1,4466106,0.022561652926275946,1.5023268592968484e-05,0.05,0.0075000000000000015
0.1,0.15000000000000002,6365007,0.03215442687820595,1.3001301737694231e-05,0.05,0.012500000000000004
0.15000000000000002,0.2,7846474,0.039638428439237254,1.609060779060959e-05,0.05,0.0175
0.2,0.25,8980363,0.04536655268772623,1.698342078255953e-05,0.05,0.022499999999999992
0.25,0.30000000000000004,9830819,0.049662844155297516,1.5736414385206755e-05,0.05,0.027500000000000024
0.30000000000000004,0.35000000000000003,10214283,0.05160000858393434,1.6138264351376432e-05,0.05,0.0325
0.35000000000000003,0.4,10313426,0.052100854277267586,1.5916475400394572e-05,0.05,0.037500000000000006
0.4,0.45,10390150,0.05248844477760851,1.5925149722768814e-05,0.05,0.04249999999999998
0.45,0.5,10486106,0.05297319054230682,1.630686961198587e-05,0.05,0.04749999999999999
0.5,0.55,10557445,0.05333357736655766,1.4484722873753258e-05,0.05,0.05250000000000005
0.55,0.6000000000000001,10662835,0.05386598134485558,1.5742095576178495e-05,0.05,0.05750000000000005
0.6000000000000001,0.65,10798644,0.054552054519622285,1.6853512766362092e-05,0.05,0.062499999999999944
0.65,0.7000000000000001,10925731,0.05519406632709878,1.5864268043674038e-05,0.05,0.06750000000000006
0.7000000000000001,0.75,11044304,0.05579306753137546,1.6761323765572604e-05,0.05,0.0724999999999999
0.75,0.8,11233926,0.05675099055227696,1.5796056278248147e-05,0.05,0.07750000000000012
0.8,0.8500000000000001,11529325,0.05824327257889455,1.7013937159075137e-05,0.05,0.08250000000000002
0.8500000000000001,0.9,11933134,0.06028321487012243,1.6712747867934256e-05,0.05,0.08749999999999991
0.9,0.9500000000000001,12768024,0.0645008707904294,1.913710160285594e-05,0.05,0.09250000000000003
0.9500000000000001,1.0,15781812,0.07972577562909094,1.9213532620936685e-05,0.05,0.09749999999999992
