event_id,opsc-101_world_y_30mm_numerator,opsc-101_world_y_30mm_denominator,opsc-101_world_near_x_numerator,opsc-101_world_near_x_denominator,opsc-101_world_far_x_numerator,opsc-101_world_far_x_denominator,opsc-106_world_y_30mm_numerator,opsc-106_world_y_30mm_denominator,opsc-106_world_near_x_numerator,opsc-106_world_near_x_denominator,opsc-106_world_far_x_numerator,opsc-106_world_far_x_denominator
0,4180.277077864079,15954.175531117955,4176.325869624614,15946.897928239508,3975.567196703755,15611.35720290179,4170.140194202952,15896.601847484342,4163.969635162813,15885.304641585311,3889.2447660112084,15440.39853804012
1,4789.371006429816,18268.009346827985,4784.824536367575,18258.988282529037,4553.792672930131,17858.455656140915,4777.572737897084,18202.44528394216,4770.472527272729,18188.51401786371,4454.30472992456,17661.187881117956
2,4318.600147037115,16368.37141227778,4314.57962168092,16361.196500215876,4110.308095731991,16029.977315437058,4308.076512316509,16309.662800159023,4301.79771268474,16298.560420382972,4022.27181995686,15858.128900357884
3,6465.436956912884,24071.281947660955,6459.6621750256245,24060.893867075287,6166.198858116209,23577.38032676191,6449.672228074508,23987.073417316176,6440.653752193211,23970.952420427606,6039.03568085947,23327.74415315505
4,5051.154126039252,19319.685432810067,5046.504394088703,19310.82788986341,4810.280649032781,18908.790943602988,5038.660198650287,19249.374659823738,5031.398791023863,19235.63454635657,4708.164331491648,18704.931324269037
5,5004.67003025084,18464.14921012831,5000.034510833493,18456.234717234576,4764.644691278112,18079.6768477542,4992.470378653603,18399.197678892873,4985.23129856055,18386.87869627187,4663.218219570247,17884.47413355278
6,4646.500482130887,17775.676266796516,4642.461965494749,17767.685474423266,4437.116460913675,17405.296450358004,4635.346948566956,17712.132126555407,4629.039863716561,17699.736355913807,4347.9293246044745,17221.412535774645
7,4478.840086257436,17110.60790688101,4474.694462810443,17102.979027912574,4264.203454598729,16748.95730894569,4467.881861113437,17048.857173574277,4461.407859256076,17037.002846918902,4173.4683689140575,16567.373546045343
8,4212.964651773457,15970.911795100332,4209.217738286388,15964.241037612725,4018.96713324546,15650.995560780246,4202.649746783871,15913.253296029807,4196.798384567579,15902.88764287575,3936.5440669530917,15485.30282811508
9,4067.282020711079,15346.275395594523,4063.6518445826287,15339.606160735237,3879.0088871798584,15027.823425151106,4057.149100602437,15291.029571413153,4051.479662650619,15280.661220067506,3798.6677514686485,14866.513730935556
10,4171.747011863955,15860.513636951073,4167.726556266262,15853.062240514451,3963.7480170300337,15508.242824352761,4161.308389899192,15803.669070123766,4155.030040279294,15792.094374106166,3876.1134112427635,15334.993877074678
11,4211.55903255675,15877.403411739475,4207.566877887035,15869.57714241806,4004.849572453709,15521.056018159752,4201.012908230719,15819.834210945606,4194.778544758132,15807.72545306246,3917.4634647484036,15347.850465916305
12,4541.092957900281,17331.612959415354,4536.815454753792,17323.787686757387,4319.441450471735,16962.127091268278,4529.708349948874,17269.20371453299,4523.028175161834,17257.052374700823,4225.541641047311,16777.25499261397
13,4498.808042784657,17233.894293207286,4494.882082196932,17226.42773878504,4295.477901089754,16886.294150986,4487.831313935716,17173.31516615423,4481.700269318043,17161.745435480054,4208.879540356018,16711.290087299716
14,3924.169040939853,15313.506911540984,3920.596446480296,15306.703302941887,3739.21092145928,15000.213448451754,3914.542678406654,15258.412645918841,3908.9635553326175,15247.911400134908,3660.8487268807303,14842.102079116803
15,4965.962969682771,18556.980084398667,4961.451202148363,18548.441528571308,4732.526534476149,18159.54612834521,4953.93064969114,18488.731587750546,4946.88504104974,18475.50246405314,4633.846293866304,17960.32279037769
16,5357.672645278567,20524.485411688143,5352.564309623472,20515.222213969228,5093.137805067561,20084.44083958772,5344.331886855308,20450.20665954079,5336.354399110117,20435.804546853014,4981.43938288947,19864.957059051525
17,6830.940003833681,26465.956506914717,6824.701456304044,26453.821226063083,6507.730846337018,25908.332258643008,6814.3190134456145,26370.522335425412,6804.576343823406,26351.719297354186,6370.833052495088,25631.622521091158
18,5198.085583312573,19330.565982778826,5193.278706923802,19321.8173845167,4949.322120613834,18915.09282560208,5185.551236568663,19262.884015900105,5178.044715649664,19249.305475811932,4844.4084777043445,18709.260836885773
19,4762.756370025268,17471.13261713898,4758.325341906187,17462.663145854138,4533.25879600545,17085.80439891928,4751.177901441222,17408.629507456353,4744.258096220321,17395.53734165848,4436.321933374686,16897.91972901062
20,6688.9299362488955,25199.611659937083,6683.188640836145,25188.498977565872,6391.501856362576,24686.243017444496,6672.874543031896,25110.458430788378,6663.908454651666,25093.24522154368,6264.771982822361,24430.036298058636
21,4484.978785632088,16974.719480989515,4480.907101124425,16967.193193269963,4273.997417374837,16632.1234122728,4474.099353172921,16914.176017442587,4467.740610936749,16902.552396925064,4184.578834857419,16458.870066895637
22,4408.168609092805,16640.25935851469,4404.128697294311,16633.393464819623,4198.834704668589,16309.788486139192,4397.398113653309,16579.765141151354,4391.088996184495,16569.08938652686,4110.135114995569,16137.249854432266
23,4984.468266383839,19163.211550831664,4979.827558313597,19154.76104298746,4744.153897444622,18769.74631236986,4972.154067238398,19094.50883325776,4964.906862913699,19081.42016224185,4642.488211253319,18571.01079555233
24,4923.781804461603,19112.743016853427,4919.174561874539,19104.63355872722,4685.057467174268,18726.492958082537,4911.646747061996,19043.716127568063,4904.451633638406,19031.109190893225,4584.061875944994,18528.9001861785
25,5096.475614814271,18910.223288889054,5091.497961157867,18901.41509094636,4838.623206950887,18492.82610756451,5083.594531157949,18843.416720929763,5075.821028863081,18829.729986806404,4729.803671506363,18287.455872805574
26,5470.909626569021,20717.61822358465,5466.160307030576,20708.99314030224,5224.909201308959,20308.30286735083,5457.7026205929715,20644.939560514318,5450.285733557596,20631.558198014136,5120.188194647363,20098.656518133652
27,4470.571022237982,16727.240063749454,4466.335430064064,16719.739492761328,4251.040644221914,16368.877619016284,4459.459488346296,16666.525627823623,4452.844705469619,16654.865171598016,4158.168053326151,16188.604145735782
28,4498.617914252998,16979.276706644516,4494.321880427097,16971.71848878179,4276.235061072868,16617.20700737001,4487.532864273093,16919.07198994047,4480.824018441561,16907.319722037853,4182.528057294451,16435.666433961713
29,3926.9483004795743,14945.716055720428,3923.3685906629594,14939.39370227991,3741.4286789813227,14640.950189228854,3917.1962590352973,14892.55922158122,3911.6057984689264,14882.724271805506,3662.591785820239,14485.205190992812
30,4308.659483202374,16179.747047050498,4304.590887816098,16172.83572132841,4097.995032767801,15848.110010380575,4298.169757633294,16123.073695964344,4291.8160252272455,16112.327499518851,4009.1959212226216,15679.744842130234
31,4975.384031656533,18626.373103086018,4970.67495406938,18618.47042131045,4731.521899350966,18251.95168167534,4963.02191121859,18559.7145812781,4955.66792848329,18547.584035432898,4628.483881837806,18057.868371072982
32,4890.522083684582,18529.11743384515,4885.895821105971,18520.999745032437,4650.750449611133,18143.613952637294,4878.239289063131,18463.546898728346,4871.014396327899,18450.93275002358,4549.175997318047,17949.36107150548
33,5898.724403612374,21768.696341535888,5893.339176164029,21759.23058834282,5619.67287782142,21309.85499358422,5884.268410827405,21691.848592513015,5875.858302778669,21677.114554255182,5501.3337777640745,21078.249697895233
34,3838.4914277561875,14641.263137761824,3835.046980417902,14635.273133682922,3660.2966563508458,14353.348829056715,3829.049826049503,14589.384110753213,3823.670976293469,14580.0659542082,3584.724221448047,14204.950271593916
35,5282.74616590941,20076.64027192877,5278.04985839762,20067.78671908155,5039.574992151155,19662.552772293384,5270.017700892384,20002.744844533154,5262.6836949551935,19989.002152802514,4936.449479142179,19453.106929145553
36,4695.653098639965,18060.694379443987,4691.440707498333,18052.718893077246,4477.321905379644,17686.44285627304,4684.016615620941,17994.706211068016,4677.438062114616,17982.32011610937,4384.368646248541,17498.066634825984
37,6361.088601977812,23926.752803070212,6355.211146076719,23915.977945853057,6056.585471233557,23427.050656992462,6345.696109775499,23840.90406489759,6336.517356115808,23824.310910704062,5927.871206815058,23176.44377025861
38,4934.965538319384,18719.266401950605,4930.606733372214,18710.97581792172,4709.2530606741975,18333.608022769837,4922.935065500478,18651.19104184561,4916.128099039555,18638.330531872296,4613.306226627495,18139.6660132285
39,4342.495227364707,16775.007581670852,4338.570070667232,16767.507485384496,4139.380667632274,16423.136616707823,4331.911554192407,16713.247585066092,4325.781967749338,16701.67566908349,4053.382537008126,16244.334144085706
40,3935.4398697753245,15079.074790976578,3931.9297540387092,15072.246258591616,3753.624561915963,14765.161129776425,3925.9679827866644,15025.459888788304,3920.4863257667507,15014.928288493647,3676.5143052666926,14607.761537361966
41,4362.177495011776,16478.11652061401,4358.147546329593,16470.419140303715,4153.306254515846,16117.357815803784,4351.412583633659,16418.901271434584,4345.118956626574,16406.962118545285,4064.751757075979,15938.948057295078
42,3840.636175639006,14760.28974591603,3837.174670842883,14753.910552369049,3661.2837726409375,14461.265008498112,3831.2769115975425,14706.883424940243,3825.871099310239,14697.001886629028,3585.1677455405065,14308.322138617274
43,7285.061429291702,27547.571333392258,7278.714089124836,27535.4045065281,6956.051887074609,26978.127724420592,7267.365898537595,27450.585263029487,7257.453137595243,27431.700842606657,6815.8013199841635,26694.11073026567
44,5684.2880618904555,21860.21390773759,5679.205836947922,21850.558944659777,5421.060717029645,21410.1442722242,5670.724706703167,21781.945313163866,5662.787941471815,21766.967712417572,5309.594799728935,21184.595229078124
45,4465.363318688165,16807.307324166515,4461.470231138341,16799.801726005284,4263.59902435177,16458.277986596404,4454.703026661595,16747.507049016123,4448.623155035933,16735.858721063254,4177.804061092441,16284.756650947369
46,4525.314924793819,16964.69888078123,4520.954590446374,16956.775034540224,4299.442094515226,16598.82526828425,4514.056869905571,16903.296845156303,4507.247418072748,16891.110033829365,4204.151065139032,16415.947665698422
47,4393.022030837802,16709.04394685503,4388.991015451784,16701.696996062532,4184.312699991903,16359.582032925275,4382.168313161981,16649.37377783863,4375.8732785208895,16637.959063756796,4095.8831038345625,16183.086682091911
48,4999.624654965093,19094.068386465624,4995.026096006095,19085.526114468255,4761.445701426902,18697.69693219285,4987.399112538567,19026.717747199647,4980.217675414263,19013.495750338927,4660.628423286841,18500.02870136994
49,4268.765764321058,16267.45718531695,4264.919755275628,16260.376076897419,4069.4209637690396,15937.344400735665,4258.336789053524,16209.41723183624,4252.330415255389,16198.440303302064,3984.7447186380305,15770.353363042334
50,4306.416145334129,16346.966151214752,4302.304622174137,16339.310778757193,4093.698365928464,15983.583466936134,4295.787778443489,16287.119176228189,4289.367210924813,16275.221384438313,4004.115416325053,15803.85364423407
