cell_id,material,x_mm,face,outcome,count,secant_q10,secant_median,secant_q90,fixed_distance_mm,path_q10_mm,path_median_mm,path_q90_mm,absolute_path_status
EJ200_xm650,EJ-200,-650,+Z,NON_ESCAPE,65012428,1.3684570646595964,2.1869874248223073,5.908419497784342,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xm650,EJ-200,-650,+Z,ESCAPE,19161924,1.0217113665389528,1.1188811188811187,1.2426219322771048,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xm650,EJ-200,-650,-Z,NON_ESCAPE,65313377,1.3693940431359124,2.1941854086670323,5.997001499250374,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xm650,EJ-200,-650,-Z,ESCAPE,19161507,1.0217113665389528,1.1188811188811187,1.2426219322771048,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xm650,EJ-200,-650,-Y,NON_ESCAPE,3491297,1.2319063751154913,1.5261350629530714,2.704530087897228,30.0,36.957191253464735,45.784051888592145,81.13590263691684,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm650,EJ-200,-650,-Y,ESCAPE,5666445,1.007302946361118,1.0596026490066226,1.2066365007541477,30.0,30.21908839083354,31.788079470198678,36.199095022624434,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm650,EJ-200,-650,-X_SENSOR,NON_ESCAPE,1525862,1.0037641154328734,1.0370754472387866,1.1392765593847907,50.0,50.188205771643666,51.853772361939335,56.96382796923953,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm650,EJ-200,-650,-X_SENSOR,ESCAPE,0,nan,nan,nan,50.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm650,EJ-200,-650,+X_SENSOR,NON_ESCAPE,2241,1.000250062515629,1.000250062515629,1.163128816516429,1350.0,1350.3375843960991,1350.3375843960991,1570.2239022971792,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm650,EJ-200,-650,+X_SENSOR,ESCAPE,0,nan,nan,nan,1350.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm650,EJ-200,-650,+Y_SENSOR,NON_ESCAPE,1807173,1.0042681395932713,1.1915400655347035,1.8140589569160996,30.0,30.12804418779814,35.746201966041106,54.42176870748299,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm650,EJ-200,-650,+Y_SENSOR,ESCAPE,0,nan,nan,nan,30.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm650,EJ-200,-650,OPEN_+Y_OR_+/-X_UNRESOLVED,NON_ESCAPE,3013325,1.1584129742253113,1.48864905098623,2.6542800265428004,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xm650,EJ-200,-650,OPEN_+Y_OR_+/-X_UNRESOLVED,ESCAPE,5959133,1.008827238335435,1.053463260468791,1.1665208515602217,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
