event_id,produced_scint,edep_total_MeV,edep_optical_MeV,edep_nonoptical_MeV,V2_encounters,V2_escaped,V5_incident,V5_matched,V5_expected_PDE_sum,SD_detected,SD_orphan,npe_left,npe_right
0,16004.0,1.6331113013890641,0.025961432873172773,1.6071498685158914,15743,4138,7709.0,4648.0,4646.491511708267,4711.0,63.0,84,1877
1,15390.0,1.595556643784289,0.02497187505448566,1.5705847687298033,15118,3884,7378.0,4459.0,4450.867580810269,4537.0,78.0,68,1770
2,24946.0,2.522389441511716,0.03957927153701056,2.4828101699747056,24508,6418,11908.0,7161.0,7215.80040338886,7274.0,113.0,123,2779
3,14415.0,1.4924585863989406,0.02383983676058122,1.4686187496383594,14178,3613,7043.0,4274.0,4246.232487732325,4335.0,61.0,60,1727
4,17318.0,1.792008060744845,0.02785884960925766,1.7641492111355874,17002,4518,8363.0,5002.0,5048.361335366349,5087.0,85.0,86,2024
5,18741.0,1.9534919624998945,0.029659377692620052,1.9238325848072746,18428,4878,8867.0,5286.0,5360.753149149116,5355.0,69.0,79,2127
6,17213.0,1.77418891828747,0.02814205131708195,1.746046866970388,16923,4442,8178.0,4999.0,4940.527954644164,5070.0,71.0,68,2038
7,16273.0,1.6786545913000874,0.026484790126479456,1.652169801173608,15994,4255,7820.0,4757.0,4716.192013080512,4829.0,72.0,74,1943
8,13655.0,1.4122412982240886,0.022121114790020394,1.3901201834340682,13396,3487,6615.0,3896.0,3986.7782124666774,3973.0,77.0,70,1552
9,15466.0,1.6017405739780013,0.0249143543578576,1.5768262196201437,15225,4055,7466.0,4488.0,4494.239172487121,4550.0,62.0,71,1812
10,20680.0,2.1218693939224456,0.03341121165607399,2.0884581822663715,20329,5362,9819.0,5929.0,5940.58722465526,6016.0,87.0,98,2327
11,15693.0,1.6133756732264297,0.025591914318386498,1.5877837589080432,15434,4032,7535.0,4592.0,4541.547234129962,4664.0,72.0,79,1806
12,16285.0,1.673899212693934,0.02644364342564915,1.6474555692682848,16020,4203,7787.0,4736.0,4695.443228577129,4809.0,73.0,94,1861
13,16416.0,1.6986280275979981,0.02655543076661345,1.6720725968313848,16113,4279,7818.0,4689.0,4713.923514733512,4762.0,73.0,68,1878
14,31920.0,3.3269348231145432,0.051285583790535404,3.2756492393240078,31419,8239,14971.0,9151.0,9064.858546781987,9257.0,106.0,150,3616
15,18594.0,1.9169072853935158,0.030234134037047247,1.8866731513564685,18268,4783,8900.0,5508.0,5382.476912575821,5576.0,68.0,118,2251
16,19490.0,2.009480634584144,0.03161187602211765,1.9778687585620263,19154,5028,9199.0,5629.0,5565.398922993543,5716.0,87.0,80,2295
17,22972.0,2.3670538053693817,0.03671290927639746,2.3303408960929843,22564,5971,10830.0,6531.0,6558.263497677226,6638.0,107.0,117,2555
18,17038.0,1.7338800549260678,0.027390837415205423,1.7064892175108624,16751,4378,8287.0,4993.0,4998.234035629488,5063.0,70.0,84,2033
19,16096.0,1.646864238828128,0.02624469256497913,1.620619546263149,15817,4164,7747.0,4709.0,4679.780330209437,4782.0,73.0,77,1829
20,35282.0,3.664825550829381,0.05688448966850205,3.6079410611608793,34697,9130,16928.0,10242.0,10231.207451633212,10393.0,151.0,166,4130
21,16499.0,1.6925713417928814,0.02647465486031883,1.6660966869325626,16214,4273,7923.0,4773.0,4782.048225777732,4845.0,72.0,81,1883
22,20385.0,2.116528330979674,0.03262870083655637,2.083899630143118,20043,5266,9704.0,5837.0,5864.975770317707,5937.0,100.0,107,2341
23,16474.0,1.7134168520835749,0.0267903520533465,1.6866265000302283,16152,4173,7956.0,4817.0,4802.559152054988,4906.0,89.0,80,1885
24,17245.0,1.802621551426401,0.027923878296832613,1.7746976731295685,16940,4513,8220.0,4986.0,4963.517680114922,5065.0,79.0,79,2000
25,15840.0,1.616675972094732,0.025638925823135084,1.5910370462715968,15542,4000,7501.0,4527.0,4526.1549729454255,4589.0,62.0,73,1792
26,16137.0,1.6796100770768996,0.025926716000208808,1.6536833610766908,15868,4223,7664.0,4653.0,4628.904666950383,4715.0,62.0,81,1810
27,18028.0,1.8602599996405516,0.029001571475810912,1.8312584281647406,17744,4728,8529.0,5128.0,5149.948351310415,5194.0,66.0,81,2047
