estimator,x_mm,sigma_fit_ps,sigma_fit_err_ps,bootstrap_err_ps,mu_fit_ns,chi2_ndf,n_events,flag
TOP_SUM4,0,72.63474672191887,0.9068548892085249,1.6235924311289978,0.5077031217587491,7.050975901309359,5000,ok
TOP_SUM4,50,75.5819830990324,1.1780565838513946,1.6587151463873495,0.4988069353148695,3.0538329391962575,5000,ok
TOP_SUM4,100,78.36639125956667,1.342801106335105,1.7203317932496132,0.4947449220006827,2.727084167154388,5000,ok
TOP_SUM4,150,81.88801896665639,1.389958230822358,1.5568987450811265,0.4995025059182338,1.5176125689139905,5000,ok
TOP_SUM4,200,67.36751906876148,0.8375167082884799,1.8156373409340325,0.49833485114986287,9.301662740227282,5000,ok
TOP_SUM4,250,67.94883736322255,0.8108175407531628,1.5964335560852272,0.5012456621706148,9.242281518151044,5000,ok
TOP_SUM4,300,76.04991734623523,1.2516963324826214,1.6429994576502618,0.495191946016119,2.289241447599482,5000,ok
TOP_SUM4,350,67.04700617680781,0.863943033516168,1.602145799933637,0.4994293241980873,7.545157931696694,5000,ok
TOP_SUM4,400,79.68268162990013,1.429771542955982,1.5541831040642504,0.4932360829808583,2.1138007981174627,5000,ok
TOP_SUM4,450,65.23108525761194,0.8849771956891614,1.6826578125873204,0.4967128706528727,9.801757064079617,5000,ok
TOP_SUM4,500,67.90641910378291,0.814726530210419,1.4345432083416174,0.5025707016885591,8.342960678076834,5000,ok
TOP_SUM4,550,68.17691864219634,0.859800636143826,1.6359317106618692,0.5019856406117699,8.488073173838307,5000,ok
TOP_SUM4,600,64.14187194950735,0.7938440731438956,1.4792992669761096,0.4996154399868359,11.84515968268018,5000,ok
TOP_SUM4,650,80.91690554056245,1.2745375623833128,1.4549863196785868,0.49840399486254994,2.546759459795442,5000,ok
TOP_SUM4,670,81.3565625582624,1.4590270500849725,1.6698953554545888,0.496376520325598,1.4893201154603566,5000,ok
TOP_SUM4,690,72.59609195047355,0.8905292888460731,1.7669908320227157,0.5168332420095514,14.003327094463556,5000,ok
TOP_SUM8,-690,81.98647797776134,1.142751707313823,1.8674972167924415,0.5148392224873073,5.794660259421126,5000,ok
TOP_SUM8,-670,79.25316679507388,1.3748835817608969,1.557744959997398,0.49492567686869365,2.199575254660016,5000,ok
TOP_SUM8,-650,70.9110145497704,0.9490229422280394,1.6781538429121372,0.4973454089008956,4.166043840013952,5000,ok
TOP_SUM8,-600,83.26501902580112,1.4976846966123918,1.6999597305669771,0.4948060537259139,1.864557316708052,5000,ok
TOP_SUM8,-550,76.51216991460313,1.349348030081479,1.697449417857979,0.4926461991718942,2.6897108586109204,5000,ok
TOP_SUM8,-500,63.316196272975894,0.8404238361578928,1.6970334566620011,0.4951831148741112,9.487784725048787,5000,ok
TOP_SUM8,-450,74.69321328205359,1.1016040596553491,1.6362956054750213,0.4983415759723263,4.283614902871319,5000,ok
TOP_SUM8,-400,75.00624701528753,1.1562218187890356,1.5495177270920124,0.4968757323624786,3.7809355223522125,5000,ok
TOP_SUM8,-350,69.26492145366049,0.9019373852102996,1.472182115912656,0.49715019443219627,5.73182052775698,5000,ok
TOP_SUM8,-300,63.70130180899877,0.7871866176540829,1.5398937838246856,0.49680465201804347,9.943320689835007,5000,ok
TOP_SUM8,-250,70.79537820146385,0.9057725099146652,1.320318331201566,0.49933955949459785,5.594048369909488,5000,ok
TOP_SUM8,-200,79.7604504381837,1.3214668318255531,1.681371111606195,0.4951494433477247,2.7458705743742993,5000,ok
TOP_SUM8,-150,70.6694107502992,0.9190014770781505,1.5231494915733896,0.4996906975564068,5.312109614652433,5000,ok
TOP_SUM8,-100,65.7419864466761,0.7850352371790645,1.5984810376367833,0.5009176094226091,12.239628624781103,5000,ok
TOP_SUM8,-50,72.1423971092419,1.1136926540887617,1.471173578424221,0.4931100231154377,3.453771780231614,5000,ok
TOP_SUM8,0,74.40954640012696,1.0281040313445886,1.6554814692030722,0.5085094083446962,7.159730860588238,5000,ok
TOP_SUM8,50,65.1466226215259,0.8227448004571383,1.6523671927356145,0.5002546398361387,9.091448036234427,5000,ok
