face,encounters,encounter_share,encounter_share_se,escaped,conditional_escape,conditional_escape_se,escape_share
+Z,88601222.0,0.44757329108569155,7.114439261901997e-05,20034574.0,0.2261207413143805,5.4254550671650395e-05,0.3943708432827887
-Z,88909173.0,0.4491289202232121,7.240057533440826e-05,20031400.0,0.22530183696568631,5.2813190492540616e-05,0.39430836463679503
-Y,10169301.0,0.05137070814453343,2.3217067028988444e-05,5876544.0,0.5778709864129304,0.00016527390300262804,0.11567690996915693
-X_SENSOR,15744.0,7.953156554492135e-05,6.557871547765739e-07,0.0,0.0,0.0,0.0
+X_SENSOR,4112.0,2.077196376528942e-05,3.144389657738641e-07,0.0,0.0,0.0,0.0
+Y_SENSOR,2012081.0,0.01016412296323621,7.794562750199572e-06,0.0,0.0,0.0,0.0
OPEN_+Y_OR_+/-X_UNRESOLVED,8247503.0,0.04166265405401648,2.0121370294215598e-05,4858839.0,0.5891284913749046,0.00018194249575650804,0.09564388211125935
