bin_low,bin_high,photons,probability,probability_se,uniform_probability,old_p_2mu_probability
0.0,0.05,1826591,0.009227111397374456,1.2422764487738516e-05,0.05,0.0025000000000000005
0.05,0.1,4472107,0.022591061419867987,1.4629721650075316e-05,0.05,0.0075000000000000015
0.1,0.15000000000000002,6371817,0.03218753692681302,1.340427298641477e-05,0.05,0.012500000000000004
0.15000000000000002,0.2,7843271,0.039620656861222105,1.5168515039577806e-05,0.05,0.0175
0.2,0.25,8981412,0.04537003030766915,1.6894854932798046e-05,0.05,0.022499999999999992
0.25,0.30000000000000004,9828258,0.0496479131935593,1.637560241797201e-05,0.05,0.027500000000000024
0.30000000000000004,0.35000000000000003,10218780,0.05162065366864402,1.4915379818589578e-05,0.05,0.0325
0.35000000000000003,0.4,10313054,0.05209688326786797,1.5812194136947932e-05,0.05,0.037500000000000006
0.4,0.45,10390092,0.05248604439251543,1.5588157067396145e-05,0.05,0.04249999999999998
0.45,0.5,10476690,0.05292349831229815,1.563514961119336e-05,0.05,0.04749999999999999
0.5,0.55,10552340,0.053305647888865305,1.5772861489635245e-05,0.05,0.05250000000000005
0.55,0.6000000000000001,10661129,0.05385520070162359,1.6092267311534474e-05,0.05,0.05750000000000005
0.6000000000000001,0.65,10803270,0.054573232730213576,1.5792514401412054e-05,0.05,0.062499999999999944
0.65,0.7000000000000001,10922401,0.055175028648336795,1.597676705133e-05,0.05,0.06750000000000006
0.7000000000000001,0.75,11039969,0.05576892899754826,1.635296064745599e-05,0.05,0.0724999999999999
0.75,0.8,11241650,0.056787730170735844,1.7100240962540017e-05,0.05,0.07750000000000012
0.8,0.8500000000000001,11533995,0.05826452485628145,1.67917769923512e-05,0.05,0.08250000000000002
0.8500000000000001,0.9,11931255,0.06027130265915082,1.6739538619547154e-05,0.05,0.08749999999999991
0.9,0.9500000000000001,12769890,0.0645077072876293,1.679667448735429e-05,0.05,0.09250000000000003
0.9500000000000001,1.0,15781165,0.07971930631178346,1.9152776609326722e-05,0.05,0.09749999999999992
