bin_low,bin_high,photons,probability,probability_se,uniform_probability,old_p_2mu_probability
0.0,0.05,1807049,0.009468426209203002,1.3034560558150949e-05,0.05,0.0025000000000000005
0.05,0.1,4360158,0.022845996031909566,1.5537857843011013e-05,0.05,0.0075000000000000015
0.1,0.15000000000000002,6180246,0.032382742917166064,1.324135802164626e-05,0.05,0.012500000000000004
0.15000000000000002,0.2,7587295,0.03975528213952964,1.6004148665092926e-05,0.05,0.0175
0.2,0.25,8689597,0.04553103318294733,1.733802946794024e-05,0.05,0.022499999999999992
0.25,0.30000000000000004,9510487,0.04983226485451387,1.690190367175281e-05,0.05,0.027500000000000024
0.30000000000000004,0.35000000000000003,9850540,0.05161404649835314,1.6743733831930405e-05,0.05,0.0325
0.35000000000000003,0.4,9930887,0.052035042077682114,1.651896493727454e-05,0.05,0.037500000000000006
0.4,0.45,10022252,0.05251376886406357,1.6307669029379356e-05,0.05,0.04249999999999998
0.45,0.5,10097652,0.0529088435610828,1.6282981468284894e-05,0.05,0.04749999999999999
0.5,0.55,10153451,0.05320121455602944,1.6609071193314793e-05,0.05,0.05250000000000005
0.55,0.6000000000000001,10274069,0.053833218797475935,1.6354698473339865e-05,0.05,0.05750000000000005
0.6000000000000001,0.65,10376636,0.054370640898923836,1.6268580320690784e-05,0.05,0.062499999999999944
0.65,0.7000000000000001,10526809,0.05515750499011043,1.5516955041525622e-05,0.05,0.06750000000000006
0.7000000000000001,0.75,10601795,0.05555041044409828,1.7276206821128144e-05,0.05,0.0724999999999999
0.75,0.8,10827576,0.056733439093537265,1.6568304225467268e-05,0.05,0.07750000000000012
0.8,0.8500000000000001,11082541,0.05806938365753605,1.6156294820362533e-05,0.05,0.08250000000000002
0.8500000000000001,0.9,11488381,0.06019587059438333,1.713413151450699e-05,0.05,0.08749999999999991
0.9,0.9500000000000001,12276475,0.0643252604918989,1.8499688373736753e-05,0.05,0.09250000000000003
0.9500000000000001,1.0,15206089,0.07967561013955542,1.9096286203883226e-05,0.05,0.09749999999999992
