face,encounters,encounter_share,encounter_share_se,escaped,conditional_escape,conditional_escape_se,escape_share
+Z,85329672.0,0.44710337284019175,6.723937720621028e-05,19242540.0,0.2255081913358345,5.2665922054962084e-05,0.39319399919671505
-Z,85631966.0,0.4486873079921908,6.937649281835975e-05,19240236.0,0.2246852069237789,5.7778070006078396e-05,0.3931469202261556
-Y,9887872.0,0.05180965563083487,2.132934580327034e-05,5692107.0,0.5756655223692216,0.0001609508195399811,0.11631012928571884
-X_SENSOR,8729.0,4.573749377030341e-05,4.649527888518801e-07,0.0,0.0,0.0,0.0
+X_SENSOR,8565.0,4.487818010569925e-05,4.5389698895186136e-07,0.0,0.0,0.0,0.0
+Y_SENSOR,1830744.0,0.009592581314585904,7.491356222264897e-06,0.0,0.0,0.0,0.0
OPEN_+Y_OR_+/-X_UNRESOLVED,8152437.0,0.04271646654832066,1.9918027417664132e-05,4764165.0,0.5843853807149936,0.00017366991274395504,0.0973489512914105
