event_id,produced_scint,edep_total_MeV,edep_optical_MeV,edep_nonoptical_MeV,V2_encounters,V2_escaped,V5_incident,V5_matched,V5_expected_PDE_sum,SD_detected,SD_orphan,npe_left,npe_right
0,15913.0,1.6230771474924477,0.019673368283241944,1.6034037792092057,15778,4110,8617.0,5085.0,5164.021568705815,5147.0,62.0,427,413
1,15865.0,1.5715206663740744,0.01971425138783606,1.5518064149862383,15731,3955,8524.0,5007.0,5101.180880206172,5073.0,66.0,433,462
2,16585.0,1.6627578882898932,0.02131604090440593,1.6414418473854873,16428,4194,8992.0,5513.0,5389.295604375977,5593.0,80.0,457,455
3,18851.0,1.8804935839962944,0.023083982532385038,1.8574096014639094,18680,4821,10065.0,6027.0,6042.627033826245,6118.0,91.0,566,511
4,15598.0,1.566995903054949,0.019250883446586542,1.5477450196083624,15481,3922,8372.0,4905.0,5006.239403328473,4963.0,58.0,381,389
5,15989.0,1.5869950375038648,0.020064238239346582,1.5669307992645183,15841,4046,8485.0,5071.0,5080.626357389589,5152.0,81.0,429,430
6,18523.0,1.847492456363373,0.022784302392958162,1.8247081539704149,18374,4700,9860.0,5871.0,5907.531084162984,5949.0,78.0,535,462
7,26638.0,2.6436472287311106,0.03280866213981967,2.610838566591291,26386,6712,14164.0,8476.0,8511.798847172378,8624.0,148.0,745,696
8,19030.0,1.9044266011288995,0.023893795029128497,1.880532806099771,18852,4896,10240.0,6232.0,6147.251532378392,6322.0,90.0,525,539
9,15747.0,1.573992895592962,0.019844648625680594,1.5541482469672814,15590,3929,8570.0,5187.0,5126.651610503698,5263.0,76.0,417,429
10,30189.0,3.0155939532697578,0.03763648745117676,2.977957465818581,29924,7638,15979.0,9619.0,9598.197167513368,9763.0,144.0,807,854
11,18201.0,1.8213151638047076,0.022719654175174273,1.7985955096295334,18032,4654,9847.0,5911.0,5904.453290025482,5997.0,86.0,534,482
12,17263.0,1.7394567063274213,0.021603786613827135,1.717852919713594,17098,4464,9161.0,5562.0,5483.280103579561,5644.0,82.0,497,466
13,15514.0,1.5495995919325543,0.01922150498874844,1.5303780869438057,15394,3978,8220.0,4892.0,4925.0391223794095,4964.0,72.0,418,411
14,15199.0,1.536088838654162,0.019219769063598804,1.5168690695905631,15061,3915,8204.0,4946.0,4906.735434274901,5028.0,82.0,404,420
15,14539.0,1.4691185657057406,0.01847045575957507,1.4506481099461654,14410,3612,7814.0,4748.0,4669.512038707572,4810.0,62.0,405,415
16,23131.0,2.29477638146216,0.02872804556666222,2.2660483358954977,22937,5875,12344.0,7523.0,7409.586276401021,7614.0,91.0,613,616
17,18867.0,1.8911066981817652,0.023552860075401832,1.8675538381063634,18707,4602,10082.0,6048.0,6045.643210241907,6136.0,88.0,535,515
18,18110.0,1.813712742085254,0.022854416658806588,1.7908583254264474,17941,4559,9726.0,5906.0,5836.879790879681,5991.0,85.0,513,484
19,17539.0,1.7745737516640203,0.022048264364093153,1.7525254872999272,17367,4421,9441.0,5710.0,5660.979411744344,5800.0,90.0,453,493
20,22100.0,2.1747468159208427,0.027118256297741616,2.1476285596231013,21913,5645,11827.0,7083.0,7109.531651913332,7177.0,94.0,602,598
21,15541.0,1.5524552911892435,0.01937008879369268,1.5330852023955508,15425,4003,8378.0,4986.0,5006.426000056811,5046.0,60.0,420,404
22,36042.0,3.5818042437558004,0.04378166228804826,3.538022581467752,35721,9169,18887.0,11328.0,11377.308362388289,11487.0,159.0,978,924
23,23101.0,2.30096469740628,0.028584767507421185,2.2723799298988587,22908,5924,12230.0,7332.0,7343.203514028592,7420.0,88.0,662,628
24,19330.0,1.9302736159206402,0.023936858219629632,1.9063367577010106,19135,4820,10270.0,6134.0,6153.936888052443,6239.0,105.0,547,538
25,14800.0,1.490371921434137,0.018280775864817175,1.47209114556932,14693,3778,7870.0,4619.0,4709.2146546476715,4670.0,51.0,410,412
26,14591.0,1.481881115167869,0.018004367469725016,1.463876747698144,14465,3747,7884.0,4634.0,4709.480211188296,4700.0,66.0,404,412
27,16038.0,1.6049625185844796,0.020040987454989636,1.58492153112949,15892,4086,8620.0,5149.0,5159.659120543732,5226.0,77.0,409,430
28,16495.0,1.6692793095493925,0.020664805133870277,1.6486145044155223,16337,4196,8862.0,5304.0,5303.035242193781,5379.0,75.0,474,494
29,15852.0,1.5830489060577784,0.01974379721153675,1.5633051088462415,15729,3919,8636.0,5138.0,5166.13276806325,5200.0,62.0,433,430
30,16643.0,1.6470045821470987,0.020808136102032037,1.6261964460450666,16512,4188,8944.0,5348.0,5355.434678513177,5416.0,68.0,499,457
31,21140.0,2.121224968712861,0.025899089225968897,2.095325879486892,20929,5375,11129.0,6614.0,6681.299908727224,6730.0,116.0,581,552
32,15399.0,1.5354175005124622,0.019302759797194417,1.5161147407152678,15254,3885,8326.0,4993.0,4985.358228380237,5064.0,71.0,431,416
33,15901.0,1.5961342192457049,0.019724609021777802,1.5764096102239271,15740,4082,8536.0,5106.0,5109.5700931078845,5190.0,84.0,415,458
34,17987.0,1.814889555024031,0.022728926087398037,1.792160628936633,17840,4498,9692.0,5871.0,5810.083251451683,5946.0,75.0,522,518
35,18035.0,1.8120438101363296,0.022407744548408486,1.789636065587921,17876,4622,9628.0,5796.0,5775.204259756898,5877.0,81.0,521,507
36,19968.0,2.005133871579473,0.024899098717366147,1.9802347728621068,19801,5068,10629.0,6443.0,6381.502297416104,6534.0,91.0,570,545
37,19391.0,1.956490123258584,0.02419315655526465,1.9322969667033194,19213,4936,10354.0,6275.0,6211.924119774447,6360.0,85.0,535,509
38,28680.0,2.896762777877348,0.0352733872273915,2.8614893906499566,28409,7292,15106.0,9031.0,9081.923545886093,9166.0,135.0,748,774
39,15360.0,1.5447686792068815,0.019034213280174912,1.5257344659267067,15209,3941,8188.0,4861.0,4898.915223169974,4945.0,84.0,422,410
40,19253.0,1.8965681613763241,0.02396352489172963,1.8726046364845945,19083,4893,10349.0,6180.0,6204.108822563133,6261.0,81.0,531,519
41,16868.0,1.6992541463301873,0.020964078677749493,1.678290067652438,16743,4290,8990.0,5431.0,5387.207329389398,5497.0,66.0,436,462
42,18976.0,1.8870342741410484,0.023510714401908772,1.8635235597391397,18819,4814,10053.0,6075.0,6033.553869444933,6169.0,94.0,533,524
43,17494.0,1.7419950454720614,0.021581965621184532,1.7204130798508768,17333,4469,9259.0,5538.0,5553.090554329406,5618.0,80.0,446,503
44,45967.0,4.6312347199800925,0.05624031399893145,4.574994405981161,45570,11988,23968.0,14522.0,14415.17924668455,14719.0,197.0,1295,1287
45,21253.0,2.1286625439720375,0.026001887947868323,2.102660656024169,21077,5404,11309.0,6644.0,6783.949986715503,6732.0,88.0,565,614
46,27535.0,2.7734157758488256,0.03398553528337915,2.7394302405654463,27313,6971,14520.0,8780.0,8726.896765890748,8897.0,117.0,714,731
47,17083.0,1.7191061003873365,0.021154939841095278,1.6979511605462412,16924,4338,9141.0,5439.0,5483.050820029049,5516.0,77.0,447,469
48,15618.0,1.5806867801211133,0.01977281842603615,1.5609139616950771,15486,3799,8541.0,5122.0,5105.498515748975,5193.0,71.0,436,432
49,15857.0,1.5856438153530699,0.01973230302214093,1.5659115123309288,15709,4079,8566.0,5124.0,5125.540617960673,5202.0,78.0,453,444
50,16370.0,1.6151190617373608,0.02064288556559067,1.59447617617177,16225,4135,8781.0,5312.0,5255.292599304765,5389.0,77.0,465,444
51,18869.0,1.9052719729310765,0.02354300409868852,1.881728968832388,18696,4755,10013.0,6063.0,6010.386389876283,6161.0,98.0,504,480
52,16314.0,1.6483576387697667,0.020136757890354177,1.6282208808794125,16165,4149,8775.0,5219.0,5252.2436709376825,5306.0,87.0,477,417
53,17984.0,1.8082936887381416,0.022480688666618644,1.7858130000715229,17835,4635,9654.0,5813.0,5782.597534013576,5889.0,76.0,490,496
